,AST_PCT,PCT_AST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ID,YEAR
88,0.085,0.476,1508.0,Maurice Taylor,1610612746.0, 1999-00
89,0.213,0.489,714.0,Michael Finley,1610612742.0, 1999-00
90,0.136,0.6,782.0,Mitch Richmond,1610612764.0, 1999-00
91,0.166,0.537,951.0,Ray Allen,1610612749.0, 1999-00
92,0.184,0.628,406.0,Shaquille O'Neal,1610612747.0, 1999-00
93,0.098,0.702,431.0,Shawn Kemp,1610612739.0, 1999-00
94,0.38,0.285,950.0,Stephon Marbury,1610612751.0, 1999-00
95,0.152,0.546,1495.0,Tim Duncan,1610612759.0, 1999-00
96,0.268,0.549,389.0,Toni Kukoc,1610612755.0, 1999-00
97,0.195,0.575,1713.0,Vince Carter,1610612761.0, 1999-00
98,0.119,0.493,275.0,Allan Houston,1610612752.0, 2000-01
99,0.226,0.424,947.0,Allen Iverson,1610612755.0, 2000-01
100,0.094,0.735,1712.0,Antawn Jamison,1610612744.0, 2000-01
101,0.261,0.533,952.0,Antoine Walker,1610612738.0, 2000-01
102,0.106,0.778,686.0,Antonio McDyess,1610612743.0, 2000-01
103,0.202,0.569,185.0,Chris Webber,1610612758.0, 2000-01
104,0.155,0.8,361.0,Clifford Robinson,1610612756.0, 2000-01
105,0.164,0.666,1882.0,Elton Brand,1610612741.0, 2000-01
106,0.364,0.359,56.0,Gary Payton,1610612760.0, 2000-01
107,0.157,0.591,299.0,Glenn Robinson,1610612749.0, 2000-01
108,0.288,0.563,147.0,Jalen Rose,1610612754.0, 2000-01
109,0.262,0.599,469.0,Jamal Mashburn,1610612766.0, 2000-01
110,0.236,0.43,1891.0,Jason Terry,1610612737.0, 2000-01
111,0.258,0.505,711.0,Jerry Stackhouse,1610612765.0, 2000-01
112,0.234,0.822,252.0,Karl Malone,1610612762.0, 2000-01
113,0.215,0.645,708.0,Kevin Garnett,1610612750.0, 2000-01
114,0.22,0.418,977.0,Kobe Bryant,1610612747.0, 2000-01
115,0.172,0.389,84.0,Latrell Sprewell,1610612752.0, 2000-01
116,0.166,0.643,1718.0,Paul Pierce,1610612738.0, 2000-01
117,0.172,0.519,1888.0,Richard Hamilton,1610612764.0, 2000-01
118,0.177,0.645,406.0,Shaquille O'Neal,1610612747.0, 2000-01
119,0.389,0.332,950.0,Stephon Marbury,1610612751.0, 2000-01
120,0.15,0.531,1495.0,Tim Duncan,1610612759.0, 2000-01
121,0.218,0.456,1503.0,Tracy McGrady,1610612753.0, 2000-01
122,0.187,0.604,1713.0,Vince Carter,1610612761.0, 2000-01
123,0.123,0.597,275.0,Allan Houston,1610612752.0, 2001-02
124,0.266,0.423,947.0,Allen Iverson,1610612755.0, 2001-02
125,0.224,0.533,952.0,Antoine Walker,1610612738.0, 2001-02
126,0.152,0.645,1719.0,Bonzi Wells,1610612757.0, 2001-02
127,0.21,0.598,185.0,Chris Webber,1610612758.0, 2001-02
128,0.112,0.481,1749.0,Cuttino Mobley,1610612745.0, 2001-02
129,0.105,0.692,1717.0,Dirk Nowitzki,1610612742.0, 2001-02
130,0.391,0.373,56.0,Gary Payton,1610612760.0, 2001-02
131,0.13,0.662,299.0,Glenn Robinson,1610612749.0, 2001-02
132,0.203,0.623,147.0,Jalen Rose,1610612741.0, 2001-02
133,0.393,0.34,1715.0,Jason Williams,1610612763.0, 2001-02
134,0.079,0.665,979.0,Jermaine O'Neal,1610612754.0, 2001-02
135,0.288,0.494,711.0,Jerry Stackhouse,1610612765.0, 2001-02
136,0.216,0.792,252.0,Karl Malone,1610612762.0, 2001-02
137,0.22,0.602,708.0,Kevin Garnett,1610612750.0, 2001-02
138,0.254,0.372,977.0,Kobe Bryant,1610612747.0, 2001-02
139,0.171,0.506,84.0,Latrell Sprewell,1610612752.0, 2001-02
140,0.116,0.655,2033.0,Marcus Fizer,1610612741.0, 2001-02
141,0.295,0.446,893.0,Michael Jordan,1610612764.0, 2001-02
142,0.339,0.373,89.0,Nick Van Exel,1610612742.0, 2001-02
143,0.153,0.61,1718.0,Paul Pierce,1610612738.0, 2001-02
144,0.193,0.589,951.0,Ray Allen,1610612749.0, 2001-02
145,0.143,0.644,1888.0,Richard Hamilton,1610612764.0, 2001-02
146,0.324,0.413,208.0,Sam Cassell,1610612749.0, 2001-02
147,0.157,0.612,406.0,Shaquille O'Neal,1610612747.0, 2001-02
148,0.152,0.518,949.0,Shareef Abdur-Rahim,1610612737.0, 2001-02
149,0.355,0.323,950.0,Stephon Marbury,1610612756.0, 2001-02
150,0.281,0.195,1883.0,Steve Francis,1610612745.0, 2001-02
151,0.182,0.465,1495.0,Tim Duncan,1610612759.0, 2001-02
152,0.25,0.421,1503.0,Tracy McGrady,1610612753.0, 2001-02
153,0.19,0.517,1713.0,Vince Carter,1610612761.0, 2001-02
154,0.129,0.52,275.0,Allan Houston,1610612752.0, 2002-03
155,0.248,0.427,947.0,Allen Iverson,1610612755.0, 2002-03
156,0.226,0.516,952.0,Antoine Walker,1610612738.0, 2002-03
157,0.181,0.586,1719.0,Bonzi Wells,1610612757.0, 2002-03
158,0.238,0.587,185.0,Chris Webber,1610612758.0, 2002-03
159,0.129,0.655,1717.0,Dirk Nowitzki,1610612742.0, 2002-03
160,0.366,0.374,56.0,Gary Payton,1610612749.0, 2002-03
161,0.15,0.651,299.0,Glenn Robinson,1610612737.0, 2002-03
162,0.209,0.511,147.0,Jalen Rose,1610612741.0, 2002-03
163,0.259,0.466,469.0,Jamal Mashburn,1610612740.0, 2002-03
164,0.407,0.476,467.0,Jason Kidd,1610612751.0, 2002-03
165,0.105,0.646,979.0,Jermaine O'Neal,1610612754.0, 2002-03
166,0.216,0.527,711.0,Jerry Stackhouse,1610612764.0, 2002-03
167,0.175,0.686,436.0,Juwan Howard,1610612743.0, 2002-03
168,0.236,0.81,252.0,Karl Malone,1610612762.0, 2002-03
169,0.249,0.594,708.0,Kevin Garnett,1610612750.0, 2002-03
170,0.268,0.4,977.0,Kobe Bryant,1610612747.0, 2002-03
171,0.207,0.517,893.0,Michael Jordan,1610612764.0, 2002-03
172,0.236,0.466,1718.0,Paul Pierce,1610612738.0, 2002-03
173,0.217,0.485,951.0,Ray Allen,1610612760.0, 2002-03
174,0.171,0.568,1888.0,Richard Hamilton,1610612765.0, 2002-03
175,0.258,0.537,1729.0,Ricky Davis,1610612739.0, 2002-03
176,0.293,0.405,208.0,Sam Cassell,1610612749.0, 2002-03
177,0.15,0.655,406.0,Shaquille O'Neal,1610612747.0, 2002-03
178,0.357,0.308,950.0,Stephon Marbury,1610612756.0, 2002-03
179,0.278,0.292,1883.0,Steve Francis,1610612745.0, 2002-03
180,0.191,0.476,1495.0,Tim Duncan,1610612759.0, 2002-03
181,0.282,0.356,1503.0,Tracy McGrady,1610612753.0, 2002-03
182,0.101,0.6,980.0,Zydrunas Ilgauskas,1610612739.0, 2002-03
183,0.101,0.632,275.0,Allan Houston,1610612752.0, 2003-04
184,0.07,0.46,2405.0,Amar'e Stoudemire,1610612756.0, 2003-04
185,0.363,0.368,1884.0,Baron Davis,1610612740.0, 2003-04
186,0.136,0.68,1719.0,Bonzi Wells,1610612763.0, 2003-04
187,0.134,0.554,2546.0,Carmelo Anthony,1610612743.0, 2003-04
188,0.154,0.638,1894.0,Corey Maggette,1610612746.0, 2003-04
189,0.244,0.436,2240.0,Gilbert Arenas,1610612764.0, 2003-04
190,0.27,0.493,2037.0,Jamal Crawford,1610612741.0, 2003-04
191,0.143,0.568,2202.0,Jason Richardson,1610612744.0, 2003-04
192,0.119,0.707,979.0,Jermaine O'Neal,1610612754.0, 2003-04
193,0.233,0.665,708.0,Kevin Garnett,1610612750.0, 2003-04
194,0.237,0.469,977.0,Kobe Bryant,1610612747.0, 2003-04
195,0.144,0.556,1716.0,Larry Hughes,1610612764.0, 2003-04
196,0.268,0.473,2544.0,LeBron James,1610612739.0, 2003-04
197,0.184,0.5,1897.0,Metta World Peace,1610612754.0, 2003-04
198,0.112,0.633,2072.0,Michael Redd,1610612749.0, 2003-04
199,0.143,0.573,2200.0,Pau Gasol,1610612763.0, 2003-04
200,0.249,0.512,1718.0,Paul Pierce,1610612738.0, 2003-04
201,0.223,0.512,951.0,Ray Allen,1610612760.0, 2003-04
202,0.212,0.591,1888.0,Richard Hamilton,1610612765.0, 2003-04
203,0.354,0.321,208.0,Sam Cassell,1610612750.0, 2003-04
204,0.14,0.659,406.0,Shaquille O'Neal,1610612747.0, 2003-04
205,0.385,0.266,950.0,Stephon Marbury,1610612752.0, 2003-04
206,0.17,0.532,1495.0,Tim Duncan,1610612759.0, 2003-04
207,0.272,0.498,1503.0,Tracy McGrady,1610612753.0, 2003-04
208,0.262,0.457,1713.0,Vince Carter,1610612761.0, 2003-04
209,0.09,0.613,2397.0,Yao Ming,1610612745.0, 2003-04
210,0.101,0.597,2216.0,Zach Randolph,1610612757.0, 2003-04
211,0.361,0.223,947.0,Allen Iverson,1610612755.0, 2004-05
212,0.075,0.597,2405.0,Amar'e Stoudemire,1610612756.0, 2004-05
213,0.163,0.441,952.0,Antoine Walker,1610612738.0, 2004-05
214,0.129,0.634,2546.0,Carmelo Anthony,1610612743.0, 2004-05
215,0.231,0.654,185.0,Chris Webber,1610612755.0, 2004-05
216,0.167,0.68,1894.0,Corey Maggette,1610612746.0, 2004-05
217,0.143,0.613,2032.0,Darius Miles,1610612757.0, 2004-05
218,0.138,0.534,1717.0,Dirk Nowitzki,1610612742.0, 2004-05
219,0.303,0.252,2548.0,Dwyane Wade,1610612748.0, 2004-05
220,0.041,0.723,2201.0,Eddy Curry,1610612741.0, 2004-05
221,0.128,0.641,1882.0,Elton Brand,1610612746.0, 2004-05
222,0.224,0.386,2240.0,Gilbert Arenas,1610612764.0, 2004-05
223,0.14,0.461,147.0,Jalen Rose,1610612761.0, 2004-05
224,0.185,0.526,2202.0,Jason Richardson,1610612744.0, 2004-05
225,0.137,0.482,711.0,Jerry Stackhouse,1610612742.0, 2004-05
226,0.264,0.665,708.0,Kevin Garnett,1610612750.0, 2004-05
227,0.287,0.342,977.0,Kobe Bryant,1610612747.0, 2004-05
228,0.214,0.413,1716.0,Larry Hughes,1610612764.0, 2004-05
229,0.324,0.453,2544.0,LeBron James,1610612739.0, 2004-05
230,0.112,0.574,2072.0,Michael Redd,1610612749.0, 2004-05
231,0.143,0.571,2200.0,Pau Gasol,1610612763.0, 2004-05
232,0.197,0.477,1718.0,Paul Pierce,1610612738.0, 2004-05
233,0.176,0.472,951.0,Ray Allen,1610612760.0, 2004-05
234,0.336,0.361,208.0,Sam Cassell,1610612750.0, 2004-05
235,0.149,0.53,406.0,Shaquille O'Neal,1610612748.0, 2004-05
236,0.133,0.548,1536.0,Stephen Jackson,1610612754.0, 2004-05
237,0.315,0.261,1883.0,Steve Francis,1610612753.0, 2004-05
238,0.151,0.509,1495.0,Tim Duncan,1610612759.0, 2004-05
239,0.323,0.362,2225.0,Tony Parker,1610612759.0, 2004-05
240,0.276,0.389,1503.0,Tracy McGrady,1610612745.0, 2004-05
241,0.234,0.568,1713.0,Vince Carter,1610612751.0, 2004-05
242,0.048,0.716,2397.0,Yao Ming,1610612745.0, 2004-05
243,0.155,0.55,1733.0,Al Harrington,1610612737.0, 2005-06
244,0.331,0.24,947.0,Allen Iverson,1610612755.0, 2005-06
245,0.412,0.23,1884.0,Baron Davis,1610612744.0, 2005-06
246,0.17,0.484,2732.0,Ben Gordon,1610612741.0, 2005-06
247,0.205,0.5,1517.0,Bobby Jackson,1610612763.0, 2005-06
248,0.141,0.628,2546.0,Carmelo Anthony,1610612743.0, 2005-06
249,0.117,0.488,2547.0,Chris Bosh,1610612761.0, 2005-06
250,0.157,0.629,185.0,Chris Webber,1610612755.0, 2005-06
251,0.142,0.507,1717.0,Dirk Nowitzki,1610612742.0, 2005-06
252,0.312,0.34,2548.0,Dwyane Wade,1610612748.0, 2005-06
253,0.127,0.595,1882.0,Elton Brand,1610612746.0, 2005-06
254,0.261,0.367,2240.0,Gilbert Arenas,1610612764.0, 2005-06
255,0.149,0.554,2202.0,Jason Richardson,1610612744.0, 2005-06
256,0.148,0.647,979.0,Jermaine O'Neal,1610612754.0, 2005-06
257,0.194,0.605,708.0,Kevin Garnett,1610612750.0, 2005-06
258,0.228,0.438,977.0,Kobe Bryant,1610612747.0, 2005-06
259,0.315,0.32,2544.0,LeBron James,1610612739.0, 2005-06
260,0.133,0.587,2072.0,Michael Redd,1610612749.0, 2005-06
261,0.244,0.575,1710.0,Mike Bibby,1610612758.0, 2005-06
262,0.276,0.299,2229.0,Mike James,1610612761.0, 2005-06
263,0.234,0.497,2200.0,Pau Gasol,1610612763.0, 2005-06
264,0.224,0.48,1718.0,Paul Pierce,1610612738.0, 2005-06
265,0.166,0.501,951.0,Ray Allen,1610612760.0, 2005-06
266,0.183,0.758,1888.0,Richard Hamilton,1610612765.0, 2005-06
267,0.111,0.583,406.0,Shaquille O'Neal,1610612748.0, 2005-06
268,0.162,0.5,1495.0,Tim Duncan,1610612759.0, 2005-06
269,0.311,0.331,2225.0,Tony Parker,1610612759.0, 2005-06
270,0.235,0.499,1713.0,Vince Carter,1610612751.0, 2005-06
271,0.092,0.621,2397.0,Yao Ming,1610612745.0, 2005-06
272,0.111,0.494,2216.0,Zach Randolph,1610612757.0, 2005-06
273,0.302,0.251,947.0,Allen Iverson,1610612743.0, 2006-07
274,0.049,0.649,2405.0,Amar'e Stoudemire,1610612756.0, 2006-07
275,0.356,0.261,1884.0,Baron Davis,1610612744.0, 2006-07
276,0.194,0.448,2732.0,Ben Gordon,1610612741.0, 2006-07
277,0.158,0.697,2430.0,Carlos Boozer,1610612762.0, 2006-07
278,0.183,0.601,2546.0,Carmelo Anthony,1610612743.0, 2006-07
279,0.115,0.575,2547.0,Chris Bosh,1610612761.0, 2006-07
280,0.16,0.651,1894.0,Corey Maggette,1610612746.0, 2006-07
281,0.169,0.501,1717.0,Dirk Nowitzki,1610612742.0, 2006-07
282,0.378,0.273,2548.0,Dwyane Wade,1610612748.0, 2006-07
283,0.045,0.646,2201.0,Eddy Curry,1610612752.0, 2006-07
284,0.257,0.355,2240.0,Gilbert Arenas,1610612764.0, 2006-07
285,0.128,0.602,979.0,Jermaine O'Neal,1610612754.0, 2006-07
286,0.216,0.403,2207.0,Joe Johnson,1610612737.0, 2006-07
287,0.088,0.509,2572.0,Josh Howard,1610612742.0, 2006-07
288,0.19,0.597,708.0,Kevin Garnett,1610612750.0, 2006-07
289,0.249,0.4,977.0,Kobe Bryant,1610612747.0, 2006-07
290,0.281,0.343,2544.0,LeBron James,1610612739.0, 2006-07
291,0.223,0.586,1938.0,Manu Ginobili,1610612759.0, 2006-07
292,0.104,0.57,2072.0,Michael Redd,1610612749.0, 2006-07
293,0.166,0.517,2200.0,Pau Gasol,1610612763.0, 2006-07
294,0.183,0.469,951.0,Ray Allen,1610612760.0, 2006-07
295,0.184,0.676,1888.0,Richard Hamilton,1610612765.0, 2006-07
296,0.448,0.188,2551.0,T.J. Ford,1610612761.0, 2006-07
297,0.182,0.461,1495.0,Tim Duncan,1610612759.0, 2006-07
298,0.307,0.333,2225.0,Tony Parker,1610612759.0, 2006-07
299,0.353,0.425,1503.0,Tracy McGrady,1610612745.0, 2006-07
300,0.245,0.53,1713.0,Vince Carter,1610612751.0, 2006-07
301,0.126,0.465,2216.0,Zach Randolph,1610612757.0, 2006-07
302,0.075,0.51,2744.0,Al Jefferson,1610612750.0, 2007-08
303,0.271,0.301,947.0,Allen Iverson,1610612743.0, 2007-08
304,0.072,0.699,2405.0,Amar'e Stoudemire,1610612756.0, 2007-08
305,0.07,0.629,1712.0,Antawn Jamison,1610612764.0, 2007-08
306,0.291,0.271,1884.0,Baron Davis,1610612744.0, 2007-08
307,0.168,0.517,2732.0,Ben Gordon,1610612741.0, 2007-08
308,0.135,0.709,2430.0,Carlos Boozer,1610612762.0, 2007-08
309,0.156,0.587,2546.0,Carmelo Anthony,1610612743.0, 2007-08
310,0.123,0.609,2547.0,Chris Bosh,1610612761.0, 2007-08
311,0.5,0.187,101108.0,Chris Paul,1610612740.0, 2007-08
312,0.143,0.651,1894.0,Corey Maggette,1610612746.0, 2007-08
313,0.104,0.571,2561.0,David West,1610612740.0, 2007-08
314,0.171,0.546,1717.0,Dirk Nowitzki,1610612742.0, 2007-08
315,0.336,0.292,2548.0,Dwyane Wade,1610612748.0, 2007-08
316,0.149,0.633,2202.0,Jason Richardson,1610612766.0, 2007-08
317,0.251,0.479,2207.0,Joe Johnson,1610612737.0, 2007-08
318,0.103,0.496,2572.0,Josh Howard,1610612742.0, 2007-08
319,0.12,0.593,201142.0,Kevin Durant,1610612760.0, 2007-08
320,0.186,0.676,708.0,Kevin Garnett,1610612738.0, 2007-08
321,0.097,0.554,2755.0,Kevin Martin,1610612758.0, 2007-08
322,0.236,0.4,977.0,Kobe Bryant,1610612747.0, 2007-08
323,0.086,0.645,200746.0,LaMarcus Aldridge,1610612757.0, 2007-08
324,0.352,0.343,2544.0,LeBron James,1610612739.0, 2007-08
325,0.257,0.45,1938.0,Manu Ginobili,1610612759.0, 2007-08
326,0.157,0.369,1897.0,Metta World Peace,1610612758.0, 2007-08
327,0.16,0.485,2072.0,Michael Redd,1610612749.0, 2007-08
328,0.138,0.451,101119.0,Rashad McCants,1610612750.0, 2007-08
329,0.146,0.766,2210.0,Richard Jefferson,1610612751.0, 2007-08
330,0.093,0.418,200752.0,Rudy Gay,1610612763.0, 2007-08
331,0.152,0.509,1495.0,Tim Duncan,1610612759.0, 2007-08
332,0.327,0.254,2225.0,Tony Parker,1610612759.0, 2007-08
333,0.294,0.445,1503.0,Tracy McGrady,1610612745.0, 2007-08
334,0.092,0.624,2566.0,Travis Outlaw,1610612757.0, 2007-08
335,0.242,0.513,1713.0,Vince Carter,1610612751.0, 2007-08
336,0.116,0.609,2397.0,Yao Ming,1610612745.0, 2007-08
337,0.118,0.502,2216.0,Zach Randolph,1610612752.0, 2007-08
338,0.068,0.504,1733.0,Al Harrington,1610612752.0, 2008-09
339,0.082,0.522,2744.0,Al Jefferson,1610612750.0, 2008-09
340,0.238,0.31,947.0,Allen Iverson,1610612765.0, 2008-09
341,0.09,0.699,1712.0,Antawn Jamison,1610612764.0, 2008-09
342,0.243,0.33,200750.0,Brandon Roy,1610612757.0, 2008-09
343,0.172,0.48,2546.0,Carmelo Anthony,1610612743.0, 2008-09
344,0.194,0.411,2406.0,Caron Butler,1610612764.0, 2008-09
345,0.119,0.653,101111.0,Charlie Villanueva,1610612749.0, 2008-09
346,0.114,0.525,2547.0,Chris Bosh,1610612761.0, 2008-09
347,0.512,0.143,101108.0,Chris Paul,1610612740.0, 2008-09
348,0.095,0.562,1894.0,Corey Maggette,1610612744.0, 2008-09
349,0.127,0.557,101122.0,Danny Granger,1610612754.0, 2008-09
350,0.105,0.582,2561.0,David West,1610612740.0, 2008-09
351,0.332,0.235,2734.0,Devin Harris,1610612751.0, 2008-09
352,0.117,0.556,1717.0,Dirk Nowitzki,1610612742.0, 2008-09
353,0.072,0.513,2730.0,Dwight Howard,1610612753.0, 2008-09
354,0.377,0.258,2548.0,Dwyane Wade,1610612748.0, 2008-09
355,0.179,0.562,1891.0,Jason Terry,1610612742.0, 2008-09
356,0.256,0.394,2207.0,Joe Johnson,1610612737.0, 2008-09
357,0.082,0.547,2572.0,Josh Howard,1610612742.0, 2008-09
358,0.135,0.567,201142.0,Kevin Durant,1610612760.0, 2008-09
359,0.121,0.566,2755.0,Kevin Martin,1610612758.0, 2008-09
360,0.232,0.373,977.0,Kobe Bryant,1610612747.0, 2008-09
361,0.365,0.336,2544.0,LeBron James,1610612739.0, 2008-09
362,0.228,0.419,101126.0,Nate Robinson,1610612752.0, 2008-09
363,0.161,0.487,1718.0,Paul Pierce,1610612738.0, 2008-09
364,0.235,0.702,1888.0,Richard Hamilton,1610612765.0, 2008-09
365,0.085,0.407,200752.0,Rudy Gay,1610612763.0, 2008-09
366,0.273,0.273,201566.0,Russell Westbrook,1610612760.0, 2008-09
367,0.254,0.361,1536.0,Stephen Jackson,1610612744.0, 2008-09
368,0.188,0.525,1495.0,Tim Duncan,1610612759.0, 2008-09
369,0.371,0.246,2225.0,Tony Parker,1610612759.0, 2008-09
370,0.23,0.41,1713.0,Vince Carter,1610612751.0, 2008-09
371,0.096,0.58,2397.0,Yao Ming,1610612745.0, 2008-09
372,0.106,0.571,2216.0,Zach Randolph,1610612746.0, 2008-09
373,0.253,0.393,201166.0,Aaron Brooks,1610612745.0, 2009-10
374,0.088,0.556,1733.0,Al Harrington,1610612752.0, 2009-10
375,0.047,0.612,2405.0,Amar'e Stoudemire,1610612756.0, 2009-10
376,0.138,0.536,101154.0,Andray Blatche,1610612764.0, 2009-10
377,0.298,0.326,201943.0,Brandon Jennings,1610612749.0, 2009-10
378,0.228,0.346,200750.0,Brandon Roy,1610612757.0, 2009-10
379,0.159,0.416,2546.0,Carmelo Anthony,1610612743.0, 2009-10
380,0.116,0.498,2547.0,Chris Bosh,1610612761.0, 2009-10
381,0.086,0.705,2549.0,Chris Kaman,1610612746.0, 2009-10
382,0.133,0.589,1894.0,Corey Maggette,1610612744.0, 2009-10
383,0.134,0.547,101122.0,Danny Granger,1610612754.0, 2009-10
