,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0021601067,,,12:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,7:42 PM
1,0,10,1,0021601067,Jump Ball Lopez vs. Len: Tip to Chriss,,12:00,1,4.0,5,5,201572,Brook Lopez,BKN,Brooklyn,1610612751.0,Nets,203458,Alex Len,PHX,Phoenix,1610612756.0,Suns,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,,,,7:42 PM
2,5,2,2,0021601067,Hollis-Jefferson BLOCK (1 BLK),,11:46,1,5.0,0,4,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,0,,,,,,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,,,MISS Chriss 3' Layup,7:42 PM
3,0,4,3,0021601067,,,11:45,1,5.0,0,0,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,Chriss REBOUND (Off:1 Def:0),7:42 PM
4,2,6,4,0021601067,Hollis-Jefferson S.FOUL (P1.T1) (P.Fraher),,11:44,1,4.0,5,1,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,0,,,,,,,,,7:42 PM
5,11,3,5,0021601067,,,11:44,1,5.0,0,0,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,1 - 0,-1,Chriss Free Throw 1 of 2 (1 PTS),7:42 PM
6,12,3,7,0021601067,,,11:44,1,5.0,0,0,1627737,Marquese Chriss,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,MISS Chriss Free Throw 2 of 2,7:42 PM
7,0,4,9,0021601067,Hollis-Jefferson REBOUND (Off:0 Def:1),,11:43,1,4.0,0,0,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,0,,,,,,0,,,,,,,,,7:43 PM
8,1,5,10,0021601067,Hollis-Jefferson Bad Pass Turnover (P1.T1),,11:20,1,4.0,5,0,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,1627755,Tyler Ulis,PHX,Phoenix,1610612756.0,Suns,0,,,,,,,,Ulis STEAL (1 STL),7:43 PM
9,1,2,11,0021601067,,,11:12,1,5.0,0,0,1627755,Tyler Ulis,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,MISS Ulis 22' Jump Shot,7:43 PM
10,0,4,12,0021601067,Foye REBOUND (Off:0 Def:1),,11:10,1,4.0,0,0,200751,Randy Foye,BKN,Brooklyn,1610612751.0,Nets,0,,,,,,0,,,,,,,,,7:43 PM
11,1,2,13,0021601067,MISS Hollis-Jefferson 8' Jump Shot,,11:01,1,4.0,0,0,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,0,,,,,,0,,,,,,,,,7:43 PM
12,0,4,14,0021601067,,,11:00,1,5.0,0,0,1627884,"Derrick Jones, Jr.",PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,"Jones, Jr. REBOUND (Off:0 Def:1)",7:43 PM
13,1,2,15,0021601067,,,10:41,1,5.0,0,0,1626164,Devin Booker,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,MISS Booker 17' Jump Shot,7:44 PM
14,0,4,16,0021601067,Hollis-Jefferson REBOUND (Off:0 Def:2),,10:40,1,4.0,0,0,1626178,Rondae Hollis-Jefferson,BKN,Brooklyn,1610612751.0,Nets,0,,,,,,0,,,,,,,,,7:44 PM
15,1,2,17,0021601067,MISS Foye 24' 3PT Jump Shot,,10:29,1,4.0,0,0,200751,Randy Foye,BKN,Brooklyn,1610612751.0,Nets,0,,,,,,0,,,,,,,,,7:44 PM
16,0,4,18,0021601067,,,10:28,1,5.0,0,0,203458,Alex Len,PHX,Phoenix,1610612756.0,Suns,0,,,,,,0,,,,,,,,Len REBOUND (Off:0 Def:1),7:44 PM
