,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0020300119,,,12:00,1,0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,8:08 PM
1,0,10,1,0020300119,Jump Ball Dalembert vs. Duncan: Tip to Nesterovic,,12:00,1,4,5,5,2223,Samuel Dalembert,PHI,Philadelphia,1610612755.0,76ers,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,,,,8:08 PM
2,2,5,3,0020300119,Snow STEAL (1 STL),,11:42,1,5,4,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,727,Eric Snow,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,,,Duncan Lost Ball Turnover (P1.T1),8:09 PM
3,2,6,4,0020300119,,,11:34,1,5,0,1,1477,Bruce Bowen,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Bowen S.FOUL (P1.T1),8:09 PM
4,11,3,5,0020300119,MISS McKie Free Throw 1 of 2,,11:34,1,4,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:09 PM
5,1,4,6,0020300119,76ERS Rebound,,11:34,1,2,0,0,1610612755,,,,,,0,,,,,,0,,,,,,,,,8:09 PM
6,12,3,7,0020300119,MISS McKie Free Throw 2 of 2,,11:34,1,4,0,0,243,Aaron McKie,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:09 PM
7,0,4,8,0020300119,,,11:34,1,5,0,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Duncan REBOUND (Off:0 Def:1),8:09 PM
8,1,2,9,0020300119,,,11:18,1,5,0,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Parker 19' Jump Shot,8:10 PM
9,0,4,10,0020300119,,,11:17,1,5,0,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Duncan REBOUND (Off:1 Def:1),8:10 PM
10,1,2,11,0020300119,,,11:09,1,5,0,0,1477,Bruce Bowen,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Bowen 13' Jump Shot,8:10 PM
11,0,4,12,0020300119,,,11:07,1,5,0,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Parker REBOUND (Off:1 Def:0),8:10 PM
12,1,2,13,0020300119,,,10:45,1,5,0,0,1477,Bruce Bowen,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Bowen 24' 3PT Jump Shot,8:10 PM
13,0,4,14,0020300119,,,10:43,1,5,0,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Duncan REBOUND (Off:2 Def:1),8:10 PM
14,1,1,15,0020300119,,,10:39,1,5,5,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,2 - 0,-2,Parker 19' Jump Shot (2 PTS) (Duncan 1 AST),8:10 PM
15,47,1,16,0020300119,Jackson 15' Turnaround Jump Shot (2 PTS) (Iverson 1 AST),,10:25,1,4,4,0,1531,Marc Jackson,PHI,Philadelphia,1610612755.0,76ers,947,Allen Iverson,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,2 - 2,TIE,,8:11 PM
16,1,2,17,0020300119,,,10:08,1,5,0,0,1938,Manu Ginobili,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Ginobili 26' 3PT Jump Shot,8:11 PM
17,0,4,19,0020300119,,,10:05,1,5,0,0,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Nesterovic REBOUND (Off:1 Def:0),8:11 PM
18,5,2,18,0020300119,,,10:05,1,5,0,0,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Nesterovic  Layup,8:11 PM
19,0,4,20,0020300119,,,10:03,1,5,0,0,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Nesterovic REBOUND (Off:2 Def:0),8:11 PM
20,1,1,21,0020300119,,,9:53,1,5,5,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,5 - 2,-3,Parker 24' 3PT Jump Shot (5 PTS) (Duncan 2 AST),8:11 PM
21,43,1,22,0020300119,Dalembert  Alley Oop Layup (2 PTS) (Snow 1 AST),,9:36,1,4,4,0,2223,Samuel Dalembert,PHI,Philadelphia,1610612755.0,76ers,727,Eric Snow,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,5 - 4,-1,,8:12 PM
22,2,5,23,0020300119,Iverson STEAL (1 STL),,9:12,1,5,4,0,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,947,Allen Iverson,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,,,Nesterovic Lost Ball Turnover (P1.T2),8:12 PM
23,1,2,24,0020300119,MISS Snow 12' Jump Shot,,9:06,1,4,0,0,727,Eric Snow,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:12 PM
24,0,4,25,0020300119,,,9:04,1,5,0,0,1725,Rasho Nesterovic,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Nesterovic REBOUND (Off:2 Def:1),8:12 PM
25,1,2,26,0020300119,,,8:57,1,5,0,0,2225,Tony Parker,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Parker 20' Jump Shot,8:13 PM
26,0,4,27,0020300119,,,8:53,1,5,0,0,1938,Manu Ginobili,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Ginobili REBOUND (Off:1 Def:0),8:13 PM
27,1,2,28,0020300119,,,8:42,1,5,0,0,1938,Manu Ginobili,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,MISS Ginobili 25' 3PT Jump Shot,8:13 PM
28,0,4,29,0020300119,Snow REBOUND (Off:0 Def:1),,8:40,1,4,0,0,727,Eric Snow,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:13 PM
29,1,2,30,0020300119,MISS Iverson 26' 3PT Jump Shot,,8:35,1,4,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:13 PM
30,0,4,31,0020300119,,,8:33,1,5,0,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,0,,,,,,0,,,,,,,,Duncan REBOUND (Off:2 Def:2),8:13 PM
31,2,5,32,0020300119,Iverson STEAL (2 STL),,8:17,1,5,4,0,1495,Tim Duncan,SAS,San Antonio,1610612759.0,Spurs,947,Allen Iverson,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,,,Duncan Lost Ball Turnover (P2.T3),8:13 PM
32,1,2,33,0020300119,MISS Iverson 16' Jump Shot,,8:02,1,4,0,0,947,Allen Iverson,PHI,Philadelphia,1610612755.0,76ers,0,,,,,,0,,,,,,,,,8:14 PM
