,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,5,"1479,",1,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479,,,,0,0.0
1,26.0,5,"1425,1610612760",3,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1425,Aaron Williams,SEA,1610612760.0,2,0.667
2,28.0,5,"228,1610612762",15,7,10.3,0.8,0.0,0.8,1.0,0.0,0.645,0.065,0.0,0.129,0.355,0.194,0.581,0.2,0.0,0.2,228,Adam Keefe,UTA,1610612762.0,8,0.533
3,25.0,5,"673,1610612737",4,3,31.6,0.45,0.0,0.45,0.974,0.026,0.784,0.275,0.0,0.098,0.216,0.157,0.51,0.55,0.0,0.55,673,Alan Henderson,ATL,1610612737.0,1,0.25
4,27.0,5,"275,1610612752",10,6,40.4,0.567,0.889,0.605,0.869,0.131,0.635,0.322,0.128,0.194,0.237,0.223,0.313,0.433,0.111,0.395,275,Allan Houston,NYK,1610612752.0,4,0.4
5,28.0,5,"297,1610612748",4,2,34.3,0.655,0.0,0.655,1.0,0.0,0.753,0.104,0.0,0.078,0.247,0.13,0.649,0.345,0.0,0.345,297,Alonzo Mourning,MIA,1610612748.0,2,0.5
6,39.0,5,"175,1610612757",2,2,5.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,Alton Lister,POR,1610612757.0,0,0.0
7,34.0,5,"194,1610612752",7,4,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,194,Anthony Bowie,NYK,1610612752.0,3,0.429
8,31.0,5,"193,1610612766",9,5,40.8,0.368,0.0,0.368,0.99,0.01,0.82,0.216,0.0,0.072,0.18,0.158,0.604,0.632,0.0,0.632,193,Anthony Mason,CHH,1610612766.0,4,0.444
9,26.0,5,"292,1610612737",4,3,8.0,0.667,0.0,0.667,1.0,0.0,0.75,0.0,0.0,0.5,0.25,0.5,0.75,0.333,0.0,0.333,292,Anthony Miller,ATL,1610612737.0,1,0.25
10,28.0,5,"324,1610612750",5,3,42.5,0.438,0.933,0.677,0.597,0.403,0.395,0.123,0.556,0.049,0.049,0.148,0.272,0.563,0.067,0.323,324,Anthony Peeler,MIN,1610612750.0,2,0.4
11,36.0,5,"156,1610612762",20,7,14.6,0.707,0.0,0.707,1.0,0.0,0.932,0.432,0.0,0.08,0.068,0.091,0.5,0.293,0.0,0.293,156,Antoine Carr,UTA,1610612762.0,13,0.65
12,29.0,5,"213,1610612754",16,6,28.6,0.69,0.0,0.69,1.0,0.0,0.571,0.204,0.0,0.027,0.429,0.184,0.367,0.31,0.0,0.31,213,Antonio Davis,IND,1610612754.0,10,0.625
13,23.0,5,"686,1610612756",4,3,36.4,0.742,0.0,0.742,1.0,0.0,0.873,0.31,0.0,0.085,0.127,0.197,0.563,0.258,0.0,0.258,686,Antonio McDyess,PHX,1610612756.0,1,0.25
14,33.0,5,"717,1610612757",4,3,26.6,0.824,1.0,0.833,0.95,0.05,0.694,0.245,0.061,0.041,0.245,0.082,0.449,0.176,0.0,0.167,717,Arvydas Sabonis,POR,1610612757.0,1,0.25
15,33.0,5,"422,1610612759",9,5,38.1,0.148,0.0,0.148,0.98,0.02,0.782,0.154,0.0,0.179,0.218,0.154,0.628,0.852,0.0,0.852,422,Avery Johnson,SAS,1610612759.0,4,0.444
16,30.0,5,"769,1610612766",9,5,16.2,0.357,1.0,0.438,0.881,0.119,0.757,0.541,0.162,0.108,0.081,0.162,0.216,0.643,0.0,0.563,769,B.J. Armstrong,CHH,1610612766.0,4,0.444
17,26.0,5,"223,1610612750",2,1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,Bill Curley,MIN,1610612750.0,1,0.5
18,35.0,5,"82,1610612741",16,4,7.5,0.85,0.0,0.85,1.0,0.0,0.909,0.773,0.0,0.0,0.091,0.091,0.136,0.15,0.0,0.15,82,Bill Wennington,CHI,1610612741.0,12,0.75
19,25.0,5,"682,1610612739",3,2,10.2,1.0,0.0,1.0,0.6,0.4,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,682,Bob Sura,CLE,1610612739.0,1,0.333
20,28.0,5,"184,1610612766",9,5,30.0,0.75,1.0,0.8,0.734,0.266,0.702,0.316,0.263,0.298,0.035,0.281,0.386,0.25,0.0,0.2,184,Bobby Phills,CHH,1610612766.0,4,0.444
21,33.0,5,"38,1610612759",4,1,2.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Brad Lohaus,SAS,1610612759.0,3,0.75
22,29.0,5,"85,1610612745",5,3,14.8,1.0,0.8,0.833,0.133,0.867,0.105,0.0,0.789,0.632,0.105,0.158,0.105,0.0,0.2,0.167,85,Brent Price,HOU,1610612745.0,2,0.4
23,22.0,5,"1510,1610612739",4,3,33.1,0.5,0.0,0.5,1.0,0.0,0.667,0.444,0.0,0.389,0.333,0.333,0.222,0.5,0.0,0.5,1510,Brevin Knight,CLE,1610612739.0,1,0.25
24,24.0,5,"967,1610612751",3,3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967,Brian Evans,NJN,1610612751.0,0,0.0
25,26.0,5,"258,1610612757",4,3,33.6,0.526,0.0,0.526,1.0,0.0,0.717,0.113,0.0,0.151,0.283,0.17,0.604,0.474,0.0,0.474,258,Brian Grant,POR,1610612757.0,1,0.25
26,27.0,5,"935,1610612762",20,7,35.0,0.696,0.87,0.754,0.571,0.429,0.42,0.155,0.315,0.142,0.265,0.21,0.265,0.304,0.13,0.246,935,Bryon Russell,UTA,1610612762.0,13,0.65
27,38.0,5,"433,1610612752",3,2,15.1,0.75,0.0,0.75,1.0,0.0,0.571,0.0,0.0,0.0,0.429,0.143,0.571,0.25,0.0,0.25,433,Buck Williams,NYK,1610612752.0,1,0.333
28,31.0,5,"61,1610612759",5,3,5.3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,Carl Herrera,SAS,1610612759.0,2,0.4
29,28.0,5,"1063,1610612739",1,1,10.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1063,Carl Thomas,CLE,1610612739.0,0,0.0
30,23.0,5,"1538,1610612739",4,3,39.2,0.818,0.0,0.818,0.964,0.036,0.733,0.267,0.0,0.267,0.267,0.167,0.467,0.182,0.0,0.182,1538,Cedric Henderson,CLE,1610612739.0,1,0.25
31,35.0,5,"787,1610612745",4,2,21.9,0.083,0.0,0.083,0.913,0.087,0.667,0.111,0.0,0.056,0.333,0.167,0.556,0.917,0.0,0.917,787,Charles Barkley,HOU,1610612745.0,2,0.5
32,41.0,5,"279,1610612745",4,3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,279,Charles Jones,HOU,1610612745.0,1,0.25
33,34.0,5,"891,1610612752",10,6,34.0,0.828,0.0,0.828,1.0,0.0,0.716,0.469,0.0,0.099,0.284,0.136,0.247,0.172,0.0,0.172,891,Charles Oakley,NYK,1610612752.0,4,0.4
34,27.0,5,"369,1610612752",10,6,26.2,0.286,0.667,0.435,0.618,0.382,0.424,0.061,0.409,0.227,0.167,0.227,0.364,0.714,0.333,0.565,369,Charlie Ward,NYK,1610612752.0,4,0.4
35,25.0,5,"685,1610612750",1,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,Cherokee Parks,MIN,1610612750.0,0,0.0
36,30.0,5,"164,1610612752",10,6,25.5,0.3,1.0,0.417,0.776,0.224,0.635,0.254,0.19,0.032,0.175,0.095,0.381,0.7,0.0,0.583,164,Chris Childs,NYK,1610612752.0,4,0.4
37,23.0,5,"1544,1610612737",1,0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1544,Chris Crawford,ATL,1610612737.0,1,1.0
38,33.0,5,"201,1610612752",6,5,8.9,0.333,0.0,0.333,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.25,0.75,0.667,0.0,0.667,201,Chris Dudley,NYK,1610612752.0,1,0.167
39,30.0,5,"423,1610612751",3,3,26.8,0.421,0.0,0.421,1.0,0.0,0.826,0.391,0.0,0.043,0.174,0.174,0.435,0.579,0.0,0.579,423,Chris Gatling,NJN,1610612751.0,0,0.0
40,28.0,5,"168,1610612752",9,6,18.8,0.727,1.0,0.8,0.714,0.286,0.5,0.273,0.273,0.091,0.227,0.205,0.227,0.273,0.0,0.2,168,Chris Mills,NYK,1610612752.0,3,0.333
41,32.0,5,"356,1610612762",17,6,14.1,0.857,1.0,0.893,0.667,0.333,0.545,0.13,0.273,0.195,0.182,0.234,0.416,0.143,0.0,0.107,356,Chris Morris,UTA,1610612762.0,11,0.647
42,34.0,5,"904,1610612754",16,6,25.8,0.438,0.95,0.635,0.54,0.46,0.451,0.225,0.423,0.12,0.127,0.134,0.225,0.563,0.05,0.365,904,Chris Mullin,IND,1610612754.0,10,0.625
43,28.0,5,"363,1610612737",4,3,22.0,0.583,0.0,0.583,0.914,0.086,0.615,0.154,0.0,0.0,0.385,0.103,0.462,0.417,0.0,0.417,363,Christian Laettner,ATL,1610612737.0,1,0.25
44,34.0,5,"456,1610612759",9,5,21.8,0.5,1.0,0.889,0.245,0.755,0.154,0.077,0.808,0.038,0.038,0.115,0.077,0.5,0.0,0.111,456,Chuck Person,SAS,1610612759.0,4,0.444
45,30.0,5,"359,1610612737",4,3,12.5,0.5,1.0,0.571,0.867,0.133,0.75,0.375,0.188,0.25,0.063,0.313,0.375,0.5,0.0,0.429,359,Chucky Brown,ATL,1610612737.0,1,0.25
46,31.0,5,"361,1610612756",4,3,22.9,0.778,0.0,0.778,0.97,0.03,0.72,0.0,0.0,0.08,0.28,0.0,0.72,0.222,0.0,0.222,361,Clifford Robinson,PHX,1610612756.0,1,0.25
47,36.0,5,"17,1610612745",5,3,36.5,0.5,1.0,0.619,0.618,0.382,0.427,0.107,0.2,0.173,0.373,0.173,0.32,0.5,0.0,0.381,17,Clyde Drexler,HOU,1610612745.0,2,0.4
48,27.0,5,"1133,1610612766",6,4,4.4,0.8,0.0,0.667,0.833,0.167,0.667,0.267,0.2,0.333,0.133,0.133,0.4,0.2,1.0,0.333,1133,Corey Beck,CHH,1610612766.0,2,0.333
49,29.0,5,"916,1610612747",12,6,17.4,0.833,0.0,0.833,1.0,0.0,0.774,0.0,0.0,0.0,0.226,0.065,0.774,0.167,0.0,0.167,916,Corie Blount,LAL,1610612747.0,6,0.5
50,29.0,5,"905,1610612754",16,6,29.2,0.536,0.0,0.536,1.0,0.0,0.794,0.057,0.0,0.057,0.206,0.206,0.738,0.464,0.0,0.464,905,Dale Davis,IND,1610612754.0,10,0.625
51,37.0,5,"107,1610612760",10,6,17.2,0.667,1.0,0.85,0.509,0.491,0.321,0.107,0.589,0.0,0.089,0.125,0.214,0.333,0.0,0.15,107,Dale Ellis,SEA,1610612760.0,4,0.4
52,24.0,5,"757,1610612757",4,3,41.7,0.118,0.375,0.2,0.651,0.349,0.479,0.225,0.338,0.169,0.183,0.07,0.254,0.882,0.625,0.8,757,Damon Stoudamire,POR,1610612757.0,1,0.25
53,32.0,5,"105,1610612748",2,1,30.9,0.0,1.0,0.667,0.25,0.75,0.222,0.0,0.667,0.0,0.111,0.222,0.222,1.0,0.0,0.333,105,Dan Majerle,MIA,1610612748.0,1,0.5
54,31.0,5,"198,1610612739",3,3,3.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,Danny Ferry,CLE,1610612739.0,0,0.0
55,32.0,5,"764,1610612759",9,5,39.2,0.544,0.0,0.544,1.0,0.0,0.651,0.194,0.0,0.069,0.349,0.091,0.457,0.456,0.0,0.456,764,David Robinson,SAS,1610612759.0,4,0.444
56,25.0,5,"710,1610612751",1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,David Vaughn,NJN,1610612751.0,0,0.0
57,27.0,5,"133,1610612766",9,5,31.8,0.5,0.889,0.606,0.747,0.253,0.533,0.311,0.3,0.178,0.167,0.111,0.222,0.5,0.111,0.394,133,David Wesley,CHH,1610612766.0,4,0.444
58,34.0,5,"766,1610612760",3,1,4.3,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.125,0.5,0.375,0.5,0.5,0.0,0.5,766,David Wingate,SEA,1610612760.0,2,0.667
59,24.0,5,"1545,1610612750",1,1,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1545,DeJuan Wheat,MIN,1610612750.0,0,0.0
60,34.0,5,"209,1610612766",9,5,18.8,0.647,1.0,0.714,0.692,0.308,0.654,0.462,0.231,0.308,0.115,0.269,0.192,0.353,0.0,0.286,209,Dell Curry,CHH,1610612766.0,4,0.444
61,37.0,5,"23,1610612741",21,6,34.4,0.342,1.0,0.359,0.962,0.038,0.745,0.098,0.029,0.01,0.225,0.167,0.647,0.658,0.0,0.641,23,Dennis Rodman,CHI,1610612741.0,15,0.714
62,29.0,5,"192,1610612756",4,3,15.6,0.75,1.0,0.857,0.529,0.471,0.471,0.353,0.529,0.176,0.0,0.0,0.118,0.25,0.0,0.143,192,Dennis Scott,PHX,1610612756.0,1,0.25
63,23.0,5,"1507,1610612739",4,3,25.8,0.4,0.0,0.4,1.0,0.0,0.465,0.233,0.0,0.116,0.535,0.209,0.233,0.6,0.0,0.6,1507,Derek Anderson,CLE,1610612739.0,1,0.25
64,23.0,5,"965,1610612747",13,6,21.5,0.238,0.5,0.296,0.706,0.294,0.538,0.154,0.231,0.192,0.231,0.321,0.385,0.762,0.5,0.704,965,Derek Fisher,LAL,1610612747.0,7,0.538
65,31.0,5,"365,1610612754",15,6,19.0,0.35,1.0,0.435,0.855,0.145,0.597,0.239,0.134,0.03,0.269,0.194,0.358,0.65,0.0,0.565,365,Derrick McKey,IND,1610612754.0,9,0.6
66,35.0,5,"96,1610612760",10,6,37.4,0.629,1.0,0.641,0.888,0.112,0.77,0.248,0.037,0.224,0.193,0.242,0.522,0.371,0.0,0.359,96,Detlef Schrempf,SEA,1610612760.0,4,0.4
67,26.0,5,"54,1610612741",13,2,5.6,0.5,0.0,0.5,1.0,0.0,0.75,0.25,0.0,0.0,0.25,0.625,0.5,0.5,0.0,0.5,54,Dickey Simpkins,CHI,1610612741.0,11,0.846
68,32.0,5,"87,1610612737",4,3,34.0,0.364,0.0,0.364,1.0,0.0,0.688,0.0,0.0,0.031,0.313,0.188,0.688,0.636,0.0,0.636,87,Dikembe Mutombo,ATL,1610612737.0,1,0.25
69,32.0,5,"140,1610612766",4,2,7.0,0.667,0.0,0.667,1.0,0.0,0.667,0.444,0.0,0.0,0.333,0.111,0.222,0.333,0.0,0.333,140,Donald Royal,CHH,1610612766.0,2,0.5
70,25.0,5,"1003,1610612737",2,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003,Drew Barry,ATL,1610612737.0,1,0.5
71,30.0,5,"190,1610612748",1,1,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,Duane Causwell,MIA,1610612748.0,0,0.0
72,39.0,5,"698,1610612745",5,3,17.6,0.5,1.0,0.667,0.63,0.37,0.429,0.286,0.321,0.143,0.25,0.071,0.143,0.5,0.0,0.333,698,Eddie Johnson,HOU,1610612745.0,2,0.4
73,26.0,5,"224,1610612747",13,6,36.6,0.531,0.95,0.652,0.676,0.324,0.443,0.145,0.271,0.217,0.285,0.176,0.299,0.469,0.05,0.348,224,Eddie Jones,LAL,1610612747.0,7,0.538
74,29.0,5,"922,1610612747",13,6,13.8,0.522,0.0,0.522,1.0,0.0,0.676,0.118,0.0,0.029,0.324,0.044,0.559,0.478,0.0,0.478,922,Elden Campbell,LAL,1610612747.0,7,0.538
75,30.0,5,"695,1610612737",4,3,22.4,0.0,0.571,0.4,0.52,0.48,0.207,0.138,0.724,0.276,0.069,0.241,0.069,1.0,0.429,0.6,695,Eldridge Recasner,ATL,1610612737.0,1,0.25
76,30.0,5,"785,1610612748",5,3,25.1,0.222,1.0,0.364,0.719,0.281,0.383,0.043,0.128,0.149,0.489,0.298,0.34,0.778,0.0,0.636,785,Eric Murdock,MIA,1610612748.0,2,0.4
77,25.0,5,"697,1610612754",2,1,10.1,0.5,1.0,0.667,0.75,0.25,0.444,0.0,0.333,0.222,0.222,0.444,0.444,0.5,0.0,0.333,697,Fred Hoiberg,IND,1610612754.0,1,0.5
78,33.0,5,"202,1610612757",4,3,6.7,0.0,1.0,0.5,0.429,0.571,0.4,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.5,202,Gary Grant,POR,1610612757.0,1,0.25
79,29.0,5,"56,1610612760",10,6,42.7,0.279,0.579,0.345,0.727,0.273,0.567,0.067,0.238,0.208,0.196,0.167,0.5,0.721,0.421,0.655,56,Gary Payton,SEA,1610612760.0,4,0.4
80,31.0,5,"45,1610612756",4,3,31.5,0.667,0.917,0.81,0.488,0.512,0.316,0.07,0.632,0.088,0.053,0.175,0.246,0.333,0.083,0.19,45,George McCloud,PHX,1610612756.0,1,0.25
81,31.0,5,"779,1610612766",9,5,41.0,0.775,1.0,0.805,0.792,0.208,0.693,0.39,0.161,0.098,0.146,0.117,0.302,0.225,0.0,0.195,779,Glen Rice,CHH,1610612766.0,4,0.444
82,34.0,5,"246,1610612737",1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246,Greg Anderson,ATL,1610612737.0,1,1.0
83,30.0,5,"21,1610612760",9,5,13.1,0.429,0.8,0.583,0.525,0.475,0.438,0.188,0.469,0.188,0.094,0.125,0.25,0.571,0.2,0.417,21,Greg Anthony,SEA,1610612760.0,4,0.444
84,29.0,5,"323,1610612762",20,7,16.7,0.737,1.0,0.744,0.977,0.023,0.927,0.512,0.037,0.171,0.037,0.146,0.415,0.263,0.0,0.256,323,Greg Foster,UTA,1610612762.0,13,0.65
85,25.0,5,"731,1610612762",19,6,17.7,0.538,0.0,0.538,1.0,0.0,0.813,0.063,0.0,0.031,0.188,0.203,0.75,0.462,0.0,0.462,731,Greg Ostertag,UTA,1610612762.0,13,0.684
86,35.0,5,"165,1610612745",5,3,38.1,0.744,0.0,0.744,0.99,0.01,0.765,0.294,0.0,0.0,0.235,0.078,0.471,0.256,0.0,0.256,165,Hakeem Olajuwon,HOU,1610612745.0,2,0.4
87,31.0,5,"765,1610612760",10,6,33.8,0.583,1.0,0.756,0.511,0.489,0.358,0.075,0.381,0.119,0.261,0.201,0.284,0.417,0.0,0.244,765,Hersey Hawkins,SEA,1610612760.0,4,0.4
88,35.0,5,"73,1610612756",3,3,10.9,1.0,0.0,1.0,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.333,0.667,0.0,0.0,0.0,73,Hot Rod Williams,PHX,1610612756.0,0,0.0
89,25.0,5,"458,1610612762",20,7,18.4,0.237,0.5,0.283,0.784,0.216,0.679,0.304,0.214,0.054,0.107,0.205,0.375,0.763,0.5,0.717,458,Howard Eisley,UTA,1610612762.0,13,0.65
90,27.0,5,"375,1610612757",4,3,41.8,0.741,1.0,0.75,0.836,0.164,0.701,0.286,0.039,0.195,0.26,0.273,0.416,0.259,0.0,0.25,375,Isaiah Rider,POR,1610612757.0,1,0.25
91,30.0,5,"462,1610612766",9,5,12.7,0.727,0.0,0.727,0.964,0.036,0.733,0.333,0.0,0.067,0.267,0.233,0.4,0.273,0.0,0.273,462,J.R. Reid,CHH,1610612766.0,4,0.444
92,23.0,5,"1521,1610612762",7,2,3.2,1.0,0.0,0.5,0.8,0.2,0.286,0.286,0.429,0.0,0.286,0.0,0.0,0.0,1.0,0.5,1521,Jacque Vaughn,UTA,1610612762.0,5,0.714
93,25.0,5,"147,1610612754",15,5,19.5,0.286,1.0,0.375,0.84,0.16,0.689,0.41,0.148,0.197,0.164,0.189,0.279,0.714,0.0,0.625,147,Jalen Rose,IND,1610612754.0,10,0.667
94,25.0,5,"469,1610612748",5,3,25.9,0.375,1.0,0.583,0.756,0.244,0.516,0.387,0.387,0.065,0.097,0.129,0.129,0.625,0.0,0.417,469,Jamal Mashburn,MIA,1610612748.0,2,0.4
95,30.0,5,"1114,1610612759",9,5,35.4,0.333,0.944,0.7,0.33,0.67,0.261,0.196,0.587,0.109,0.152,0.239,0.065,0.667,0.056,0.3,1114,Jaren Jackson,SAS,1610612759.0,4,0.444
96,25.0,5,"467,1610612756",4,3,42.9,0.182,0.0,0.182,0.879,0.121,0.772,0.316,0.0,0.351,0.228,0.228,0.456,0.818,0.0,0.818,467,Jason Kidd,PHX,1610612756.0,1,0.25
97,30.0,5,"420,1610612751",3,3,38.9,0.444,0.0,0.444,1.0,0.0,0.857,0.0,0.0,0.0,0.143,0.19,0.857,0.556,0.0,0.556,420,Jayson Williams,NJN,1610612751.0,0,0.0
98,35.0,5,"204,1610612762",20,7,31.8,0.717,0.857,0.743,0.831,0.169,0.553,0.276,0.194,0.166,0.253,0.221,0.276,0.283,0.143,0.257,204,Jeff Hornacek,UTA,1610612762.0,13,0.65
