,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,35.0,25,8,17,5,"920,1610612742",4,146,8,0,0.0,256,108,0.422,52,30,0.577,50,31,923.338333333,82,69,1,920,A.C. Green,-82,246,228,28,0,DAL,1610612742,19,19,0.38
1,26.0,100,3,6,5,"243,1610612755",0,113,31,6,0.194,237,95,0.401,62,44,0.71,50,22,958.865,27,90,0,243,Aaron McKie,-65,240,140,63,0,PHI,1610612755,57,28,0.56
2,27.0,22,24,11,5,"1425,1610612760",0,74,1,0,0.0,123,52,0.423,74,54,0.73,40,21,458.971666667,54,75,0,1425,Aaron Williams,-98,158,128,14,0,SEA,1610612760,30,19,0.475
3,29.0,28,12,18,5,"228,1610612762",0,91,4,0,0.0,124,56,0.452,89,62,0.697,44,12,642.508333333,51,63,0,228,Adam Keefe,52,174,142,16,0,UTA,1610612762,33,32,0.727
4,24.0,18,43,16,5,"1502,1610612744",1,115,0,0,0.0,121,52,0.43,51,25,0.49,44,28,611.523333333,79,90,0,1502,Adonal Foyle,-42,129,194,15,0,GSW,1610612744,31,16,0.364
5,28.0,3,0,0,5,"1817,1610612749",0,0,2,0,0.0,4,2,0.5,4,2,0.5,4,2,18.5833333333,0,0,0,1817,Adonis Jordan,-16,6,0,3,0,MIL,1610612749,2,2,0.5
6,19.0,5,2,9,5,"1733,1610612754",0,19,5,0,0.0,56,18,0.321,15,9,0.6,21,10,159.018333333,20,26,0,1733,Al Harrington,-25,45,39,4,0,IND,1610612754,11,11,0.524
7,26.0,27,19,48,5,"673,1610612737",4,150,1,0,0.0,423,187,0.442,149,100,0.671,38,16,1141.64833333,100,96,0,673,Alan Henderson,-69,474,250,33,0,ATL,1610612737,58,22,0.579
8,28.0,137,9,38,5,"275,1610612752",0,132,140,57,0.407,703,294,0.418,195,168,0.862,50,23,1814.39,20,115,0,275,Allan Houston,58,813,152,35,0,NYK,1610612752,130,27,0.54
9,24.0,223,7,55,5,"947,1610612755",4,170,199,58,0.291,1056,435,0.412,474,356,0.751,48,20,1991.19,66,98,0,947,Allen Iverson,185,1284,236,110,0,PHI,1610612755,167,28,0.583
10,29.0,74,180,42,5,"297,1610612748",29,341,2,0,0.0,633,324,0.512,423,276,0.652,46,14,1755.415,166,161,2,297,Alonzo Mourning,340,924,507,34,0,MIA,1610612748,139,32,0.696
11,24.0,5,0,2,5,"1591,1610612756",0,1,1,1,1.0,10,4,0.4,5,2,0.4,4,2,25.2266666667,3,2,0,1591,Alvin Sims,-12,11,4,2,0,PHX,1610612756,6,2,0.5
12,24.0,130,12,10,5,"1541,1610612761",0,63,42,14,0.333,237,95,0.401,52,44,0.846,50,27,1051.24,19,94,1,1541,Alvin Williams,-70,248,82,51,0,TOR,1610612761,56,23,0.46
13,23.0,15,7,8,5,"1754,1610612750",0,35,5,0,0.0,97,43,0.443,36,28,0.778,35,18,283.773333333,30,62,0,1754,Andrae Patterson,-22,114,65,19,0,MIN,1610612750,22,17,0.486
14,26.0,31,29,25,5,"692,1610612739",2,151,0,0,0.0,276,138,0.5,141,95,0.674,47,27,1101.78333333,104,161,0,692,Andrew DeClercq,-48,371,255,50,0,CLE,1610612739,54,20,0.426
15,33.0,6,1,0,5,"1845,1610612759",0,3,16,5,0.313,25,8,0.32,0,0,0.0,19,3,56.2266666667,2,7,0,1845,Andrew Gaze,32,21,5,2,0,SAS,1610612759,4,16,0.842
16,33.0,13,12,12,5,"457,1610612741",1,60,0,0,0.0,99,32,0.323,23,16,0.696,21,15,385.958333333,33,43,0,457,Andrew Lang,-54,80,93,5,0,CHI,1610612741,17,6,0.286
17,27.0,266,23,27,5,"358,1610612753",9,210,140,40,0.286,717,301,0.42,211,149,0.706,50,17,1946.38833333,74,111,0,358,Anfernee Hardaway,129,791,284,111,0,ORL,1610612753,150,33,0.66
