,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,,0.0,0.0,0.0,5,"1479,",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.288,0.0,0.0,0.0,1479,,0.773,0.0,0.0,0.0,0,,,0.0,0,0.0
1,26.0,0.0,0.075,0.0,5,"1425,1610612760",0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.149,0.149,1.0,3,1,0.441,0.075,0.0,0.0,1425,Aaron Williams,-0.075,0.149,0.075,0.0,0,SEA,1610612760.0,0.075,2,0.667
2,28.0,0.007,0.007,0.022,5,"228,1610612762",0,0.076,0.0,0.0,0.0,0.105,0.036,0.345,0.061,0.04,0.647,15,7,0.56,0.047,0.065,0.0,228,Adam Keefe,-0.094,0.112,0.123,0.014,0,UTA,1610612762.0,0.011,8,0.533
3,25.0,0.018,0.004,0.004,5,"673,1610612737",0,0.054,0.004,0.0,0.0,0.17,0.09,0.526,0.081,0.049,0.611,4,3,0.566,0.045,0.058,0.0,673,Alan Henderson,0.036,0.229,0.099,0.013,0,ATL,1610612737.0,0.027,1,0.25
4,27.0,0.037,0.001,0.008,5,"275,1610612752",0,0.042,0.03,0.012,0.391,0.231,0.1,0.434,0.076,0.066,0.862,10,6,0.533,0.008,0.036,0.0,275,Allan Houston,-0.013,0.278,0.05,0.007,0,NYK,1610612752.0,0.042,4,0.4
5,28.0,0.02,0.04,0.008,5,"297,1610612748",1,0.096,0.0,0.0,0.0,0.224,0.116,0.518,0.116,0.076,0.655,4,2,0.55,0.04,0.072,0.004,297,Alonzo Mourning,0.04,0.309,0.136,0.012,0,MIA,1610612748.0,0.032,2,0.5
6,39.0,0.0,0.044,0.0,5,"175,1610612757",0,0.044,0.0,0.0,0.0,0.132,0.044,0.333,0.0,0.0,0.0,2,2,0.488,0.044,0.22,0.0,175,Alton Lister,-0.571,0.088,0.088,0.0,0,POR,1610612757.0,0.088,0,0.0
7,34.0,0.027,0.0,0.0,5,"194,1610612752",0,0.0,0.0,0.0,0.0,0.107,0.053,0.5,0.0,0.0,0.0,7,4,0.559,0.0,0.107,0.0,194,Anthony Bowie,-0.241,0.107,0.0,0.027,0,NYK,1610612752.0,0.027,3,0.429
8,31.0,0.047,0.0,0.008,5,"193,1610612766",2,0.082,0.002,0.0,0.0,0.151,0.087,0.576,0.064,0.038,0.595,9,5,0.559,0.026,0.026,0.003,193,Anthony Mason,-0.062,0.212,0.108,0.012,0,CHH,1610612766.0,0.033,4,0.444
9,26.0,0.017,0.017,0.017,5,"292,1610612737",0,0.068,0.0,0.0,0.0,0.135,0.051,0.375,0.034,0.034,1.0,4,3,0.54,0.085,0.085,0.0,292,Anthony Miller,0.135,0.135,0.152,0.034,0,ATL,1610612737.0,0.051,1,0.25
