,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,0.3,0.4,5,"471,",41,28,13.3,3.6,3.2,5.7,11.0,1.5,0.0,471,,0.9,0.6,0.8,1.2,,,13,0.317
1,33.0,0.2,0.5,5,"920,1610612742",83,60,30.8,8.5,9.0,11.1,25.2,1.7,0.0,920,A.C. Green,2.1,1.0,1.2,3.6,DAL,1610612742.0,23,0.277
2,24.0,0.3,0.4,5,"243,1610612765",83,35,20.4,5.1,4.0,6.9,12.8,1.5,0.0,243,Aaron McKie,0.3,1.0,1.2,1.9,DET,1610612765.0,48,0.578
3,25.0,0.9,0.2,5,"1425,1610612763",33,29,17.8,5.7,4.9,7.3,15.8,2.0,0.0,1425,Aaron Williams,1.8,0.6,1.1,5.0,VAN,1610612763.0,4,0.121
4,27.0,0.6,0.2,5,"768,1610612749",47,33,11.1,2.9,3.9,3.9,9.7,1.3,0.0,768,Acie Earl,0.7,0.4,0.8,2.1,MIL,1610612749.0,14,0.298
5,27.0,0.2,0.2,5,"228,1610612762",62,14,15.4,3.9,3.1,5.8,10.9,1.5,0.0,228,Adam Keefe,0.9,0.7,0.7,2.2,UTA,1610612762.0,48,0.774
6,30.0,0.2,0.2,5,"154,1610612755",45,33,13.1,4.5,4.4,5.2,12.0,1.7,0.0,154,Adrian Caldwell,1.0,0.3,0.2,1.7,PHI,1610612755.0,12,0.267
7,24.0,0.2,0.5,5,"673,1610612737",30,10,17.2,5.8,5.2,7.0,15.5,2.3,0.0,673,Alan Henderson,1.5,0.4,1.5,4.4,ATL,1610612737.0,20,0.667
8,29.0,0.0,0.0,5,"1059,1610612757",8,4,7.9,1.3,0.8,2.9,5.5,0.4,0.0,1059,Aleksandar Djordjevic,0.4,0.0,0.3,0.5,POR,1610612757.0,4,0.5
9,26.0,0.2,0.4,5,"275,1610612752",81,25,34.3,8.4,6.0,12.4,23.2,2.6,0.0,275,Allan Houston,1.2,1.8,2.5,3.2,NYK,1610612752.0,56,0.691
10,22.0,0.3,1.4,5,"947,1610612755",76,56,41.1,14.4,15.0,17.4,42.0,2.9,0.0,947,Allen Iverson,2.2,4.4,4.5,9.6,PHI,1610612755.0,20,0.263
