,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST,PCT_BLK,PCT_BLKA,PCT_DREB,PCT_FG3A,PCT_FG3M,PCT_FGA,PCT_FGM,PCT_FTA,PCT_FTM,PCT_OREB,PCT_PF,PCT_PFD,PCT_PTS,PCT_REB,PCT_STL,PCT_TOV,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,USG_PCT,W,W_PCT
28,31.0,5,"61,1610612759",5,3,26.0,0.077,0.0,0.0,0.2,0.0,0.0,0.075,0.045,0.0,0.0,0.0,0.286,0.0,0.037,0.182,0.0,0.167,61,Carl Herrera,SAS,1610612759.0,0.08,2,0.4
29,28.0,5,"1063,1610612739",1,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.25,0.25,0.333,0.333,0.0,0.143,0.111,0.0,0.0,1063,Carl Thomas,CLE,1610612739.0,0.109,0,0.0
30,23.0,5,"1538,1610612739",4,3,157.0,0.177,0.0,0.12,0.171,0.059,0.0,0.133,0.12,0.111,0.095,0.103,0.189,0.0,0.11,0.148,0.222,0.236,1538,Cedric Henderson,CLE,1610612739.0,0.148,1,0.25
31,35.0,5,"787,1610612745",4,2,88.0,0.148,0.0,0.273,0.262,0.053,0.0,0.18,0.245,0.284,0.218,0.263,0.267,0.0,0.217,0.263,0.385,0.261,787,Charles Barkley,HOU,1610612745.0,0.208,2,0.5
32,41.0,5,"279,1610612745",4,3,10.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.167,0.286,1.0,0.667,0.0,0.105,0.5,0.0,0.0,279,Charles Jones,HOU,1610612745.0,0.041,1,0.25
33,34.0,5,"891,1610612752",10,6,340.0,0.111,0.143,0.156,0.311,0.0,0.0,0.139,0.131,0.145,0.168,0.304,0.217,0.0,0.132,0.309,0.183,0.119,891,Charles Oakley,NYK,1610612752.0,0.137,4,0.4
34,27.0,5,"369,1610612752",10,6,262.0,0.517,0.167,0.091,0.162,0.263,0.281,0.13,0.122,0.128,0.113,0.05,0.189,0.5,0.131,0.131,0.408,0.215,369,Charlie Ward,NYK,1610612752.0,0.142,4,0.4
35,25.0,5,"685,1610612750",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685,Cherokee Parks,MIN,1610612750.0,0.0,0,0.0
36,30.0,5,"164,1610612752",10,6,255.0,0.375,0.0,0.091,0.127,0.167,0.148,0.153,0.154,0.109,0.109,0.086,0.176,0.0,0.143,0.116,0.146,0.25,164,Chris Childs,NYK,1610612752.0,0.165,4,0.4
37,23.0,5,"1544,1610612737",1,0,4.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.4,0.333,0.0,0.5,1544,Chris Crawford,ATL,1610612737.0,0.245,1,1.0
38,33.0,5,"201,1610612752",6,5,53.0,0.0,0.5,0.333,0.333,0.0,0.0,0.106,0.086,0.174,0.133,0.462,0.516,1.0,0.086,0.367,0.286,0.118,201,Chris Dudley,NYK,1610612752.0,0.114,1,0.167
39,30.0,5,"423,1610612751",3,3,80.0,0.08,0.286,0.5,0.111,0.0,0.0,0.292,0.328,0.279,0.242,0.24,0.225,0.0,0.303,0.164,0.286,0.176,423,Chris Gatling,NJN,1610612751.0,0.279,0,0.0
40,28.0,5,"168,1610612752",9,6,169.0,0.069,0.222,0.222,0.213,0.244,0.267,0.136,0.127,0.129,0.143,0.205,0.221,0.0,0.137,0.211,0.216,0.107,168,Chris Mills,NYK,1610612752.0,0.13,3,0.333
41,32.0,5,"356,1610612762",17,6,240.0,0.088,0.12,0.24,0.257,0.359,0.368,0.183,0.163,0.2,0.2,0.148,0.241,0.0,0.178,0.228,0.167,0.1,356,Chris Morris,UTA,1610612762.0,0.171,11,0.647
42,34.0,5,"904,1610612754",16,6,413.0,0.119,0.225,0.226,0.187,0.377,0.364,0.181,0.179,0.104,0.114,0.148,0.167,0.0,0.179,0.176,0.246,0.171,904,Chris Mullin,IND,1610612754.0,0.172,10,0.625
43,28.0,5,"363,1610612737",4,3,88.0,0.148,0.167,0.375,0.292,0.097,0.0,0.271,0.207,0.395,0.441,0.2,0.302,0.0,0.247,0.27,0.333,0.333,363,Christian Laettner,ATL,1610612737.0,0.294,1,0.25
44,34.0,5,"456,1610612759",9,5,197.0,0.103,0.0,0.083,0.218,0.645,0.7,0.187,0.134,0.02,0.029,0.0,0.155,0.0,0.145,0.174,0.167,0.113,456,Chuck Person,SAS,1610612759.0,0.157,4,0.444
45,30.0,5,"359,1610612737",4,3,50.0,0.211,0.0,0.0,0.2,0.111,0.143,0.197,0.184,0.1,0.063,0.067,0.192,0.0,0.162,0.15,0.0,0.167,359,Chucky Brown,ATL,1610612737.0,0.185,1,0.25
46,31.0,5,"361,1610612756",4,3,91.0,0.075,0.222,0.467,0.122,0.091,0.0,0.21,0.132,0.243,0.269,0.24,0.38,0.0,0.152,0.162,0.188,0.2,361,Clifford Robinson,PHX,1610612756.0,0.212,1,0.25
47,36.0,5,"17,1610612745",5,3,182.0,0.359,0.15,0.174,0.146,0.347,0.294,0.234,0.193,0.336,0.333,0.209,0.174,0.0,0.235,0.163,0.267,0.265,17,Clyde Drexler,HOU,1610612745.0,0.25,2,0.4
48,27.0,5,"1133,1610612766",6,4,27.0,0.0,0.0,0.0,0.0,0.4,0.5,0.293,0.333,0.105,0.143,0.125,0.286,0.0,0.288,0.043,0.5,0.3,1133,Corey Beck,CHH,1610612766.0,0.268,2,0.333
49,29.0,5,"916,1610612747",12,6,209.0,0.079,0.143,0.111,0.331,0.0,0.0,0.071,0.078,0.086,0.088,0.353,0.248,0.0,0.074,0.339,0.2,0.052,916,Corie Blount,LAL,1610612747.0,0.071,6,0.5
50,29.0,5,"905,1610612754",16,6,467.0,0.061,0.321,0.108,0.279,0.0,0.0,0.124,0.178,0.234,0.148,0.473,0.199,0.0,0.159,0.329,0.078,0.158,905,Dale Davis,IND,1610612754.0,0.143,10,0.625
51,37.0,5,"107,1610612760",10,6,172.0,0.083,0.0,0.19,0.101,0.351,0.407,0.197,0.168,0.091,0.1,0.121,0.128,0.0,0.178,0.107,0.059,0.051,107,Dale Ellis,SEA,1610612760.0,0.171,4,0.4
52,24.0,5,"757,1610612757",4,3,167.0,0.452,0.059,0.241,0.118,0.4,0.364,0.225,0.2,0.133,0.171,0.12,0.126,0.0,0.204,0.119,0.2,0.286,757,Damon Stoudamire,POR,1610612757.0,0.223,1,0.25
53,32.0,5,"105,1610612748",2,1,62.0,0.2,0.1,0.0,0.108,0.207,0.154,0.08,0.073,0.05,0.031,0.077,0.115,0.0,0.071,0.1,0.4,0.1,105,Dan Majerle,MIA,1610612748.0,0.077,1,0.5
54,31.0,5,"198,1610612739",3,3,9.0,0.0,0.0,0.0,0.167,0.667,0.0,0.154,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.143,0.0,0.0,198,Danny Ferry,CLE,1610612739.0,0.105,0,0.0
55,32.0,5,"764,1610612759",9,5,353.0,0.189,0.536,0.3,0.36,0.0,0.0,0.255,0.237,0.412,0.384,0.477,0.175,0.0,0.261,0.391,0.268,0.25,764,David Robinson,SAS,1610612759.0,0.276,4,0.444
56,25.0,5,"710,1610612751",1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710,David Vaughn,NJN,1610612751.0,0.0,0,0.0
57,27.0,5,"133,1610612766",9,5,286.0,0.429,0.0,0.214,0.076,0.292,0.333,0.191,0.157,0.186,0.208,0.098,0.205,0.0,0.173,0.081,0.2,0.229,133,David Wesley,CHH,1610612766.0,0.196,4,0.444
58,34.0,5,"766,1610612760",3,1,13.0,0.4,0.0,0.0,0.333,0.0,0.0,0.238,0.286,0.375,0.308,0.4,0.125,0.0,0.296,0.364,0.333,0.25,766,David Wingate,SEA,1610612760.0,0.27,2,0.667
59,24.0,5,"1545,1610612750",1,1,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.5,0.0,1545,DeJuan Wheat,MIN,1610612750.0,0.254,0,0.0
60,34.0,5,"209,1610612766",9,5,169.0,0.154,0.3,0.0,0.155,0.432,0.364,0.21,0.191,0.097,0.12,0.207,0.247,0.0,0.185,0.168,0.28,0.094,209,Dell Curry,CHH,1610612766.0,0.181,4,0.444
61,37.0,5,"23,1610612741",21,6,722.0,0.136,0.217,0.146,0.367,0.021,0.017,0.093,0.077,0.094,0.078,0.467,0.266,1.0,0.075,0.401,0.108,0.19,23,Dennis Rodman,CHI,1610612741.0,0.105,15,0.714
62,29.0,5,"192,1610612756",4,3,62.0,0.048,0.0,0.125,0.162,0.32,0.429,0.152,0.14,0.0,0.0,0.133,0.069,0.0,0.133,0.154,0.071,0.105,192,Dennis Scott,PHX,1610612756.0,0.129,1,0.25
63,23.0,5,"1507,1610612739",4,3,103.0,0.324,0.167,0.067,0.196,0.0,0.0,0.193,0.192,0.299,0.343,0.0,0.172,0.0,0.247,0.153,0.208,0.293,1507,Derek Anderson,CLE,1610612739.0,0.235,1,0.25
64,23.0,5,"965,1610612747",13,6,279.0,0.338,0.0,0.172,0.149,0.206,0.158,0.154,0.123,0.152,0.15,0.028,0.254,1.0,0.131,0.111,0.354,0.227,965,Derek Fisher,LAL,1610612747.0,0.162,7,0.538
65,31.0,5,"365,1610612754",15,6,284.0,0.149,0.308,0.263,0.232,0.143,0.136,0.183,0.14,0.109,0.115,0.143,0.303,0.5,0.132,0.206,0.225,0.131,365,Derrick McKey,IND,1610612754.0,0.163,9,0.6
66,35.0,5,"96,1610612760",10,6,374.0,0.217,0.034,0.14,0.286,0.093,0.041,0.199,0.222,0.224,0.235,0.175,0.115,0.5,0.213,0.249,0.103,0.227,96,Detlef Schrempf,SEA,1610612760.0,0.205,4,0.4
67,26.0,5,"54,1610612741",13,2,73.0,0.12,0.167,0.5,0.176,0.0,0.0,0.143,0.146,0.231,0.148,0.235,0.286,0.0,0.14,0.191,0.143,0.136,54,Dickey Simpkins,CHI,1610612741.0,0.152,11,0.846
68,32.0,5,"87,1610612737",4,3,136.0,0.02,0.692,0.286,0.507,0.0,0.0,0.121,0.118,0.267,0.25,0.406,0.2,0.0,0.13,0.477,0.05,0.229,87,Dikembe Mutombo,ATL,1610612737.0,0.15,1,0.25
69,32.0,5,"140,1610612766",4,2,28.0,0.125,0.0,0.5,0.211,0.0,0.0,0.156,0.214,0.286,0.3,0.0,0.364,0.0,0.237,0.154,0.0,0.125,140,Donald Royal,CHH,1610612766.0,0.165,2,0.5
70,25.0,5,"1003,1610612737",2,1,4.0,0.0,0.0,0.0,0.25,0.5,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,1003,Drew Barry,ATL,1610612737.0,0.085,1,0.5
71,30.0,5,"190,1610612748",1,1,6.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,190,Duane Causwell,MIA,1610612748.0,0.091,0,0.0
72,39.0,5,"698,1610612745",5,3,88.0,0.045,0.0,0.0,0.078,0.313,0.3,0.203,0.184,0.118,0.156,0.174,0.185,1.0,0.183,0.108,0.0,0.12,698,Eddie Johnson,HOU,1610612745.0,0.178,2,0.4
73,26.0,5,"224,1610612747",13,6,476.0,0.14,0.269,0.288,0.155,0.286,0.328,0.201,0.194,0.207,0.257,0.096,0.152,0.0,0.218,0.135,0.321,0.129,224,Eddie Jones,LAL,1610612747.0,0.192,7,0.538
74,29.0,5,"922,1610612747",13,6,180.0,0.125,0.387,0.188,0.308,0.0,0.0,0.185,0.2,0.26,0.239,0.333,0.29,0.0,0.195,0.317,0.107,0.245,922,Elden Campbell,LAL,1610612747.0,0.205,7,0.538
75,30.0,5,"695,1610612737",4,3,90.0,0.267,0.0,0.167,0.074,0.343,0.583,0.194,0.175,0.049,0.071,0.0,0.135,0.0,0.188,0.058,0.154,0.077,695,Eldridge Recasner,ATL,1610612737.0,0.161,1,0.25
76,30.0,5,"785,1610612748",5,3,125.0,0.484,0.0,0.0,0.207,0.164,0.118,0.182,0.169,0.311,0.39,0.15,0.162,0.0,0.228,0.196,0.333,0.133,785,Eric Murdock,MIA,1610612748.0,0.197,2,0.4
77,25.0,5,"697,1610612754",2,1,20.0,0.143,0.0,0.25,0.231,0.5,0.5,0.286,0.3,0.091,0.105,0.167,0.167,0.0,0.22,0.211,0.333,0.0,697,Fred Hoiberg,IND,1610612754.0,0.203,1,0.5
78,33.0,5,"202,1610612757",4,3,27.0,0.467,0.25,0.2,0.15,0.444,0.5,0.156,0.087,0.0,0.0,0.286,0.105,0.0,0.083,0.185,0.333,0.2,202,Gary Grant,POR,1610612757.0,0.145,1,0.25
79,29.0,5,"56,1610612760",10,6,427.0,0.352,0.026,0.214,0.109,0.291,0.306,0.26,0.268,0.246,0.301,0.079,0.151,0.333,0.276,0.099,0.231,0.232,56,Gary Payton,SEA,1610612760.0,0.255,4,0.4
80,31.0,5,"45,1610612756",4,3,126.0,0.133,0.083,0.056,0.239,0.477,0.857,0.177,0.2,0.068,0.071,0.065,0.211,0.0,0.214,0.186,0.05,0.273,45,George McCloud,PHX,1610612756.0,0.174,1,0.25
81,31.0,5,"779,1610612766",9,5,369.0,0.076,0.136,0.273,0.192,0.429,0.407,0.309,0.313,0.263,0.309,0.162,0.156,0.0,0.316,0.185,0.111,0.119,779,Glen Rice,CHH,1610612766.0,0.277,4,0.444
82,34.0,5,"246,1610612737",1,0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.333,0.0,0.25,246,Greg Anderson,ATL,1610612737.0,0.16,1,1.0
83,30.0,5,"21,1610612760",9,5,118.0,0.2,0.083,0.2,0.106,0.404,0.263,0.227,0.145,0.111,0.058,0.103,0.279,0.0,0.135,0.105,0.25,0.333,21,Greg Anthony,SEA,1610612760.0,0.227,4,0.444
84,29.0,5,"323,1610612762",20,7,334.0,0.033,0.185,0.224,0.239,0.045,0.063,0.166,0.179,0.038,0.031,0.313,0.329,0.0,0.149,0.257,0.038,0.187,323,Greg Foster,UTA,1610612762.0,0.158,13,0.65
85,25.0,5,"731,1610612762",19,6,336.0,0.034,0.698,0.286,0.248,0.0,0.0,0.089,0.108,0.129,0.083,0.321,0.3,0.0,0.098,0.266,0.171,0.115,731,Greg Ostertag,UTA,1610612762.0,0.098,13,0.684
86,35.0,5,"165,1610612745",5,3,190.0,0.185,0.667,0.524,0.352,0.013,0.0,0.33,0.342,0.303,0.3,0.205,0.189,0.0,0.316,0.314,0.185,0.236,165,Hakeem Olajuwon,HOU,1610612745.0,0.314,2,0.4
87,31.0,5,"765,1610612760",10,6,338.0,0.213,0.037,0.143,0.215,0.321,0.386,0.156,0.155,0.242,0.285,0.172,0.142,0.0,0.193,0.2,0.295,0.096,765,Hersey Hawkins,SEA,1610612760.0,0.157,4,0.4
88,35.0,5,"73,1610612756",3,3,33.0,0.1,0.5,0.5,0.125,0.0,0.0,0.132,0.077,0.273,0.25,0.222,0.571,0.0,0.095,0.16,0.0,0.0,73,Hot Rod Williams,PHX,1610612756.0,0.124,0,0.0
89,25.0,5,"458,1610612762",20,7,368.0,0.494,0.116,0.132,0.162,0.307,0.25,0.223,0.179,0.077,0.087,0.06,0.216,0.5,0.164,0.138,0.273,0.284,458,Howard Eisley,UTA,1610612762.0,0.217,13,0.65
90,27.0,5,"375,1610612757",4,3,167.0,0.198,0.0,0.2,0.137,0.208,0.05,0.238,0.217,0.248,0.247,0.146,0.106,0.0,0.214,0.14,0.208,0.286,375,Isaiah Rider,POR,1610612757.0,0.246,1,0.25
91,30.0,5,"462,1610612766",9,5,115.0,0.041,0.333,0.167,0.26,0.038,0.0,0.168,0.153,0.233,0.258,0.318,0.377,0.0,0.167,0.278,0.143,0.275,462,J.R. Reid,CHH,1610612766.0,0.192,4,0.444
92,23.0,5,"1521,1610612762",7,2,22.0,0.8,0.0,0.0,0.15,0.286,0.5,0.263,0.2,0.167,0.286,0.0,0.0,0.0,0.241,0.107,0.0,0.5,1521,Jacque Vaughn,UTA,1610612762.0,0.29,5,0.714
93,25.0,5,"147,1610612754",15,5,292.0,0.283,0.182,0.211,0.19,0.219,0.261,0.25,0.264,0.153,0.156,0.023,0.207,0.0,0.237,0.15,0.212,0.284,147,Jalen Rose,IND,1610612754.0,0.242,10,0.667
94,25.0,5,"469,1610612748",5,3,129.0,0.225,0.2,0.333,0.237,0.212,0.222,0.238,0.154,0.066,0.064,0.182,0.276,0.0,0.14,0.224,0.231,0.231,469,Jamal Mashburn,MIA,1610612748.0,0.219,2,0.4
95,30.0,5,"1114,1610612759",9,5,318.0,0.123,0.022,0.094,0.161,0.641,0.621,0.182,0.134,0.091,0.097,0.049,0.217,0.5,0.148,0.13,0.128,0.129,1114,Jaren Jackson,SAS,1610612759.0,0.162,4,0.444
96,25.0,5,"467,1610612756",4,3,171.0,0.425,0.125,0.143,0.182,0.175,0.0,0.195,0.172,0.2,0.228,0.111,0.144,0.0,0.174,0.16,0.571,0.3,467,Jason Kidd,PHX,1610612756.0,0.207,1,0.25
97,30.0,5,"420,1610612751",3,3,117.0,0.119,0.429,0.182,0.328,0.0,0.0,0.111,0.106,0.109,0.073,0.667,0.143,0.0,0.097,0.433,0.105,0.071,420,Jayson Williams,NJN,1610612751.0,0.106,0,0.0
98,35.0,5,"204,1610612762",20,7,635.0,0.21,0.065,0.145,0.111,0.3,0.368,0.188,0.171,0.181,0.204,0.063,0.159,0.75,0.185,0.1,0.22,0.168,204,Jeff Hornacek,UTA,1610612762.0,0.184,13,0.65
99,19.0,5,"979,1610612757",1,1,3.0,0.0,1.0,0.667,0.0,0.5,0.0,0.375,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.333,0.0,0.0,979,Jermaine O'Neal,POR,1610612757.0,0.375,0,0.0
100,36.0,5,"760,1610612760",10,6,213.0,0.092,0.435,0.355,0.185,0.043,0.0,0.204,0.186,0.196,0.216,0.304,0.308,0.0,0.18,0.222,0.227,0.224,760,Jerome Kersey,SEA,1610612760.0,0.206,4,0.4
101,25.0,5,"29,1610612760",6,4,60.0,0.031,0.75,0.091,0.13,0.053,0.0,0.177,0.122,0.111,0.071,0.304,0.733,0.0,0.112,0.217,0.167,0.063,29,Jim McIlvaine,SEA,1610612760.0,0.16,2,0.333
102,32.0,5,"317,1610612752",10,6,314.0,0.184,0.083,0.276,0.185,0.578,0.641,0.264,0.282,0.154,0.178,0.059,0.19,0.0,0.285,0.152,0.281,0.105,317,John Starks,NYK,1610612752.0,0.227,4,0.4
103,36.0,5,"304,1610612762",20,7,594.0,0.552,0.058,0.164,0.119,0.274,0.281,0.184,0.199,0.215,0.216,0.131,0.166,0.25,0.205,0.122,0.365,0.268,304,John Stockton,UTA,1610612762.0,0.2,13,0.65
104,28.0,5,"468,1610612747",7,2,16.0,0.0,0.0,0.0,0.143,0.625,0.0,0.296,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.087,1.0,0.0,468,Jon Barry,LAL,1610612747.0,0.221,5,0.714
105,30.0,5,"146,1610612741",16,4,59.0,0.15,0.2,0.0,0.171,0.263,0.375,0.122,0.103,0.0,0.0,0.4,0.226,0.0,0.102,0.216,0.273,0.048,146,Jud Buechler,CHI,1610612741.0,0.095,12,0.75
106,34.0,5,"252,1610612762",20,7,795.0,0.178,0.263,0.316,0.347,0.023,0.0,0.355,0.361,0.359,0.381,0.315,0.168,0.0,0.354,0.34,0.2,0.26,252,Karl Malone,UTA,1610612762.0,0.342,13,0.65
107,30.0,5,"173,1610612748",4,2,58.0,0.053,0.0,0.5,0.182,0.278,0.167,0.089,0.057,0.0,0.0,0.091,0.265,0.0,0.049,0.159,0.286,0.053,173,Keith Askins,MIA,1610612748.0,0.069,2,0.5
108,22.0,5,"1496,1610612751",3,3,77.0,0.04,0.0,0.2,0.171,0.222,0.0,0.254,0.217,0.375,0.414,0.182,0.184,0.0,0.248,0.173,0.0,0.087,1496,Keith Van Horn,NJN,1610612751.0,0.243,0,0.0
109,23.0,5,"1509,1610612757",4,3,58.0,0.033,0.778,0.417,0.273,0.04,0.0,0.172,0.205,0.306,0.276,0.167,0.273,0.0,0.206,0.235,0.167,0.25,1509,Kelvin Cato,POR,1610612757.0,0.197,1,0.25
