,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,24.0,0.1,0.02,0.04,5,"243,1610612765",0,0.09,0.05,0.01,0.2,0.2,0.07,0.35,0.0,0.0,0.0,5,3,101.201666667,0.01,0.12,0.05,243,Aaron McKie,0.11,0.15,0.1,0.06,0,DET,1610612765,0.03,2,0.4
1,27.0,0.03,0.02,0.0,5,"228,1610612762",0,0.22,0.0,0.0,0.0,0.1,0.03,0.333,0.1,0.07,0.667,8,4,59.9416666667,0.05,0.08,0.07,228,Adam Keefe,0.0,0.13,0.27,0.03,0,UTA,1610612762,0.03,4,0.5
2,24.0,0.0,0.02,0.01,5,"673,1610612737",0,0.16,0.0,0.0,0.0,0.24,0.13,0.559,0.18,0.14,0.769,10,6,141.39,0.08,0.18,0.08,673,Alan Henderson,-0.12,0.41,0.23,0.01,0,ATL,1610612737,0.05,4,0.4
3,26.0,0.06,0.01,0.02,5,"275,1610612752",0,0.05,0.14,0.07,0.5,0.35,0.15,0.436,0.09,0.08,0.886,9,3,374.971666667,0.01,0.04,0.02,275,Allan Houston,0.06,0.46,0.06,0.02,0,NYK,1610612752,0.06,6,0.667
4,27.0,0.03,0.07,0.02,5,"297,1610612748",7,0.2,0.01,0.0,0.375,0.34,0.16,0.491,0.24,0.13,0.555,17,9,650.713333333,0.07,0.11,0.05,297,Alonzo Mourning,0.07,0.47,0.27,0.02,0,MIA,1610612748,0.11,8,0.471
5,23.0,0.13,0.0,0.0,5,"1043,1610612753",0,0.4,0.0,0.0,0.0,0.4,0.27,0.667,0.4,0.13,0.333,2,2,7.41,0.0,0.13,0.13,1043,Amal McCaskill,1.21,0.67,0.4,0.0,0,ORL,1610612753,0.0,0,0.0
6,25.0,0.07,0.03,0.03,5,"358,1610612753",1,0.1,0.13,0.05,0.367,0.49,0.23,0.468,0.24,0.17,0.741,5,3,228.786666667,0.03,0.06,0.03,358,Anfernee Hardaway,-0.12,0.68,0.13,0.05,0,ORL,1610612753,0.04,2,0.4
7,30.0,0.07,0.01,0.03,5,"193,1610612766",3,0.2,0.0,0.0,0.0,0.28,0.12,0.421,0.09,0.05,0.538,3,3,137.638333333,0.06,0.04,0.02,193,Anthony Mason,-0.15,0.28,0.26,0.01,0,CHH,1610612766,0.07,0,0.0
8,35.0,0.03,0.03,0.02,5,"156,1610612762",0,0.1,0.0,0.0,0.0,0.29,0.14,0.482,0.08,0.06,0.75,20,7,291.173333333,0.04,0.22,0.1,156,Antoine Carr,-0.09,0.34,0.14,0.02,0,UTA,1610612762,0.06,13,0.65
9,32.0,0.08,0.03,0.05,5,"717,1610612757",1,0.16,0.07,0.02,0.25,0.38,0.16,0.429,0.07,0.06,0.875,4,3,110.738333333,0.07,0.17,0.07,717,Arvydas Sabonis,-0.33,0.41,0.23,0.03,0,POR,1610612757,0.08,1,0.25
