,AGE,BLK,CFID,CFPARAMS,DEF_RATING,DEF_WS,DREB,DREB_PCT,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PCT_BLK,PCT_DREB,PCT_STL,PLAYER_ID,PLAYER_NAME,STL,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,0.3,5,"471,",107.3,,1.8,0.173,41,28,13.3,3.6,3.2,5.7,11.0,0.232,0.258,0.103,471,,0.2,,,13,0.317
1,33.0,0.2,5,"920,1610612742",104.5,0.028,5.2,0.207,83,60,30.8,8.5,9.0,11.1,25.2,0.084,0.299,0.181,920,A.C. Green,0.8,DAL,1610612742.0,23,0.277
2,24.0,0.3,5,"243,1610612765",97.8,0.036,2.2,0.129,83,35,20.4,5.1,4.0,6.9,12.8,0.124,0.178,0.302,243,Aaron McKie,0.9,DET,1610612765.0,48,0.578
3,25.0,0.9,5,"1425,1610612763",102.8,0.019,2.5,0.163,33,29,17.8,5.7,4.9,7.3,15.8,0.408,0.243,0.198,1425,Aaron Williams,0.5,VAN,1610612763.0,4,0.121
4,27.0,0.6,5,"768,1610612749",101.5,0.014,1.3,0.14,47,33,11.1,2.9,3.9,3.9,9.7,0.491,0.205,0.165,768,Acie Earl,0.3,MIL,1610612749.0,14,0.298
5,27.0,0.2,5,"228,1610612762",99.7,0.023,2.3,0.177,62,14,15.4,3.9,3.1,5.8,10.9,0.169,0.244,0.185,228,Adam Keefe,0.5,UTA,1610612762.0,48,0.774
6,30.0,0.2,5,"154,1610612755",108.8,0.005,2.4,0.208,45,33,13.1,4.5,4.4,5.2,12.0,0.143,0.328,0.154,154,Adrian Caldwell,0.4,PHI,1610612755.0,12,0.267
7,24.0,0.2,5,"673,1610612737",114.3,-0.005,2.3,0.184,30,10,17.2,5.8,5.2,7.0,15.5,0.154,0.279,0.228,673,Alan Henderson,0.7,ATL,1610612737.0,20,0.667
8,29.0,0.0,5,"1059,1610612757",91.9,0.019,0.5,0.07,8,4,7.9,1.3,0.8,2.9,5.5,0.0,0.103,0.0,1059,Aleksandar Djordjevic,0.0,POR,1610612757.0,4,0.5
9,26.0,0.2,5,"275,1610612752",98.5,0.056,2.4,0.086,81,25,34.3,8.4,6.0,12.4,23.2,0.067,0.116,0.101,275,Allan Houston,0.5,NYK,1610612752.0,56,0.691
10,22.0,0.3,5,"947,1610612755",110.4,0.008,2.6,0.072,76,56,41.1,14.4,15.0,17.4,42.0,0.076,0.11,0.29,947,Allen Iverson,2.1,PHI,1610612755.0,20,0.263
11,27.0,2.9,5,"297,1610612748",95.1,0.074,7.1,0.229,66,17,36.3,9.4,6.6,12.2,25.8,0.647,0.323,0.146,297,Alonzo Mourning,0.8,MIA,1610612748.0,49,0.742
12,38.0,0.3,5,"175,1610612738",110.4,0.002,1.9,0.249,53,45,10.1,2.6,3.2,3.9,8.9,0.35,0.362,0.083,175,Alton Lister,0.2,BOS,1610612738.0,8,0.151
13,23.0,0.3,5,"1043,1610612753",104.9,0.006,1.1,0.2,17,8,6.6,1.5,2.6,2.3,6.6,0.455,0.261,0.158,1043,Amal McCaskill,0.2,ORL,1610612753.0,9,0.529
14,24.0,0.4,5,"692,1610612744",107.0,0.009,2.5,0.198,71,45,15.6,4.3,3.1,6.3,11.8,0.293,0.292,0.205,692,Andrew DeClercq,0.5,GSW,1610612744.0,26,0.366
15,31.0,0.9,5,"457,1610612749",104.6,0.021,3.5,0.182,52,28,23.6,5.7,7.7,8.8,20.1,0.423,0.258,0.141,457,Andrew Lang,0.5,MIL,1610612749.0,24,0.462
16,25.0,0.6,5,"358,1610612753",101.6,0.049,3.1,0.096,59,21,38.8,11.4,12.7,12.9,34.5,0.175,0.142,0.219,358,Anfernee Hardaway,1.6,ORL,1610612753.0,38,0.644
17,25.0,0.0,5,"924,1610612743",104.6,0.018,1.2,0.066,60,38,20.6,6.4,4.6,7.4,18.1,0.018,0.094,0.228,924,Anthony Goldwire,0.6,DEN,1610612743.0,22,0.367
18,30.0,0.5,5,"193,1610612766",105.3,0.036,8.8,0.239,73,25,44.4,14.0,9.7,14.0,37.6,0.121,0.349,0.166,193,Anthony Mason,1.0,CHH,1610612766.0,48,0.658
19,25.0,0.0,5,"292,1610612737",110.3,0.003,5.0,0.714,1,1,14.6,4.0,6.0,3.0,12.0,0.0,0.833,0.0,292,Anthony Miller,0.0,ATL,1610612737.0,0,0.0
20,27.0,0.2,5,"324,1610612763",107.8,0.017,2.7,0.096,72,60,32.7,10.3,9.1,11.4,30.0,0.063,0.148,0.278,324,Anthony Peeler,1.5,VAN,1610612763.0,12,0.167
21,35.0,0.8,5,"156,1610612762",103.2,0.019,1.6,0.111,82,18,18.6,4.8,3.2,5.9,12.1,0.417,0.156,0.094,156,Antoine Carr,0.3,UTA,1610612762.0,64,0.78
22,20.0,0.6,5,"952,1610612738",110.9,0.005,5.5,0.189,82,67,37.4,11.1,11.9,14.2,41.3,0.227,0.276,0.173,952,Antoine Walker,1.3,BOS,1610612738.0,15,0.183
23,28.0,1.0,5,"213,1610612754",99.6,0.044,5.0,0.206,82,43,29.6,7.7,7.3,10.5,20.0,0.356,0.291,0.12,213,Antonio Davis,0.5,IND,1610612754.0,39,0.476
24,26.0,0.7,5,"176,1610612760",101.5,0.007,1.3,0.229,6,0,4.8,3.7,0.8,2.2,3.0,0.667,0.421,0.0,176,Antonio Harvey,0.0,SEA,1610612760.0,6,1.0
25,25.0,0.5,5,"226,1610612739",97.1,0.025,1.2,0.118,64,32,13.8,2.6,2.6,4.8,8.8,0.385,0.165,0.217,226,Antonio Lang,0.5,CLE,1610612739.0,32,0.5
26,22.0,1.7,5,"686,1610612743",107.1,0.021,5.2,0.163,74,55,35.7,11.3,10.1,13.8,32.3,0.382,0.232,0.201,686,Antonio McDyess,0.9,DEN,1610612743.0,19,0.257
