C.48,C.pct,C,PID,MP,PG MP,Is Regular Season,Period,Pf.48,PF.pct,PF,PF MP,C MP,SF MP,SG MP,Pg.48,PG.pct,PG,Player,Sf.48,SF.pct,SF,Sg.48,SG.pct,SG,Team,Mins,Pos.Est
-12.33220474,0.16,10042,Blake GriffinLACAll1,1043.983333333,0,1,All,7.994372303,0.84,52597,876.616666667,167.366666667,0,0,0,0,0,Blake Griffin,0,0,0,0,0,0,LAC,62639,4.160315458
8.566525569,1,17482,Boban MarjanovicSASAll1,291.366666667,0,1,All,0,0,0,0,291.366666667,0,0,0,0,0,Boban Marjanovic,0,0,0,0,0,0,SAS,17482,5
-5.474339036,0.195,5787,Bobby PortisCHIAll1,495.45,0,1,All,-10.22556391,0.805,23940,399,96.45,0,0,0,0,0,Bobby Portis,0,0,0,0,0,0,CHI,29727,4.194671511
0,0,15,Bojan BogdanovicBKNAll1,1399.316666667,0,1,All,-6.706891077,0.113,9447,157.45,0.25,1241.616666667,0,0,0,0,Bojan  Bogdanovic,-9.471522343,0.887,74497,0,0,0,BKN,83959,3.112876523
35.713020372,0.038,2258,Boris DiawSASAll1,993.866666667,0,1,All,12.774765895,0.953,56812,946.866666667,37.633333333,9.366666667,0,0,0,0,Boris Diaw,0,0.009,562,0,0,0,SAS,59632,4.028441105
0,0,0,Bradley BealWASAll1,917.65,0,1,All,-10.484458135,0.065,3571,59.516666667,0,440.866666667,417.266666667,0,0,0,Bradley Beal,1.415393921,0.48,26452,-4.946477073,0.455,25036,WAS,55059,2.61014548
-18.624605678,0.885,6340,Brandan WrightMEMAll1,119.333333333,0,1,All,-52.682926829,0.115,820,13.666666667,105.666666667,0,0,0,0,0,Brandan Wright,0,0,0,0,0,0,MEM,7160,4.88547486
-4.269956114,0.646,33724,Brandon BassLALAll1,870.216666667,0,1,All,-7.476878144,0.354,18489,308.15,562.066666667,0,0,0,0,0,Brandon Bass,0,0,0,0,0,0,LAL,52213,4.645892785
0,0,0,Brandon JenningsDETAll1,388.416666667,388.416666667,1,All,0,0,0,0,0,0,0,5.066723879,1,23305,Brandon Jennings,0,0,0,0,0,0,DET,23305,1
0,0,0,Brandon KnightPHXAll1,1525.416666667,515.9,1,All,0,0,0,0,0,47.166666667,962.35,-9.118046133,0.338,30954,Brandon Knight,17.300353357,0.031,2830,-3.990232244,0.631,57741,PHX,91525,1.692717837
0,0,0,Brandon RushGSWAll1,648.5,0,1,All,0,0.038,1475,24.583333333,0,535.333333333,88.583333333,0,0,0,Brandon Rush,8.069738481,0.825,32120,-33.053621825,0.137,5315,GSW,38910,2.901310717
0,0,0,Brian RobertsCHAAll1,331.6,268.466666667,1,All,0,0,0,0,0,0,63.133333333,-8.760864167,0.81,16108,Brian  Roberts,0,0,0,13.68532207,0.19,3788,CHA,19896,1.190390028
-4.144853044,1,107005,Brook LopezBKNAll1,1783.416666667,0,1,All,0,0,0,0,1783.416666667,0,0,0,0,0,Brook Lopez,0,0,0,0,0,0,BKN,107005,5
0,0,0,Bryce Dejean-JonesNOPAll1,199.716666667,0,1,All,0,0,0,0,0,44.766666667,154.95,0,0,0,Bryce Dejean-Jones,-2.144452718,0.224,2686,-1.23910939,0.776,9297,NOP,11983,2.22415088
-4.366282596,0.769,3298,Cameron BairstowCHIAll1,71.466666667,0,1,All,2.909090909,0.231,990,16.5,54.966666667,0,0,0,0,0,Cameron Bairstow,0,0,0,0,0,0,CHI,4288,4.769123134
0,0,0,Cameron PayneOKCAll1,425.016666667,387.883333333,1,All,0,0,0,0,0,0,37.133333333,-0.2474971,0.913,23273,Cameron Payne,0,0,0,-29.73070018,0.087,2228,OKC,25501,1.087369123
-6.228373702,0.489,4624,Carl LandryPHIAll1,157.633333333,0,1,All,-1.191559785,0.511,4834,80.566666667,77.066666667,0,0,0,0,0,Carl  Landry,0,0,0,0,0,0,PHI,9458,4.488898287
0,0,0,Carmelo AnthonyNYKAll1,1673.8,0,1,All,-5.433962264,0.063,6360,106,0,1536.966666667,30.833333333,0,0,0,Carmelo Anthony,0.437224837,0.918,92218,0,0.018,1850,NYK,100428,3.044907795
0,0.003,17,Caron ButlerSACAll1,86.8,0,1,All,8.311688312,0.133,693,11.55,0.283333333,74.033333333,0.933333333,0,0,0,Caron Butler,-30.472760018,0.853,4442,0,0.011,56,SAC,5208,3.128840246
0,0,2,Chandler ParsonsDALAll1,1325.4,0,1,All,-4.600394015,0.236,18781,313.016666667,0.033333333,1012.2,0.15,0,0,0,Chandler Parsons,-1.090693539,0.764,60732,0,0,9,DAL,79524,3.236104824
-3.65575019,0.087,3939,Channing FryeORLAll1,753.316666667,0,1,All,3.420261755,0.913,41260,687.666666667,65.65,0,0,0,0,0,Channing Frye,0,0,0,0,0,0,ORL,45199,4.087147946
0,0.015,456,Charlie VillanuevaDALAll1,521.85,0,1,All,-6.878125233,0.856,26798,446.633333333,7.6,67.616666667,0,0,0,0,Charlie Villanueva,-29.815134336,0.13,4057,0,0,0,DAL,31311,3.884992495
0,0,6,Chase BudingerINDAll1,617.733333333,0,1,All,0.992989312,0.235,8701,145.016666667,0.1,352.566666667,120.05,0,0,0,Chase Budinger,1.361444644,0.571,21154,4.39816743,0.194,7203,IND,37064,3.040740341
3.097863186,0.453,48343,Chris BoshMIAAll1,1778.65,0,1,All,-1.776072359,0.547,58376,972.933333333,805.716666667,0,0,0,0,0,Chris Bosh,0,0,0,0,0,0,MIA,106719,4.452993375
0,0,0,Chris CopelandMILAll1,156.416666667,0,1,All,-31.700234192,0.455,4270,71.166666667,0,85.25,0,0,0,0,Chris Copeland,-20.269794721,0.545,5115,0,0,0,MIL,9385,3.454981353
0,0,0,Chris JohnsonUTAAll1,485.083333333,0,1,All,-40.958083832,0.046,1336,22.266666667,0,357.566666667,105.25,0,0,0,Christapher Johnson,5.772350144,0.737,21454,-2.736342043,0.217,6315,UTA,29105,2.828929737
-35.460385439,0.487,1868,Chris KamanPORAll1,63.933333333,0,1,All,-13.170731707,0.513,1968,32.8,31.133333333,0,0,0,0,0,Chris Kaman,0,0,0,0,0,0,POR,3836,4.486965589
0,0,0,Chris PaulLACAll1,1536.066666667,1536.066666667,1,All,0,0,0,0,0,0,0,10.312052428,1,92164,Chris Paul,0,0,0,0,0,0,LAC,92164,1
7.005405405,0.555,3700,Christian WoodPHIAll1,111.1,0,1,All,-23.304113284,0.445,2966,49.433333333,61.666666667,0,0,0,0,0,Christian Wood,0,0,0,0,0,0,PHI,6666,4.555055506
0,0,0,CJ McCollumPORAll1,1791.833333333,644.566666667,1,All,0,0,0,0,0,2.75,1144.516666667,-0.744686353,0.36,38674,CJ McCollum,0,0.002,165,4.781057506,0.639,68671,POR,107510,1.641810064
0,0,0,CJ MilesINDAll1,1154.483333333,0.25,1,All,19.737292975,0.025,1751,29.183333333,0,842.366666667,282.683333333,0,0,15,CJ Miles,-3.134027146,0.73,50542,9.508873298,0.245,16961,IND,69269,2.779988162
0,0,0,CJ WatsonORLAll1,156.466666667,103.666666667,1,All,0,0,0,0,0,0,52.8,7.408360129,0.663,6220,CJ Watson,0,0,0,9.090909091,0.337,3168,ORL,9388,1.337452066
-0.900957267,0.733,47949,Clint CapelaHOUAll1,1090.183333333,0,1,All,9.236055435,0.267,17462,291.033333333,799.15,0,0,0,0,0,Clint Capela,0,0,0,0,0,0,HOU,65411,4.733041843
4.319335487,0.793,52008,Cody ZellerCHAAll1,1093.133333333,0,1,All,-9.543446244,0.207,13580,226.333333333,866.8,0,0,0,0,0,Cody Zeller,0,0,0,0,0,0,CHA,65588,4.79294993
-1.106468809,1,20823,Cole AldrichLACAll1,347.05,0,1,All,0,0,0,0,347.05,0,0,0,0,0,Cole Aldrich,0,0,0,0,0,0,LAC,20823,5
0,0,0,Corey BrewerHOUAll1,1149.083333333,0,1,All,-8.825895422,0.151,10442,174.033333333,0,945.283333333,29.766666667,0,0,0,Corey Brewer,-2.843591868,0.823,56717,-11.287793953,0.026,1786,HOU,68945,3.125549351
-12.696546657,0.446,1361,Cory JeffersonPHXAll1,50.866666667,0,1,All,-5.10940272,0.554,1691,28.183333333,22.683333333,0,0,0,0,0,Cory Jefferson,0,0,0,0,0,0,PHX,3052,4.44593709
0,0,0,Cory JosephTORAll1,1306.333333333,561.5,1,All,0,0,0,0,0,0,744.833333333,-0.940338379,0.43,33690,Cory Joseph,0,0,0,15.402103379,0.57,44690,TOR,78380,1.570170962
0,0,0,Courtney LeeMEMAll1,1428.95,32.833333333,1,All,0,0,0,0,0,37.483333333,1358.633333333,0,0.023,1970,Courtney Lee,21.769675411,0.026,2249,0,0.951,81518,MEM,85737,2.003254138
0,0,0,D.J. AugustinOKCAll1,518.183333333,518.183333333,1,All,0,0,0,0,0,0,0,-1.759994854,1,31091,DJ Augustin,0,0,0,0,0,0,OKC,31091,1
0,0,0,D'Angelo RussellLALAll1,1406.933333333,1279.583333333,1,All,0,0,0,0,0,0,127.35,-10.690980137,0.909,76775,Dangelo Russell,0,0,0,10.176678445,0.091,7641,LAL,84416,1.090516016
0,0,0,Damian LillardPORAll1,1659.65,1659.65,1,All,0,0,0,0,0,0,0,1.388244509,1,99579,Damian Lillard,0,0,0,0,0,0,POR,99579,1
0,0,0,Damjan RudezMINAll1,196.133333333,0,1,All,-3.076923077,0.636,7488,124.8,0,71.333333333,0,0,0,0,Damjan Rudez,-5.38317757,0.364,4280,0,0,0,MIN,11768,3.636301835
0,0.013,1262,Danilo GallinariDENAll1,1628.016666667,0,1,All,-5.703516785,0.321,31307,521.783333333,21.033333333,1085.2,0,0,0,0,Danilo Gallinari,-1.857722079,0.667,65112,0,0,0,DEN,97681,3.346341663
0,0,0,Danny GreenSASAll1,1325.566666667,5.6,1,All,0,0.001,113,1.883333333,0,279.683333333,1038.4,0,0.004,336,Danny Green,14.931172159,0.211,16781,10.354391371,0.783,62304,SAS,79534,2.209608469
0,0.022,1266,Dante CunninghamNOPAll1,969.433333333,0,1,All,-13.70672812,0.343,19961,332.683333333,21.1,615.633333333,0.016666667,0,0,0,Dante Cunningham,0.311873951,0.635,36938,0,0,1,NOP,58166,3.38668638
-15.540931824,0.399,22794,Darrell ArthurDENAll1,953.05,0,1,All,8.291023292,0.601,34389,573.15,379.9,0,0,0,0,0,Darrell Arthur,0,0,0,0,0,0,DEN,57183,4.398614973
0,0,0,Darren CollisonSACAll1,1318.583333333,695.433333333,1,All,0,0,0,0,0,0,623.15,0,0.527,41726,Darren Collison,0,0,0,-2.850036107,0.473,37389,SAC,79115,1.472590533
0,0,0,Darrun HilliardDETAll1,178.25,0,1,All,0,0,0,0,0,34.633333333,143.616666667,0,0,0,Darrun Hilliard,-2.771896054,0.194,2078,5.013345712,0.806,8617,DET,10695,2.1942964
-3.378695448,0.15,4262,David LeeBOSAll1,472.5,0,1,All,-4.18465626,0.85,24088,401.466666667,71.033333333,0,0,0,0,0,David Lee,0,0,0,0,0,0,BOS,28350,4.150335097
12.374234666,0.53,27929,David WestSASAll1,878.133333333,0,1,All,15.470737913,0.47,24759,412.65,465.483333333,0,0,0,0,0,David West,0,0,0,0,0,0,SAS,52688,4.530082751
8.594296555,1,101202,DeAndre JordanLACAll1,1686.7,0,1,All,0,0,0,0,1686.7,0,0,0,0,0,DeAndre Jordan,0,0,0,0,0,0,LAC,101202,5
-8.472555547,0.989,12917,DeJuan BlairWASAll1,217.733333333,0,1,All,0,0.011,147,2.45,215.283333333,0,0,0,0,0,DeJuan Blair,0,0,0,0,0,0,WAS,13064,4.988747704
0,0,0,DeMar DeRozanTORAll1,1852.016666667,0,1,All,0,0.02,2268,37.8,0,953.95,860.266666667,0,0,0,DeMar DeRozan,6.994077258,0.515,57237,-2.622442653,0.465,51616,TOR,111121,2.555907524
3.684708238,0.815,71908,DeMarcus CousinsSACAll1,1470.716666667,0,1,All,-5.112947658,0.185,16335,272.25,1198.466666667,0,0,0,0,0,DeMarcus Cousins,0,0,0,0,0,0,SAC,88243,4.814886167
0,0,0,DeMarre CarrollTORAll1,747.433333333,0,1,All,8.176538908,0.173,7749,129.15,0,612.366666667,5.916666667,0,0,0,DeMarre Carroll,-0.15676882,0.819,36742,0,0.008,355,TOR,44846,3.164875351
0,0,0,Dennis SchroderATLAll1,1078.066666667,1078.066666667,1,All,0,0,0,0,0,0,0,8.459588152,1,64684,Dennis Schroder,0,0,0,0,0,0,ATL,64684,1
0,0,0,Deron WilliamsDALAll1,1475.6,725.35,1,All,0,0,0,0,0,6.2,744.05,-3.176397601,0.492,43521,Deron Williams,0,0.004,372,1.677306633,0.504,44643,DAL,88536,1.512638927
-1.090378063,0.564,36978,Derrick FavorsUTAAll1,1092,0,1,All,4.439772966,0.436,28542,475.7,616.3,0,0,0,0,0,Derrick Favors,0,0,0,0,0,0,UTA,65520,4.564377289
0,0,0,Derrick RoseCHIAll1,1415.883333333,1415.883333333,1,All,0,0,0,0,0,0,0,-3.254505432,1,84953,Derrick Rose,0,0,0,0,0,0,CHI,84953,1
0,0.006,342,Derrick WilliamsNYKAll1,910.65,0,1,All,-6.471291294,0.383,20917,348.616666667,5.7,556.333333333,0,0,0,0,Derrick Williams,-6.470940683,0.611,33380,0,0,0,NYK,54639,3.395340325
0,0,0,Devin BookerPHXAll1,1076.866666667,405.366666667,1,All,0,0.003,182,3.033333333,0,98.9,569.566666667,-11.959542801,0.376,24322,Devin Booker,5.338725986,0.092,5934,-9.185930825,0.529,34174,PHX,64612,1.721042531
0,0,0,Devin HarrisDALAll1,780.483333333,4.15,1,All,0,0,0,0,0,184.616666667,591.716666667,0,0.005,249,Devin Harris,-7.279949445,0.237,11077,-2.352477255,0.758,35503,DAL,46829,2.231224241
-2.971829533,0.971,19382,Dewayne DedmonORLAll1,332.766666667,0,1,All,-14.794520548,0.029,584,9.733333333,323.033333333,0,0,0,0,0,Dewayne Dedmon,0,0,0,0,0,0,ORL,19966,4.970750275
0,0,0,Dion WaitersOKCAll1,1498.683333333,0.083333333,1,All,0,0,0,0,0,86.316666667,1412.283333333,0,0,5,Dion Waiters,6.117011006,0.058,5179,6.185727604,0.942,84737,OKC,89921,2.057539396
2.9878725,0.307,27953,Dirk NowitzkiDALAll1,1517.9,0,1,All,4.927678586,0.693,63121,1052.016666667,465.883333333,0,0,0,0,0,Dirk Nowitzki,0,0,0,0,0,0,DAL,91074,4.306926236
0,0,0,Donald SloanBKNAll1,652.466666667,609.516666667,1,All,0,0,0,0,0,0,42.95,-4.252549835,0.934,36571,Donald Sloan,0,0,0,2.235157159,0.066,2577,BKN,39148,1.065827118
-4.90797546,0.259,2934,Donatas MotiejunasHOUAll1,188.55,0,1,All,1.374865736,0.741,8379,139.65,48.9,0,0,0,0,0,Donatas Motiejunas,0,0,0,0,0,0,HOU,11313,4.259347653
0,0,0,Doug McDermottCHIAll1,1104.25,0,1,All,8.149021457,0.064,4241,70.683333333,0,1029.866666667,3.7,0,0,0,Doug  McDermott,-3.309166235,0.933,61792,0,0.003,222,CHI,66255,3.060659573
32.486437127,0.182,18617,Draymond GreenGSWAll1,1708.366666667,0,1,All,17.681349467,0.818,83885,1398.083333333,310.283333333,0,0,0,0,0,Draymond Green,0,0,0,0,0,0,GSW,102502,4.181625724
-0.65633546,0.271,4388,Drew GoodenWASAll1,270.016666667,0,1,All,-10.727164988,0.729,11813,196.883333333,73.133333333,0,0,0,0,0,Drew Gooden,0,0,0,0,0,0,WAS,16201,4.270847479
0.06939759,1,83000,Dwight HowardHOUAll1,1383.333333333,0,1,All,0,0,0,0,1383.333333333,0,0,0,0,0,Dwight Howard,0,0,0,0,0,0,HOU,83000,5
-12.074371127,0.318,16458,Dwight PowellDALAll1,861.983333333,0,1,All,0.571736479,0.682,35261,587.683333333,274.3,0,0,0,0,0,Dwight  Powell,0,0,0,0,0,0,DAL,51719,4.31821961
0,0,0,Dwyane WadeMIAAll1,1511.05,37.9,1,All,0,0,0,0,0,72.066666667,1401.083333333,-27.862796834,0.025,2274,Dwyane Wade,1.998149861,0.048,4324,-1.781478618,0.927,84065,MIA,90663,2.022611209
0,0,0,E'Twaun MooreCHIAll1,717.15,243.283333333,1,All,0,0,0,0,0,5.95,467.916666667,-2.170308968,0.339,14597,Etwaun Moore,0,0.008,357,-0.307747106,0.652,28075,CHI,43029,1.669060401
0.139598009,0.928,61892,Ed DavisPORAll1,1111.283333333,0,1,All,6.018808777,0.072,4785,79.75,1031.533333333,0,0,0,0,0,Ed Davis,0,0,0,0,0,0,POR,66677,4.928236123
0,0,0,Elfrid PaytonORLAll1,1392.783333333,1392.783333333,1,All,0,0,0,0,0,0,0,-3.239556284,1,83567,Elfrid Payton,0,0,0,0,0,0,ORL,83567,1
0,0,0,Elijah MillsapUTAAll1,172.716666667,3.583333333,1,All,0,0,0,0,0,52.783333333,116.35,0,0.021,215,Elijah Millsap,5.456267761,0.306,3167,7.425870219,0.674,6981,UTA,10363,2.284859597
0,0,0,Emmanuel MudiayDENAll1,1173.416666667,1041.316666667,1,All,0,0,0,0,0,0,132.1,-4.56345332,0.887,62479,Emmanuel Mudiay,0,0,0,1.45344436,0.113,7926,DEN,70405,1.112577232
3.474121015,0.947,62174,Enes KanterOKCAll1,1093.966666667,0,1,All,10.808314088,0.053,3464,57.733333333,1036.233333333,0,0,0,0,0,Enes Kanter,0,0,0,0,0,0,OKC,65638,4.947225692
0,0,0,Eric BledsoePHXAll1,1058.35,913.816666667,1,All,0,0,0,0,0,0,144.533333333,-3.992048004,0.863,54829,Eric Bledsoe,0,0,0,10.959409594,0.137,8672,PHX,63501,1.136564779
0,0,0,Eric GordonNOPAll1,1369.633333333,316.85,1,All,0,0,0,0,0,191.116666667,861.666666667,0.454473726,0.231,19011,Eric Gordon,0.502310979,0.14,11467,-3.955125725,0.629,51700,NOP,82178,1.908199275
0,0.001,44,Ersan IlyasovaDETAll1,1432.133333333,0,1,All,-0.335539193,0.999,85832,1430.533333333,0.733333333,0.866666667,0,0,0,0,Ersan Ilyasova,0,0.001,52,0,0,0,DET,85928,3.999906899
0,0,0,Evan FournierORLAll1,1595.116666667,30.666666667,1,All,0,0.001,143,2.383333333,0,510.266666667,1051.8,0,0.019,1840,Evan Fournier,-9.124640711,0.32,30616,0.73017684,0.659,63108,ORL,95707,2.30365595
0,0.001,102,Evan TurnerBOSAll1,1462.083333333,5.716666667,1,All,0,0.009,761,12.683333333,1.7,874.333333333,567.65,0,0.004,343,Evan Turner,2.52535265,0.598,52460,2.029419537,0.388,34059,BOS,87725,2.614933029
13.381203801,1,42615,Festus EzeliGSWAll1,710.25,0,1,All,0,0,0,0,710.25,0,0,0,0,0,Festus Ezeli,0,0,0,0,0,0,GSW,42615,5
-7.175334787,0.049,3211,Frank KaminskyCHAAll1,1086.783333333,0,1,All,-0.093069851,0.949,61889,1031.483333333,53.516666667,1.783333333,0,0,0,0,Frank Kaminsky,0,0.002,107,0,0,0,CHA,65207,4.047602251
0,0,0,Garrett TempleWASAll1,1236.2,0.216666667,1,All,0,0.009,677,11.283333333,0,391.683333333,833.016666667,0,0,13,Garrett Temple,-0.73528786,0.317,23501,2.996338609,0.674,49981,WAS,74172,2.33492423
0,0,0,Gary HarrisDENAll1,1456.866666667,9.233333333,1,All,0,0.002,141,2.35,0,82.3,1362.983333333,0,0.006,554,Gary Harris,-13.997569866,0.056,4938,-3.310385307,0.936,81779,DEN,87412,2.053379399
0,0,0,Gary NealWASAll1,810.25,0.533333333,1,All,0,0,0,0,0,122.766666667,686.95,0,0.001,32,Gary Neal,-8.210697801,0.152,7366,-10.620860325,0.848,41217,WAS,48615,2.150858788
0,0,0,George HillINDAll1,1543.25,1543.25,1,All,0,0,0,0,0,0,0,2.985906366,1,92595,George Hill,0,0,0,0,0,0,IND,92595,1
0,0,0,Gerald GreenMIAAll1,1211.816666667,0,1,All,0,0.001,82,1.366666667,0,729.483333333,480.966666667,0,0,0,Gerald Green,2.697799813,0.602,43769,0.498995079,0.397,28858,MIA,72709,2.604230563
0,0,0,Gerald HendersonPORAll1,780.15,0,1,All,-5.506692161,0.156,7322,122.033333333,0,593.366666667,64.75,0,0,0,Gerald Henderson,2.75040728,0.761,35602,-3.706563707,0.083,3885,POR,46809,3.073426051
0,0.018,1907,Giannis AntetokounmpoMILAll1,1763.55,0,1,All,-3.175241779,0.977,103400,1723.333333333,31.783333333,8.433333333,0,0,0,0,Giannis Antetokounmpo,0,0.005,506,0,0,0,MIL,105813,4.013240339
0,0,6,Glenn RobinsonINDAll1,425.233333333,0,1,All,-15.830866808,0.371,9460,157.666666667,0.1,172.5,94.966666667,0,0,0,Glenn Robinson,-2.504347826,0.406,10350,15.668655669,0.223,5698,IND,25514,3.14791879
0,0,0,Goran DragicMIAAll1,1422.416666667,1368.883333333,1,All,0,0,0,0,0,0,53.533333333,2.735076035,0.962,82133,Goran Dragic,0,0,0,19.726027397,0.038,3212,MIA,85345,1.03763548
0,0,0,Gordon HaywardUTAAll1,1837.566666667,11.6,1,All,0,0.024,2594,43.233333333,0,1392.583333333,390.15,0,0.006,696,Gordon Hayward,0.413619771,0.758,83555,4.675124952,0.212,23409,UTA,110254,2.798583271
-2.528305297,0.965,77459,Gorgui DiengMINAll1,1338.35,0,1,All,-16.213933849,0.035,2842,47.366666667,1290.983333333,0,0,0,0,0,Gorgui Dieng,0,0,0,0,0,0,MIN,80301,4.964608162
-1.730750657,1,93185,Greg MonroeMILAll1,1553.083333333,0,1,All,0,0,0,0,1553.083333333,0,0,0,0,0,Greg Monroe,0,0,0,0,0,0,MIL,93185,5
0,0,0,Greivis VasquezMILAll1,360.95,360.783333333,1,All,0,0,0,0,0,0,0.166666667,-7.716542708,1,21647,Greivis Vasquez,0,0,0,0,0,10,MIL,21657,1.000461744
0,0.022,1379,Harrison BarnesGSWAll1,1036.9,0,1,All,15.242018538,0.562,34956,582.6,22.983333333,425.15,6.166666667,0,0,0,Harrison Barnes,7.790191697,0.41,25509,0,0.006,370,GSW,62214,3.600250747
-0.113488592,1,76131,Hassan WhitesideMIAAll1,1268.85,0,1,All,0,0,0,0,1268.85,0,0,0,0,0,Hassan Whiteside,0,0,0,0,0,0,MIA,76131,5
0,0.002,153,Hollis ThompsonPHIAll1,1354.2,0,1,All,-13.544249679,0.058,4678,77.966666667,2.55,1034.533333333,239.15,0,0,0,Hollis Thompson,-6.95965975,0.764,62072,-11.641229354,0.177,14349,PHI,81252,2.884741299
0,0,0,Ian ClarkGSWAll1,407.183333333,183.083333333,1,All,0,0,0,0,0,2.066666667,222.033333333,-6.554392353,0.45,10985,Ian Clark,0,0.005,124,-5.188410149,0.545,13322,GSW,24431,1.555441857
4.104378594,1,61047,Ian MahinmiINDAll1,1017.45,0,1,All,0,0,0,0,1017.45,0,0,0,0,0,Ian Mahinmi,0,0,0,0,0,0,IND,61047,5
0,0,0,Iman ShumpertCLEAll1,704.983333333,11.416666667,1,All,0,0,16,0.266666667,0,148.133333333,545.166666667,0,0.016,685,Iman Shumpert,-4.860486049,0.21,8888,10.477529807,0.773,32710,CLE,42299,2.194685454
0,0,0,Isaiah CanaanPHIAll1,1253.683333333,307.216666667,1,All,0,0,0,0,0,9.016666667,937.45,-17.967775186,0.245,18433,Isaiah Canaan,0,0.007,541,-6.246733159,0.748,56247,PHI,75221,1.762140892
0,0,0,Isaiah ThomasBOSAll1,1744.466666667,1744.466666667,1,All,0,0,0,0,0,0,0,5.50311461,1,104668,Isaiah Thomas,0,0,0,0,0,0,BOS,104668,1
0,0,0,Ish SmithNOPAll1,615.15,615.15,1,All,0,0,0,0,0,0,0,-2.653011461,1,36909,Ish Smith,0,0,0,0,0,0,NOP,36909,1
0,0,0,Ish SmithPHIAll1,622.6,622.6,1,All,0,0,0,0,0,0,0,-9.405717957,1,37356,Ish Smith,0,0,0,0,0,0,PHI,37356,1
0,0,0,Ish SmithTOTAll1,1237.75,1237.75,1,All,0,0,0,0,0,0,0,-6.049686932,1,74265,Ish Smith,0,0,0,0,0,0,TOT,74265,1
0,0,0,J.R. SmithCLEAll1,1430.6,8.216666667,1,All,0,0.001,128,2.133333333,0,233.233333333,1187.016666667,0,0.006,493,JR Smith,17.081606403,0.163,13994,5.297313994,0.83,71221,CLE,85836,2.160270749
0,0,0,Jabari ParkerMILAll1,1341.683333333,0,1,All,-7.637480227,0.267,21494,358.233333333,0,981.5,1.95,0,0,0,Jabari Parker,-3.032093734,0.732,58890,0,0.001,117,MIL,80501,3.265549496
0,0.001,128,Jae CrowderBOSAll1,1718.333333333,0,1,All,0.815125099,0.171,17666,294.433333333,2.133333333,1410.816666667,10.95,0,0,0,Jae Crowder,6.634455221,0.821,84649,0,0.006,657,BOS,103100,3.167458778
-14.612291786,1,83568,Jahlil OkaforPHIAll1,1392.8,0,1,All,0,0,0,0,1392.8,0,0,0,0,0,Jahil Okafor,0,0,0,0,0,0,PHI,83568,5
0,0,0,JaKarr SampsonPHIAll1,687,0.916666667,1,All,0,0.01,430,7.166666667,0,338.683333333,340.233333333,0,0.001,55,JaKarr Sampson,-6.802814822,0.493,20321,-14.390124424,0.495,20414,PHI,41220,2.512518195
0,0,0,Jamal CrawfordLACAll1,1359.766666667,8.733333333,1,All,0,0.004,354,5.9,0,338.85,1006.283333333,0,0.006,524,Jamal Crawford,7.366091191,0.249,20331,1.860311046,0.74,60377,LAC,81586,2.251452455
0,0,0,Jameer NelsonDENAll1,1028.666666667,1028.666666667,1,All,0,0,0,0,0,0,0,-6.019442644,1,61720,Jameer  Nelson,0,0,0,0,0,0,DEN,61720,1
0,0,0,James AndersonSACAll1,330.95,0,1,All,-21.984732824,0.04,786,13.1,0,248.383333333,69.466666667,0,0,0,James Anderson,-10.821982151,0.751,14903,16.583493282,0.21,4168,SAC,19857,2.829682228
0,0,0,James HardenHOUAll1,2012.766666667,24.683333333,1,All,0,0.002,211,3.516666667,0,139.8,1844.766666667,0,0.012,1481,James Harden,19.570815451,0.069,8388,-2.341759572,0.917,110686,HOU,120766,2.060687611
0,0,0,James JohnsonTORAll1,613.716666667,0,1,All,15.537239622,0.181,6673,111.216666667,0,502.5,0,0,0,0,James Johnson,-2.292537313,0.819,30150,0,0,0,TOR,36823,3.18121826
0,0,0,James JonesCLEAll1,339.883333333,0,1,All,-22.394257883,0.574,11703,195.05,0,144.833333333,0,0,0,0,James Jones,12.593785961,0.426,8690,0,0,0,CLE,20393,3.573873388
-10.947968639,0.476,4209,James Michael McAdooGSWAll1,147.516666667,0,1,All,-17.992244722,0.524,4642,77.366666667,70.15,0,0,0,0,0,James Michael McAdoo,0,0,0,0,0,0,GSW,8851,4.475539487
0,0,0,James YoungBOSAll1,163.4,33.35,1,All,0,0,0,0,0,11.783333333,118.266666667,-14.392803598,0.204,2001,James Young,0,0.072,707,-6.493799324,0.724,7096,BOS,9804,1.868013056
-8.143644847,0.173,7073,JaMychal GreenMEMAll1,681.983333333,0,1,All,-1.880620937,0.823,33691,561.516666667,117.883333333,2.583333333,0,0,0,0,JaMychal Green,0,0.004,155,0,0,0,MEM,40919,4.169065715
0,0,0,Jared CunninghamCLEAll1,355.083333333,116.783333333,1,All,0,0,0,0,0,14.95,223.35,1.644070215,0.329,7007,Jared Cunningham,-6.421404682,0.042,897,-3.223640027,0.629,13401,CLE,21305,1.713212861
-1.007345226,0.068,5718,Jared DudleyWASAll1,1407.283333333,0,1,All,-0.147514534,0.925,78094,1301.566666667,95.3,10.416666667,0,0,0,0,Jared Dudley,0,0.007,625,0,0,0,WAS,84437,4.06031716
7.370037289,0.369,27354,Jared SullingerBOSAll1,1234.533333333,0,1,All,3.637142001,0.631,46718,778.633333333,455.9,0,0,0,0,0,Jared Sullinger,0,0,0,0,0,0,BOS,74072,4.36928934
