,AST,AST_ADJ,AST_PTS_CREATED,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ,FT_AST,GP,L,MIN,PASSES_MADE,PASSES_RECEIVED,PLAYER_ID,PLAYER_NAME,POTENTIAL_AST,SECONDARY_AST,TEAM_ABBREVIATION,TEAM_ID,W
23,46,60,99,0.051,0.066,2,29,24,785.0,909,1027,200745,Andrea Bargnani,108,12,NYK,1610612752,5
24,1,1,2,0.026,0.026,0,7,4,36.0,38,23,1905,Andrei Kirilenko,1,0,BKN,1610612751,3
25,180,238,427,0.079,0.105,7,67,9,1583.0,2276,1548,101106,Andrew Bogut,350,51,GSW,1610612744,58
26,22,25,52,0.037,0.042,0,40,26,492.0,601,517,203094,Andrew Nicholson,45,3,ORL,1610612753,14
27,170,232,386,0.091,0.124,12,81,65,2937.0,1866,2552,203952,Andrew Wiggins,357,49,MIN,1610612750,16
28,48,63,115,0.035,0.046,8,56,44,885.0,1371,889,203461,Anthony Bennett,84,7,MIN,1610612750,12
29,149,188,362,0.062,0.078,14,68,29,2455.0,2410,2488,203076,Anthony Davis,261,25,NOP,1610612740,39
30,60,77,144,0.056,0.072,3,74,32,1806.0,1067,1293,201627,Anthony Morrow,120,13,OKC,1610612760,42
31,59,90,142,0.033,0.05,11,76,40,1433.0,1799,1373,201229,Anthony Tolliver,123,20,DET,1610612765,36
32,44,58,97,0.06,0.08,4,41,25,535.0,729,809,203462,Archie Goodwin,101,10,PHX,1610612756,16
33,4,4,10,0.078,0.078,0,6,6,68.0,51,35,202620,Arinze Onuaku,5,0,MIN,1610612750,0
34,35,58,87,0.033,0.055,4,70,21,1122.0,1048,829,203382,Aron Baynes,77,19,SAS,1610612759,49
35,129,191,312,0.071,0.106,14,78,43,2502.0,1806,2318,201167,Arron Afflalo,303,48,POR,1610612757,35
36,17,23,40,0.04,0.055,3,34,17,344.0,422,381,201948,Austin Daye,31,3,ATL,1610612737,17
37,155,182,367,0.083,0.098,5,76,30,1563.0,1860,2207,203085,Austin Rivers,323,22,LAC,1610612746,46
38,135,190,296,0.075,0.106,13,77,40,2428.0,1798,2488,202340,Avery Bradley,276,42,BOS,1610612738,37
39,50,70,109,0.095,0.132,4,56,39,790.0,529,795,2732,Ben Gordon,104,16,ORL,1610612753,17
40,140,198,310,0.066,0.093,17,82,53,2670.0,2132,2375,203463,Ben McLemore,239,40,SAC,1610612758,29
41,220,302,507,0.075,0.103,19,79,24,1494.0,2925,3207,2757,Beno Udrih,471,63,MEM,1610612763,55
42,4,5,9,0.036,0.045,0,16,10,158.0,110,82,203108,Bernard James,10,1,DAL,1610612742,6
43,16,25,42,0.022,0.035,1,64,38,1243.0,719,357,202687,Bismack Biyombo,44,8,CHA,1610612766,26
44,354,432,842,0.094,0.114,33,67,20,2356.0,3786,3801,201933,Blake Griffin,623,46,LAC,1610612746,47
45,68,97,169,0.06,0.086,11,78,42,1854.0,1125,1297,202711,Bojan Bogdanovic,147,18,BKN,1610612751,36
46,233,314,559,0.068,0.091,36,81,26,1984.0,3448,2819,2564,Boris Diaw,439,45,SAS,1610612759,55
47,194,267,441,0.084,0.115,23,63,26,2107.0,2320,2839,203078,Bradley Beal,378,50,WAS,1610612764,37
48,41,59,100,0.03,0.043,3,75,38,1449.0,1365,998,201148,Brandan Wright,94,15,PHX,1610612756,37
49,104,139,258,0.05,0.067,7,82,42,1929.0,2070,1975,101138,Brandon Bass,238,28,BOS,1610612738,40
50,30,41,74,0.047,0.065,4,27,21,423.0,632,494,203561,Brandon Davies,67,7,PHI,1610612755,6
51,272,347,633,0.123,0.157,27,41,24,1173.0,2208,2773,201943,Brandon Jennings,521,48,DET,1610612765,17
52,324,422,727,0.101,0.132,26,62,30,2000.0,3205,3918,202688,Brandon Knight,635,71,PHX,1610612756,32
53,12,17,25,0.041,0.058,0,33,6,271.0,294,265,201575,Brandon Rush,24,5,GSW,1610612744,27
54,2,3,6,0.024,0.036,0,22,8,119.0,83,76,2217,Brendan Haywood,5,1,CLE,1610612739,14
55,162,228,383,0.069,0.097,8,72,42,1330.0,2361,2755,203148,Brian Roberts,333,58,CHA,1610612766,30
56,50,82,125,0.032,0.052,8,72,38,2100.0,1577,1712,201572,Brook Lopez,126,24,BKN,1610612751,34
57,0,0,0,0.0,0.0,0,8,1,23.0,18,28,203998,Bruno Caboclo,1,0,TOR,1610612761,7
58,15,28,37,0.052,0.098,5,15,6,159.0,287,353,203955,Bryce Cotton,38,8,UTA,1610612762,9
59,208,282,481,0.079,0.107,14,57,32,1422.0,2629,2927,201228,C.J. Watson,430,60,IND,1610612754,25
60,64,88,158,0.069,0.094,6,62,25,973.0,934,1067,203468,CJ McCollum,130,18,POR,1610612757,37
61,75,110,178,0.05,0.074,11,70,39,1841.0,1495,1921,101139,CJ Miles,161,24,IND,1610612754,31
62,8,9,20,0.103,0.115,1,21,6,101.0,78,110,203912,CJ Wilcox,14,0,LAC,1610612746,15
63,1,3,2,0.014,0.043,0,18,6,64.0,70,52,203946,Cameron Bairstow,6,2,CHI,1610612741,12
64,26,46,59,0.023,0.041,4,70,44,1192.0,1134,984,201171,Carl Landry,57,16,SAC,1610612758,26
65,95,127,220,0.045,0.06,12,71,53,1692.0,2118,1687,2430,Carlos Boozer,195,20,LAL,1610612747,18
66,120,154,286,0.072,0.093,12,39,29,1400.0,1657,1971,2546,Carmelo Anthony,237,22,NYK,1610612752,10
67,79,101,186,0.041,0.052,9,78,48,1623.0,1927,1332,2406,Caron Butler,157,13,DET,1610612765,30
68,11,14,28,0.071,0.09,0,23,16,198.0,155,154,201858,Cartier Martin,20,3,DET,1610612765,7
69,161,215,371,0.064,0.085,12,66,25,2186.0,2521,2438,202718,Chandler Parsons,331,42,DAL,1610612742,41
70,94,125,216,0.031,0.041,11,75,52,1870.0,3033,2080,101112,Channing Frye,167,20,ORL,1610612753,23
71,19,28,47,0.023,0.033,4,64,27,678.0,839,794,101111,Charlie Villanueva,35,5,DAL,1610612742,37
72,64,94,149,0.055,0.081,12,66,58,1282.0,1163,1025,201978,Chase Budinger,141,18,MIN,1610612750,8
73,42,56,94,0.038,0.05,4,59,33,1103.0,1119,654,2365,Chris Andersen,75,10,MIA,1610612748,26
74,95,134,222,0.052,0.073,13,44,25,1556.0,1841,2097,2547,Chris Bosh,187,26,MIA,1610612748,19
75,51,69,122,0.069,0.093,6,50,31,828.0,742,830,203142,Chris Copeland,101,12,IND,1610612754,19
76,4,4,11,0.063,0.063,0,12,7,103.0,63,63,201604,Chris Douglas-Roberts,8,0,LAC,1610612746,5
77,15,26,33,0.036,0.062,3,29,20,527.0,420,467,203187,Chris Johnson,42,8,UTA,1610612762,9
78,65,87,166,0.042,0.056,2,74,27,1398.0,1544,1157,2549,Chris Kaman,136,20,POR,1610612757,47
79,838,1150,1948,0.146,0.2,81,82,26,2857.0,5749,6629,101108,Chris Paul,1577,231,LAC,1610612746,56
80,20,22,45,0.078,0.086,0,29,12,255.0,255,170,101236,Chuck Hayes,33,2,TOR,1610612761,17
81,36,54,86,0.041,0.062,2,39,33,647.0,877,788,203921,Cleanthony Early,77,16,NYK,1610612752,6
82,2,4,5,0.021,0.042,1,12,4,90.0,96,57,203991,Clint Capela,3,1,HOU,1610612745,8
83,100,126,217,0.037,0.046,1,62,35,1487.0,2720,1928,203469,Cody Zeller,188,25,CHA,1610612766,27
84,74,98,163,0.047,0.062,6,60,49,962.0,1583,962,202332,Cole Aldrich,164,18,NYK,1610612752,11
85,171,244,407,0.095,0.135,22,79,37,2063.0,1801,2092,201147,Corey Brewer,333,50,HOU,1610612745,42
86,16,21,39,0.025,0.033,1,50,32,531.0,631,370,203928,Cory Jefferson,27,4,BKN,1610612751,18
87,188,256,456,0.07,0.096,10,79,26,1444.0,2671,2846,202709,Cory Joseph,378,58,SAS,1610612759,53
88,151,222,356,0.066,0.097,21,77,26,2354.0,2295,2464,201584,Courtney Lee,289,50,MEM,1610612763,51
89,353,478,838,0.104,0.141,28,82,45,1964.0,3379,4139,201571,D.J. Augustin,758,97,OKC,1610612760,37
90,2,3,5,0.025,0.037,0,33,10,123.0,81,87,2563,Dahntay Jones,12,1,LAC,1610612746,23
91,507,641,1186,0.1,0.126,28,82,31,2925.0,5088,6077,203081,Damian Lillard,1027,107,POR,1610612757,51
92,53,76,137,0.06,0.087,8,68,40,1047.0,878,908,204014,Damjan Rudez,131,15,IND,1610612754,28
93,83,113,199,0.065,0.088,12,59,36,1426.0,1281,1302,201568,Danilo Gallinari,174,18,DEN,1610612743,23
94,16,22,39,0.033,0.045,1,29,19,590.0,492,476,101122,Danny Granger,52,5,PHX,1610612756,10
95,158,242,362,0.055,0.085,17,81,26,2312.0,2862,2881,201980,Danny Green,286,67,SAS,1610612759,55
96,50,73,114,0.035,0.051,2,66,29,1652.0,1421,889,201967,Dante Cunningham,101,21,NOP,1610612740,37
97,198,279,464,0.066,0.092,25,82,44,1817.0,3019,3339,203957,Dante Exum,393,56,UTA,1610612762,38
98,2,2,5,0.083,0.083,0,5,4,43.0,24,19,203121,Darius Miller,2,0,NOP,1610612740,1
99,48,65,119,0.095,0.129,7,38,24,299.0,503,594,202721,Darius Morris,113,10,BKN,1610612751,14
100,57,75,138,0.059,0.077,9,58,36,988.0,969,881,201589,Darrell Arthur,117,9,DEN,1610612743,22
101,252,341,563,0.088,0.119,35,45,29,1565.0,2855,3279,201954,Darren Collison,475,55,SAC,1610612758,16
102,85,124,214,0.057,0.083,13,49,12,904.0,1493,1173,101135,David Lee,181,25,GSW,1610612744,37
103,9,14,23,0.143,0.222,3,3,2,33.0,63,69,204065,David Stockton,17,2,SAC,1610612758,1
104,1,1,2,0.111,0.111,0,2,2,7.0,9,9,204033,David Wear,2,0,SAC,1610612758,0
105,223,284,528,0.075,0.095,22,66,34,1895.0,2989,2558,2561,David West,441,39,IND,1610612754,32
106,61,117,149,0.019,0.036,5,82,26,2820.0,3206,1401,201599,DeAndre Jordan,104,51,LAC,1610612746,56
107,3,5,9,0.013,0.022,2,29,14,180.0,228,140,201971,DeJuan Blair,9,0,WAS,1610612764,15
108,210,274,534,0.104,0.136,14,60,23,2100.0,2011,2741,201942,DeMar DeRozan,472,50,TOR,1610612761,37
109,210,269,527,0.084,0.108,22,59,36,2013.0,2490,2632,202326,DeMarcus Cousins,397,37,SAC,1610612758,23
110,118,176,287,0.047,0.07,5,70,17,2189.0,2522,2128,201960,DeMarre Carroll,236,54,ATL,1610612737,53
111,317,424,768,0.105,0.14,16,77,20,1516.0,3030,3614,203471,Dennis Schroder,656,90,ATL,1610612737,57
112,448,591,1022,0.115,0.152,37,68,34,2114.0,3894,4419,101114,Deron Williams,894,106,BKN,1610612751,34
113,112,157,280,0.031,0.043,13,74,41,2280.0,3612,3181,202324,Derrick Favors,256,32,UTA,1610612762,33
114,251,354,574,0.092,0.129,24,51,18,1530.0,2743,3471,201565,Derrick Rose,493,79,CHI,1610612741,33
115,50,77,121,0.04,0.061,10,74,47,1462.0,1259,1222,202682,Derrick Williams,99,17,SAC,1610612758,27
116,237,292,560,0.089,0.11,20,76,31,1685.0,2663,2938,2734,Devin Harris,462,35,DAL,1610612742,45
117,17,21,39,0.149,0.184,0,16,13,208.0,114,122,203906,Devyn Marble,25,4,ORL,1610612753,3
118,9,15,20,0.014,0.024,1,59,42,845.0,638,311,203473,Dewayne Dedmon,28,5,ORL,1610612753,17
119,161,217,397,0.101,0.136,20,79,33,2180.0,1598,2324,203079,Dion Waiters,317,36,OKC,1610612760,46
120,143,188,347,0.051,0.068,13,77,30,2282.0,2779,2697,1717,Dirk Nowitzki,253,32,DAL,1610612742,47
121,190,259,444,0.084,0.115,17,53,31,1107.0,2258,2520,202388,Donald Sloan,462,52,IND,1610612754,22
122,126,174,311,0.045,0.061,15,70,23,2006.0,2830,2272,202700,Donatas Motiejunas,265,33,HOU,1610612745,47
123,41,49,97,0.063,0.075,1,48,20,593.0,653,573,2748,Dorell Wright,84,7,POR,1610612757,28
124,6,9,15,0.025,0.038,1,36,13,321.0,236,245,203926,Doug McDermott,15,2,CHI,1610612741,23
125,291,390,716,0.072,0.096,28,79,15,2490.0,4060,3047,203110,Draymond Green,531,71,GSW,1610612744,64
126,49,70,108,0.043,0.062,5,51,20,864.0,1128,846,2400,Drew Gooden,82,16,WAS,1610612764,31
127,2,2,5,0.022,0.022,0,9,9,71.0,91,62,204079,Drew Gordon,3,0,PHI,1610612755,0
128,14,16,26,0.078,0.089,0,6,5,123.0,180,216,202779,Dwight Buycks,33,2,LAL,1610612747,1
129,48,65,123,0.034,0.046,3,40,12,1189.0,1412,1124,2730,Dwight Howard,90,14,HOU,1610612745,28
130,9,10,24,0.031,0.034,1,29,18,236.0,294,203,203939,Dwight Powell,17,0,DAL,1610612742,11
131,294,390,700,0.124,0.164,46,61,34,1934.0,2371,3314,2548,Dwyane Wade,573,50,MIA,1610612748,27
132,33,46,76,0.068,0.095,4,56,20,504.0,486,549,202734,E'Twaun Moore,69,9,CHI,1610612741,36
133,5,7,13,0.034,0.047,1,16,11,143.0,149,107,2853,Earl Barron,11,1,PHX,1610612756,5
134,3,5,7,0.026,0.044,0,10,4,93.0,114,71,201947,Earl Clark,6,2,BKN,1610612751,6
135,94,124,216,0.044,0.058,7,79,59,1840.0,2148,1237,202334,Ed Davis,182,23,LAL,1610612747,20
136,8,13,21,0.059,0.096,0,33,9,128.0,135,89,202327,Ekpe Udoh,17,5,LAC,1610612746,24
137,533,684,1219,0.125,0.161,39,82,57,2489.0,4251,4533,203901,Elfrid Payton,1061,112,ORL,1610612753,25
138,58,80,140,0.064,0.088,9,47,22,924.0,911,1005,202407,Elijah Millsap,120,13,UTA,1610612762,25
139,12,15,27,0.094,0.117,0,13,7,119.0,128,155,202343,Elliot Williams,21,3,PHI,1610612755,6
140,22,30,52,0.035,0.047,3,36,11,486.0,636,473,1882,Elton Brand,54,5,ATL,1610612737,25
141,55,88,134,0.018,0.029,4,75,43,2136.0,3055,2404,202683,Enes Kanter,137,29,OKC,1610612760,32
142,493,606,1162,0.107,0.131,32,81,42,2800.0,4611,5203,202339,Eric Bledsoe,983,80,PHX,1610612756,39
143,229,332,525,0.13,0.188,39,61,26,2018.0,1764,2280,201569,Eric Gordon,433,63,NOP,1610612740,35
144,0,0,0,0.0,0.0,0,3,3,2.0,1,1,203961,Eric Moreland,0,0,SAC,1610612758,0
145,39,53,91,0.068,0.092,3,43,28,410.0,576,677,203475,Erick Green,88,11,DEN,1610612743,15
146,56,77,134,0.04,0.055,5,57,32,1307.0,1396,1234,101141,Ersan Ilyasova,116,16,MIL,1610612749,25
147,120,158,288,0.085,0.112,10,58,39,1661.0,1411,1740,203095,Evan Fournier,248,28,ORL,1610612753,19
148,449,588,1016,0.112,0.146,51,82,42,2260.0,4017,3970,202323,Evan Turner,834,88,BOS,1610612738,40
149,9,17,24,0.017,0.032,0,46,7,504.0,531,404,203105,Festus Ezeli,25,8,GSW,1610612744,39
150,15,26,36,0.06,0.104,2,14,4,200.0,251,256,101128,Francisco Garcia,35,9,HOU,1610612745,10
151,28,35,69,0.037,0.047,0,41,32,540.0,747,459,203128,Furkan Aldemir,61,7,PHI,1610612755,9
152,13,14,30,0.159,0.171,0,4,2,43.0,82,102,203539,Gal Mekel,17,1,DAL,1610612742,2
153,56,74,118,0.077,0.102,3,52,24,736.0,728,784,202066,Garrett Temple,102,15,WAS,1610612764,28
154,29,44,67,0.07,0.107,5,55,37,719.0,413,545,203914,Gary Harris,87,10,DEN,1610612743,18
155,100,129,239,0.081,0.104,11,54,30,1192.0,1238,1533,202390,Gary Neal,218,18,MIN,1610612750,24
156,220,316,513,0.094,0.135,23,43,17,1267.0,2333,2688,201588,George Hill,446,73,IND,1610612754,26
157,91,123,221,0.079,0.107,14,74,40,1446.0,1150,1594,101123,Gerald Green,170,18,PHX,1610612756,34
158,206,270,460,0.091,0.119,24,80,48,2315.0,2262,2675,201945,Gerald Henderson,401,40,CHA,1610612766,32
159,11,24,26,0.036,0.079,2,32,17,286.0,303,178,2222,Gerald Wallace,33,11,BOS,1610612738,15
160,207,269,497,0.073,0.095,14,80,40,2508.0,2824,2471,203507,Giannis Antetokounmpo,397,48,MIL,1610612749,40
161,9,13,19,0.048,0.069,0,21,10,209.0,189,200,203540,Gigi Datome,17,4,BOS,1610612738,11
162,39,52,98,0.045,0.059,3,74,22,904.0,875,793,201175,Glen Davis,89,10,LAC,1610612746,52
163,2,3,5,0.045,0.068,1,5,1,43.0,44,53,203318,Glen Rice,5,0,WAS,1610612764,4
164,11,19,33,0.053,0.092,5,35,33,261.0,206,209,203922,Glenn Robinson III,27,3,PHI,1610612755,2
165,350,459,833,0.088,0.116,42,78,37,2640.0,3955,4609,201609,Goran Dragic,716,67,MIA,1610612748,41
166,313,435,760,0.089,0.123,46,76,41,2618.0,3529,4451,202330,Gordon Hayward,684,75,UTA,1610612762,35
167,144,192,322,0.07,0.093,13,72,56,2179.0,2063,1651,203476,Gorgui Dieng,300,35,MIN,1610612750,16
168,3,5,7,0.043,0.072,1,8,2,51.0,69,63,203511,Grant Jerrett,5,1,UTA,1610612762,6
169,142,185,342,0.058,0.076,12,69,44,2137.0,2447,2231,202328,Greg Monroe,314,31,DET,1610612765,25
170,9,16,21,0.033,0.058,0,42,15,363.0,276,178,202962,Greg Smith,20,7,DAL,1610612742,27
171,3,4,8,0.041,0.054,0,17,4,66.0,74,43,201880,Greg Stiemsma,5,1,TOR,1610612761,13
172,302,426,713,0.081,0.114,35,82,33,1991.0,3721,4036,202349,Greivis Vasquez,553,89,TOR,1610612761,49
173,116,188,274,0.052,0.084,9,82,15,2318.0,2238,1974,203084,Harrison Barnes,232,63,GSW,1610612744,67
174,6,16,15,0.006,0.015,2,47,30,1134.0,1078,599,202355,Hassan Whiteside,15,8,MIA,1610612748,17
175,37,43,92,0.049,0.057,1,62,20,705.0,749,568,2045,Hedo Turkoglu,71,5,LAC,1610612746,42
176,79,119,188,0.036,0.054,15,73,59,1399.0,2219,1872,203156,Henry Sims,167,25,PHI,1610612755,14
177,29,36,66,0.035,0.044,3,24,12,628.0,817,685,201611,Henry Walker,71,4,MIA,1610612748,12
178,85,126,200,0.054,0.08,9,71,58,1776.0,1570,1725,203138,Hollis Thompson,208,32,PHI,1610612755,13
179,12,19,31,0.061,0.097,2,30,21,192.0,196,222,203546,Ian Clark,28,5,DEN,1610612743,9
180,33,60,78,0.027,0.05,2,61,33,1146.0,1206,810,101133,Ian Mahinmi,99,25,IND,1610612754,28
181,135,180,330,0.077,0.103,12,62,28,1545.0,1751,1873,202697,Iman Shumpert,274,33,CLE,1610612739,34
182,97,146,244,0.059,0.089,12,46,23,912.0,1649,1940,203477,Isaiah Canaan,230,37,PHI,1610612755,23
183,284,348,701,0.102,0.125,14,67,27,1726.0,2775,3595,202738,Isaiah Thomas,615,50,BOS,1610612738,40
184,180,215,431,0.113,0.135,17,55,31,831.0,1587,1853,202397,Ish Smith,358,18,PHI,1610612755,24
185,263,342,624,0.108,0.14,39,77,28,1362.0,2445,2770,200826,J.J. Barea,500,41,DAL,1610612742,49
186,57,77,140,0.04,0.053,6,73,47,1411.0,1442,1045,201581,JJ Hickson,107,14,DEN,1610612743,26
187,137,207,328,0.075,0.113,15,78,23,2409.0,1825,2504,200755,JJ Redick,263,54,LAC,1610612746,55
188,195,245,452,0.088,0.11,12,70,32,2079.0,2222,2414,2747,JR Smith,356,38,CLE,1610612739,38
189,77,98,176,0.064,0.082,2,74,57,1131.0,1201,1324,203960,JaKarr Sampson,176,19,PHI,1610612755,17
190,4,4,9,0.026,0.026,0,24,14,164.0,153,110,203210,JaMychal Green,8,0,MEM,1610612763,10
191,3,5,6,0.013,0.022,0,23,15,256.0,225,153,201580,JaVale McGee,8,2,DEN,1610612743,8
192,40,50,97,0.091,0.114,3,19,15,568.0,438,619,203913,Jabari Brown,75,7,LAL,1610612747,4
193,42,63,98,0.06,0.091,6,25,12,738.0,696,608,203953,Jabari Parker,74,15,MIL,1610612749,13
194,1,1,2,0.01,0.01,0,16,6,87.0,99,64,204022,Jack Cooley,4,0,UTA,1610612762,10
195,94,133,228,0.051,0.072,11,82,35,1647.0,1846,1630,203109,Jae Crowder,198,28,BOS,1610612738,47
196,3,3,7,0.125,0.125,0,3,2,13.0,24,22,203479,Jamaal Franklin,5,0,DEN,1610612743,1
197,158,204,375,0.105,0.135,16,64,20,1703.0,1508,2251,2037,Jamal Crawford,271,30,LAC,1610612746,44
198,253,338,602,0.107,0.143,38,63,38,1406.0,2371,2747,2749,Jameer Nelson,518,47,DEN,1610612743,25
199,48,62,117,0.06,0.078,8,62,35,1051.0,795,759,203516,James Ennis III,99,7,MIA,1610612748,27
200,555,725,1366,0.149,0.195,45,80,25,2941.0,3718,5089,201935,James Harden,1084,126,HOU,1610612745,55
201,95,120,232,0.083,0.105,8,70,30,1370.0,1139,1083,201949,James Johnson,180,17,TOR,1610612761,40
202,24,37,64,0.033,0.051,7,56,21,665.0,721,671,2592,James Jones,49,6,CLE,1610612739,35
203,2,4,4,0.01,0.019,0,15,4,137.0,208,143,203949,James Michael McAdoo,7,2,GSW,1610612744,11
204,13,18,30,0.046,0.063,0,31,17,332.0,284,295,203923,James Young,36,5,BOS,1610612738,14
205,8,9,19,0.125,0.141,0,9,7,73.0,64,95,2457,Jannero Pargo,21,1,CHA,1610612766,2
206,10,11,25,0.103,0.113,0,19,7,89.0,97,132,203099,Jared Cunningham,17,1,LAC,1610612746,12
207,129,184,306,0.057,0.082,10,71,33,1694.0,2248,1729,201162,Jared Dudley,266,45,MIL,1610612749,38
208,134,174,327,0.059,0.076,12,58,32,1566.0,2289,1979,203096,Jared Sullinger,268,28,BOS,1610612738,26
209,4,7,9,0.033,0.057,2,19,7,126.0,123,89,203950,Jarnell Stokes,14,1,MEM,1610612763,12
210,373,499,865,0.105,0.141,54,80,44,2241.0,3536,4341,101127,Jarrett Jack,760,72,BKN,1610612751,36
211,19,27,43,0.026,0.037,1,61,39,878.0,729,495,101131,Jason Maxiell,53,7,CHA,1610612766,22
212,38,51,94,0.097,0.131,6,19,15,416.0,390,452,2202,Jason Richardson,70,7,PHI,1610612755,4
213,140,183,330,0.055,0.072,10,81,64,1770.0,2530,2324,201160,Jason Smith,292,33,NYK,1610612752,17
214,144,206,355,0.066,0.094,27,76,24,1618.0,2195,2350,1891,Jason Terry,327,35,HOU,1610612745,52
215,85,126,195,0.039,0.057,13,81,52,1991.0,2204,1355,201574,Jason Thompson,159,28,SAC,1610612758,29
216,15,19,31,0.063,0.08,3,17,16,215.0,237,166,202399,Jeff Adrien,32,1,HOU,1610612745,1
217,14,22,32,0.029,0.045,1,51,18,383.0,488,333,201965,Jeff Ayres,34,7,SAS,1610612759,33
218,134,192,311,0.055,0.079,14,78,37,2455.0,2429,2643,201145,Jeff Green,288,44,MEM,1610612763,41
219,513,675,1218,0.128,0.169,43,73,20,2228.0,4003,4904,201952,Jeff Teague,1007,119,ATL,1610612737,53
220,11,19,31,0.04,0.069,4,37,20,259.0,274,191,203481,Jeff Withey,18,4,NOP,1610612740,17
221,22,31,51,0.079,0.112,2,29,18,430.0,278,327,203106,Jeffery Taylor,49,7,CHA,1610612766,11
222,79,114,190,0.046,0.066,6,65,47,1377.0,1729,1567,203924,Jerami Grant,198,29,PHI,1610612755,18
223,2,6,8,0.03,0.09,4,6,5,36.0,67,74,202077,Jerel McNeal,4,0,PHX,1610612756,1
224,13,19,35,0.036,0.053,1,38,19,266.0,361,239,202379,Jeremy Evans,33,5,UTA,1610612762,19
225,44,56,100,0.083,0.106,1,47,20,633.0,529,624,203087,Jeremy Lamb,89,11,OKC,1610612760,27
226,339,428,748,0.114,0.144,30,74,55,1907.0,2964,3516,202391,Jeremy Lin,657,59,LAL,1610612747,19
227,13,21,28,0.044,0.071,1,44,27,383.0,296,237,202366,Jerome Jordan,34,7,BKN,1610612751,17
228,0,0,0,0.0,0.0,0,2,0,3.0,1,0,203968,Jerrelle Benimon,0,0,DEN,1610612743,2
229,231,343,534,0.087,0.129,17,76,38,1700.0,2657,3005,201573,Jerryd Bayless,514,95,MIL,1610612749,38
230,58,75,135,0.114,0.147,7,50,23,509.0,509,655,202690,Jimmer Fredette,109,10,NOP,1610612740,27
231,212,289,499,0.09,0.123,16,65,25,2513.0,2346,2766,202710,Jimmy Butler,426,61,CHI,1610612741,40
232,312,385,725,0.082,0.101,30,67,28,2049.0,3816,2593,201149,Joakim Noah,595,44,CHI,1610612741,39
233,79,111,183,0.088,0.123,8,60,31,1462.0,900,1396,201975,Jodie Meeks,165,24,DET,1610612765,29
234,26,35,67,0.056,0.076,2,51,19,493.0,462,458,203925,Joe Harris,59,7,CLE,1610612739,32
235,182,249,426,0.082,0.113,22,79,43,1673.0,2209,2225,204060,Joe Ingles,356,45,UTA,1610612762,36
