,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,26.0,11,0,0,5,"243,1610612755",0,11,1,0,0.0,23,7,0.304,7,6,0.857,6,4,97.5666666667,4,17,0,243,Aaron McKie,-8,20,15,4,0,PHI,1610612755,1,2,0.333
1,29.0,3,3,0,5,"228,1610612762",0,17,0,0,0.0,30,18,0.6,5,5,1.0,10,5,100.748333333,7,17,0,228,Adam Keefe,-11,41,24,4,0,UTA,1610612762,8,5,0.5
2,26.0,0,0,0,5,"673,1610612737",0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,4.28333333333,0,1,0,673,Alan Henderson,-6,0,0,0,0,ATL,1610612737,0,1,1.0
3,28.0,51,1,16,5,"275,1610612752",0,48,36,9,0.25,305,135,0.443,103,91,0.883,20,8,784.891666667,6,40,0,275,Allan Houston,34,370,54,8,0,NYK,1610612752,50,12,0.6
4,24.0,39,2,7,5,"947,1610612755",1,19,53,15,0.283,214,88,0.411,52,37,0.712,8,5,360.05,14,19,0,947,Allen Iverson,15,228,33,20,0,PHI,1610612755,24,3,0.375
5,29.0,4,14,4,5,"297,1610612748",1,34,0,0,0.0,73,38,0.521,49,32,0.653,5,3,194.416666667,7,19,0,297,Alonzo Mourning,-18,108,41,8,0,MIA,1610612748,12,2,0.4
6,23.0,2,0,0,5,"1754,1610612750",0,3,0,0,0.0,0,0,0.0,0,0,0.0,2,2,6.76666666667,1,1,0,1754,Andrae Patterson,5,0,4,0,0,MIN,1610612750,1,0,0.0
7,27.0,22,1,4,5,"358,1610612753",0,11,13,6,0.462,57,20,0.351,39,30,0.769,4,3,166.616666667,9,13,0,358,Anfernee Hardaway,-26,76,20,9,0,ORL,1610612753,12,1,0.25
8,24.0,10,1,0,5,"1533,1610612737",0,6,2,1,0.5,29,8,0.276,10,7,0.7,9,6,112.173333333,3,9,0,1533,Anthony Johnson,-14,24,9,1,0,ATL,1610612737,5,3,0.333
9,29.0,6,0,4,5,"324,1610612750",0,9,13,5,0.385,35,11,0.314,0,0,0.0,4,3,124.263333333,7,12,0,324,Anthony Peeler,-20,27,16,4,0,MIN,1610612750,4,1,0.25
10,37.0,4,1,1,5,"156,1610612745",0,4,0,0,0.0,11,4,0.364,0,0,0.0,4,3,37.4666666667,3,19,0,156,Antoine Carr,9,8,7,0,0,HOU,1610612745,4,1,0.25
11,24.0,16,0,1,5,"1498,1610612759",0,9,6,4,0.667,21,9,0.429,6,5,0.833,15,2,104.185,1,7,0,1498,Antonio Daniels,12,27,10,4,0,SAS,1610612759,10,13,0.867
12,30.0,8,14,5,5,"213,1610612754",0,69,0,0,0.0,75,31,0.413,62,41,0.661,13,4,325.75,23,39,0,213,Antonio Davis,-8,103,92,5,0,IND,1610612754,20,9,0.692
13,35.0,1,1,2,5,"288,1610612749",0,5,0,0,0.0,15,6,0.4,5,5,1.0,3,3,34.7566666667,0,4,0,288,Armen Gilliam,-8,17,5,2,0,MIL,1610612749,1,0,0.0
14,34.0,29,15,10,5,"717,1610612757",3,102,5,1,0.2,113,45,0.398,43,39,0.907,13,6,391.286666667,12,35,0,717,Arvydas Sabonis,47,130,114,15,0,POR,1610612757,19,7,0.538
15,24.0,0,0,1,5,"1506,1610612754",0,0,0,0,0.0,1,0,0.0,2,2,1.0,1,0,0.763333333333,1,0,0,1506,Austin Croshere,4,2,1,0,0,IND,1610612754,0,1,1.0
16,34.0,126,1,16,5,"422,1610612759",3,33,3,1,0.333,187,91,0.487,47,32,0.681,17,2,653.8,9,30,0,422,Avery Johnson,123,215,42,20,0,SAS,1610612759,50,15,0.882
17,31.0,1,0,0,5,"769,1610612753",0,0,0,0,0.0,1,0,0.0,0,0,0.0,2,2,3.11666666667,0,1,0,769,B.J. Armstrong,1,0,0,0,0,ORL,1610612753,1,0,0.0
18,30.0,1,2,1,5,"183,1610612765",0,20,0,0,0.0,40,24,0.6,9,5,0.556,5,3,121.891666667,12,25,0,183,Bison Dele,9,53,32,3,0,DET,1610612765,7,2,0.4
19,28.0,2,8,1,5,"448,1610612753",0,12,0,0,0.0,10,6,0.6,13,6,0.462,4,3,83.0833333333,3,9,0,448,Bo Outlaw,-17,18,15,1,0,ORL,1610612753,6,1,0.25
20,26.0,2,0,0,5,"1517,1610612750",0,3,3,0,0.0,10,2,0.2,0,0,0.0,4,3,25.69,1,3,0,1517,Bobby Jackson,-4,4,4,0,0,MIN,1610612750,1,1,0.25
21,30.0,14,1,0,5,"85,1610612745",0,5,14,5,0.357,24,11,0.458,6,6,1.0,4,3,97.7316666667,3,5,0,85,Brent Price,7,33,8,4,0,HOU,1610612745,6,1,0.25
22,27.0,14,16,20,5,"258,1610612757",3,85,0,0,0.0,119,63,0.529,72,45,0.625,13,6,482.085,34,48,1,258,Brian Grant,4,171,119,10,0,POR,1610612757,21,7,0.538
23,24.0,2,0,0,5,"1724,1610612745",0,2,0,0,0.0,1,1,1.0,2,0,0.0,1,1,4.03333333333,1,1,0,1724,Bryce Drew,3,2,3,0,0,HOU,1610612745,0,0,0.0
24,28.0,13,2,3,5,"935,1610612762",0,50,36,9,0.25,115,49,0.426,36,26,0.722,11,6,387.388333333,17,37,1,935,Bryon Russell,19,133,67,20,0,UTA,1610612762,11,5,0.455
25,36.0,15,2,7,5,"787,1610612745",3,42,7,2,0.286,68,36,0.529,30,20,0.667,4,3,156.616666667,13,12,0,787,Charles Barkley,-19,94,55,6,0,HOU,1610612745,8,1,0.25
26,24.0,1,0,1,5,"1525,1610612765",0,0,0,0,0.0,3,2,0.667,0,0,0.0,4,3,9.13333333333,1,0,0,1525,Charles O'Bannon,2,4,1,0,0,DET,1610612765,3,1,0.25
27,28.0,75,3,3,5,"369,1610612752",0,34,56,18,0.321,93,34,0.366,8,6,0.75,20,8,494.116666667,12,45,0,369,Charlie Ward,-9,92,46,35,0,NYK,1610612752,24,12,0.6
28,31.0,73,1,6,5,"164,1610612752",0,39,28,9,0.321,93,33,0.355,26,19,0.731,20,8,493.891666667,8,64,0,164,Chris Childs,59,94,47,13,0,NYK,1610612752,30,12,0.6
29,24.0,5,1,3,5,"1544,1610612737",0,13,14,4,0.286,48,16,0.333,26,23,0.885,6,4,124.801666667,6,19,0,1544,Chris Crawford,-12,59,19,1,0,ATL,1610612737,6,2,0.333
30,34.0,5,8,8,5,"201,1610612752",1,55,0,0,0.0,38,16,0.421,28,11,0.393,18,7,293.535,27,63,2,201,Chris Dudley,-31,43,82,9,0,NYK,1610612752,9,11,0.611
31,31.0,0,0,1,5,"423,1610612749",0,2,0,0,0.0,2,0,0.0,2,0,0.0,2,2,12.4633333333,1,3,0,423,Chris Gatling,-15,0,3,1,0,MIL,1610612749,2,0,0.0
32,33.0,0,0,0,5,"356,1610612756",0,1,1,1,1.0,2,2,1.0,2,0,0.0,1,1,9.41666666667,0,1,0,356,Chris Morris,2,5,1,0,0,PHX,1610612756,0,0,0.0
33,35.0,15,3,8,5,"904,1610612754",0,18,55,22,0.4,100,41,0.41,23,20,0.87,13,4,283.841666667,2,21,0,904,Chris Mullin,39,124,20,10,0,IND,1610612754,20,9,0.692
34,26.0,20,5,1,5,"185,1610612758",2,34,7,2,0.286,80,31,0.388,25,10,0.4,5,3,191.568333333,13,20,0,185,Chris Webber,-44,74,47,9,0,SAC,1610612758,20,2,0.4
35,29.0,11,1,5,5,"363,1610612765",0,8,0,0,0.0,47,20,0.426,14,11,0.786,5,3,122.543333333,6,14,0,363,Christian Laettner,-12,51,14,4,0,DET,1610612765,3,2,0.4
36,28.0,2,1,5,5,"221,1610612748",0,17,0,0,0.0,26,9,0.346,17,11,0.647,5,3,111.396666667,4,8,0,221,Clar. Weatherspoon,8,29,21,7,0,MIA,1610612748,3,2,0.4
37,32.0,8,1,3,5,"361,1610612756",0,9,9,2,0.222,40,19,0.475,11,7,0.636,3,3,117.43,7,12,0,361,Clifford Robinson,-35,47,16,6,0,PHX,1610612756,7,0,0.0
38,25.0,6,1,3,5,"722,1610612758",0,9,0,0,0.0,40,23,0.575,10,7,0.7,5,3,129.55,7,13,0,722,Corliss Williamson,-13,53,16,2,0,SAC,1610612758,6,2,0.4
39,23.0,11,0,1,5,"1749,1610612745",0,4,7,4,0.571,15,7,0.467,11,10,0.909,4,3,93.9116666667,0,11,0,1749,Cuttino Mobley,-23,28,4,2,0,HOU,1610612745,5,1,0.25
40,30.0,11,18,5,5,"905,1610612754",6,87,0,0,0.0,77,45,0.584,50,28,0.56,13,4,393.99,45,42,1,905,Dale Davis,21,118,132,10,0,IND,1610612754,21,9,0.692
41,25.0,73,1,7,5,"757,1610612757",1,34,22,10,0.455,129,49,0.38,34,24,0.706,13,6,402.858333333,7,31,0,757,Damon Stoudamire,-6,132,41,8,0,POR,1610612757,38,7,0.538
42,33.0,6,2,0,5,"105,1610612748",0,26,22,5,0.227,26,5,0.192,7,5,0.714,5,3,151.048333333,3,15,0,105,Dan Majerle,-17,20,29,5,0,MIA,1610612748,3,2,0.4
43,40.0,0,0,0,5,"7,1610612753",0,0,0,0,0.0,1,0,0.0,0,0,0.0,1,1,8.08333333333,0,0,0,7,Dan Schayes,5,0,0,0,0,ORL,1610612753,0,0,0.0
