,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,24.0,10,2,4,5,"243,1610612765",0,9,5,1,0.2,20,7,0.35,0,0,0.0,5,3,101.201666667,1,12,5,243,Aaron McKie,11,15,10,6,0,DET,1610612765,3,2,0.4
1,27.0,2,1,0,5,"228,1610612762",0,13,0,0,0.0,6,2,0.333,6,4,0.667,8,4,59.9416666667,3,5,4,228,Adam Keefe,0,8,16,2,0,UTA,1610612762,2,4,0.5
2,24.0,0,3,2,5,"673,1610612737",0,22,0,0,0.0,34,19,0.559,26,20,0.769,10,6,141.39,11,26,12,673,Alan Henderson,-17,58,33,1,0,ATL,1610612737,7,4,0.4
3,26.0,21,3,9,5,"275,1610612752",0,20,52,26,0.5,133,58,0.436,35,31,0.886,9,3,374.971666667,3,14,9,275,Allan Houston,21,173,23,6,0,NYK,1610612752,24,6,0.667
4,27.0,18,46,11,5,"297,1610612748",7,129,8,3,0.375,218,107,0.491,155,86,0.555,17,9,650.713333333,44,72,31,297,Alonzo Mourning,44,303,173,11,0,MIA,1610612748,70,8,0.471
5,23.0,1,0,0,5,"1043,1610612753",0,3,0,0,0.0,3,2,0.667,3,1,0.333,2,2,7.41,0,1,1,1043,Amal McCaskill,9,5,3,0,0,ORL,1610612753,0,0,0.0
6,25.0,17,7,7,5,"358,1610612753",1,23,30,11,0.367,111,52,0.468,54,40,0.741,5,3,228.786666667,7,14,6,358,Anfernee Hardaway,-27,155,30,12,0,ORL,1610612753,9,2,0.4
7,30.0,9,1,4,5,"193,1610612766",3,28,0,0,0.0,38,16,0.421,13,7,0.538,3,3,137.638333333,8,6,3,193,Anthony Mason,-21,39,36,1,0,CHH,1610612766,9,0,0.0
8,35.0,9,9,7,5,"156,1610612762",0,29,0,0,0.0,83,40,0.482,24,18,0.75,20,7,291.173333333,11,64,29,156,Antoine Carr,-25,98,40,6,0,UTA,1610612762,18,13,0.65
9,32.0,9,3,5,5,"717,1610612757",1,18,8,2,0.25,42,18,0.429,8,7,0.875,4,3,110.738333333,8,19,8,717,Arvydas Sabonis,-37,45,26,3,0,POR,1610612757,9,1,0.25
10,28.0,11,8,11,5,"183,1610612741",1,40,0,0,0.0,104,50,0.481,31,16,0.516,19,4,346.775,31,63,25,183,Bison Dele,57,116,71,19,0,CHI,1610612741,14,15,0.789
11,26.0,4,2,1,5,"448,1610612746",0,8,1,0,0.0,11,6,0.545,10,3,0.3,3,3,70.2266666667,6,5,5,448,Bo Outlaw,-3,15,14,1,0,LAC,1610612746,3,0,0.0
12,25.0,10,0,1,5,"699,1610612746",0,6,11,5,0.455,27,11,0.407,9,8,0.889,3,3,87.3133333333,1,10,5,699,Brent Barry,-4,35,7,4,0,LAC,1610612746,4,0,0.0
13,23.0,2,0,0,5,"967,1610612753",0,0,0,0,0.0,1,1,1.0,0,0,0.0,2,2,7.61,0,0,0,967,Brian Evans,5,2,0,1,0,ORL,1610612753,0,0,0.0
14,31.0,8,1,2,5,"216,1610612753",0,8,6,2,0.333,19,3,0.158,4,2,0.5,5,3,84.9083333333,1,5,3,216,Brian Shaw,-48,10,9,1,0,ORL,1610612753,8,2,0.4
15,26.0,28,6,8,5,"935,1610612762",1,74,101,36,0.356,193,89,0.461,43,31,0.721,20,7,785.406666667,18,59,26,935,Bryon Russell,56,245,92,21,0,UTA,1610612762,20,13,0.65
16,37.0,6,4,5,5,"433,1610612752",0,27,0,0,0.0,35,17,0.486,17,9,0.529,10,4,200.326666667,13,34,14,433,Buck Williams,8,43,40,3,0,NYK,1610612752,4,6,0.6
17,36.0,11,0,1,5,"2,1610612747",0,12,11,4,0.364,33,15,0.455,19,17,0.895,8,4,138.905,0,15,8,2,Byron Scott,69,51,12,1,0,LAL,1610612747,8,4,0.5
18,25.0,4,2,2,5,"384,1610612764",0,5,2,0,0.0,40,18,0.45,12,9,0.75,3,3,126.003333333,6,10,5,384,Calbert Cheaney,-24,45,11,3,0,WAS,1610612764,5,0,0.0
19,27.0,3,3,6,5,"76,1610612756",0,17,12,3,0.25,33,11,0.333,8,8,1.0,5,3,110.341666667,9,12,4,76,Cedric Ceballos,-17,33,26,4,0,PHX,1610612756,8,2,0.4
20,34.0,54,7,19,5,"787,1610612745",10,128,38,11,0.289,198,86,0.434,134,103,0.769,16,7,623.476666667,64,52,27,787,Charles Barkley,25,286,192,19,0,HOU,1610612745,43,9,0.563
21,40.0,1,0,0,5,"279,1610612745",0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1.68333333333,0,0,0,279,Charles Jones,0,0,0,0,0,HOU,1610612745,0,1,1.0
22,33.0,16,3,5,5,"891,1610612752",4,65,1,0,0.0,86,38,0.442,29,22,0.759,10,4,371.861666667,23,37,21,891,Charles Oakley,-1,98,88,22,0,NYK,1610612752,18,6,0.6
23,26.0,39,0,4,5,"369,1610612752",0,22,9,1,0.111,27,8,0.296,4,3,0.75,9,3,191.398333333,3,18,11,369,Charlie Ward,59,20,25,14,0,NYK,1610612752,15,6,0.667
24,24.0,0,0,0,5,"685,1610612750",0,5,0,0,0.0,3,2,0.667,0,0,0.0,1,1,12.2333333333,0,5,4,685,Cherokee Parks,-3,4,5,1,0,MIN,1610612750,0,0,0.0
25,23.0,1,0,0,5,"713,1610612750",0,2,2,0,0.0,2,0,0.0,0,0,0.0,1,1,8.75,0,0,0,713,Chris Carr,-3,0,2,0,0,MIN,1610612750,1,0,0.0
26,29.0,59,0,7,5,"164,1610612752",0,40,26,9,0.346,87,38,0.437,23,19,0.826,10,4,339.363333333,9,39,20,164,Chris Childs,-37,104,49,20,0,NYK,1610612752,28,6,0.6
27,32.0,3,5,0,5,"201,1610612757",0,18,0,0,0.0,11,5,0.455,6,2,0.333,4,3,74.6183333333,10,19,8,201,Chris Dudley,-5,12,28,2,0,POR,1610612757,0,1,0.25
28,31.0,5,3,5,5,"356,1610612762",0,27,25,8,0.32,50,20,0.4,15,9,0.6,20,7,182.84,5,18,8,356,Chris Morris,20,57,32,8,0,UTA,1610612762,6,13,0.65
29,24.0,10,7,0,5,"185,1610612764",1,17,11,5,0.455,30,19,0.633,8,4,0.5,3,3,111.981666667,7,18,12,185,Chris Webber,-1,47,24,2,0,WAS,1610612764,16,0,0.0
30,25.0,2,0,0,5,"43,1610612764",0,2,4,2,0.5,5,2,0.4,1,1,1.0,3,3,20.96,0,1,0,43,Chris Whitney,4,7,2,0,0,WAS,1610612764,5,0,0.0
31,27.0,26,8,13,5,"363,1610612737",2,53,21,4,0.19,153,62,0.405,56,48,0.857,10,6,414.336666667,19,32,16,363,Christian Laettner,3,176,72,10,0,ATL,1610612737,31,4,0.4
32,30.0,12,4,5,5,"361,1610612757",1,15,16,3,0.188,47,17,0.362,16,11,0.688,4,3,169.001666667,12,13,6,361,Clifford Robinson,-28,48,27,2,0,POR,1610612757,10,1,0.25
33,35.0,77,7,16,5,"17,1610612745",0,64,102,38,0.373,241,105,0.436,54,42,0.778,16,7,643.745,25,52,24,17,Clyde Drexler,64,290,89,26,0,HOU,1610612745,36,9,0.563
34,28.0,1,0,0,5,"916,1610612747",0,2,0,0,0.0,1,1,1.0,2,1,0.5,3,0,7.96,0,2,0,916,Corie Blount,-5,3,2,0,0,LAL,1610612747,0,3,1.0
35,31.0,43,4,8,5,"105,1610612748",0,56,74,25,0.338,117,46,0.393,28,19,0.679,17,9,514.881666667,16,31,14,105,Dan Majerle,0,136,72,21,0,MIA,1610612748,13,8,0.471
36,38.0,5,1,1,5,"7,1610612753",0,8,0,0,0.0,23,9,0.391,4,4,1.0,5,3,95.655,4,16,7,7,Dan Schayes,21,22,12,2,0,ORL,1610612753,4,2,0.4
37,31.0,7,7,4,5,"330,1610612756",1,26,3,0,0.0,45,26,0.578,15,14,0.933,5,3,120.001666667,4,21,13,330,Danny Manning,-16,66,30,4,0,PHX,1610612756,8,2,0.4
38,29.0,17,1,0,5,"353,1610612753",0,18,18,6,0.333,42,20,0.476,13,11,0.846,5,3,147.771666667,3,6,4,353,Darrell Armstrong,37,57,21,8,0,ORL,1610612753,7,2,0.4
