,BetterPPP,FG,FGA,FGAG,FGM,FGMG,FGm,FGmG,FT,GP,PPG,PPP,PlusOne,Points,Poss,PossG,SF,Score,TO,TeamIDSID,TeamName,TeamNameAbbreviation,TeamShortName,Time,WorsePPP,aFG,name,season,seasonType
0,17,53.046875,1280,15.6097560976,679,8.28048780488,601,7.32926829268,16.5977554637,82,22.7317073171,1.10099995136,3.30773774365,1864,1693,20.6463414634,14.5894861193,52.3331364442,10.7501476669,1610612764,Washington Wizards,WAS,Washington,18.9416007996,12,58.6328125,Offensive,2015,Reg
1,19,56.5320665083,1263,15.4024390244,714,8.70731707317,549,6.69512195122,12.6891734575,82,22.743902439,1.08555996418,2.2700814901,1865,1718,20.9512195122,10.7683352736,51.1641443539,15.832363213,1610612758,Sacramento Kings,SAC,Sacramento,18.5328998566,10,62.1536025337,Offensive,2015,Reg
2,15,53.1558935361,1315,16.0365853659,699,8.5243902439,616,7.51219512195,14.9425287356,82,23.5,1.10747003555,2.81609195402,1927,1740,21.2195121951,13.3908045977,51.1494252874,12.1264367816,1610612745,Houston Rockets,HOU,Houston,19.0454998016,14,60.4182509506,Offensive,2015,Reg
3,2,57.5732899023,1228,14.9756097561,707,8.62195121951,521,6.35365853659,10.7075767063,82,22.5487804878,1.15779995918,1.87852222918,1849,1597,19.4756097561,9.51784596118,52.4107701941,14.2141515341,1610612744,Golden State Warriors,GSW,GoldenState,17.4955997467,27,65.7573289902,Offensive,2015,Reg
4,10,56.0296846011,1078,13.1463414634,604,7.36585365854,474,5.78048780488,17.4796747967,82,20.3902439024,1.13278996944,4.06504065041,1672,1476,18.0,14.9051490515,53.3875338753,13.4823848238,1610612760,Oklahoma City Thunder,OKC,OklahomaCity,15.9827003479,19,61.1781076067,Offensive,2015,Reg
5,16,52.8813559322,1180,14.3902439024,624,7.60975609756,556,6.78048780488,13.2100396301,82,20.3536585366,1.10238003731,2.64200792602,1669,1514,18.4634146341,11.3606340819,51.2549537649,11.4266842801,1610612738,Boston Celtics,BOS,Boston,16.3393001556,13,58.2627118644,Offensive,2015,Reg
6,13,54.8944337812,1042,12.7073170732,572,6.9756097561,470,5.73170731707,15.5844155844,82,18.743902439,1.10895001888,3.7518037518,1537,1386,16.9024390244,14.1414141414,52.3088023088,12.9148629149,1610612754,Indiana Pacers,IND,Indiana,15.4722003937,16,59.7888675624,Offensive,2015,Reg
7,12,56.354679803,1015,12.3780487805,572,6.9756097561,443,5.40243902439,11.7288651942,82,17.9024390244,1.11804997921,2.9702970297,1468,1313,16.012195122,10.2817974105,51.6374714395,13.8613861386,1610612737,Atlanta Hawks,ATL,Atlanta,14.888299942,17,62.315270936,Offensive,2015,Reg
8,22,53.578528827,1006,12.2682926829,539,6.57317073171,467,5.69512195122,13.5885885886,82,17.5,1.07732999325,2.7027027027,1435,1332,16.243902439,11.6366366366,50.3003003003,13.5135135135,1610612756,Phoenix Suns,PHX,Phoenix,14.4861001968,7,59.2445328032,Offensive,2015,Reg
9,25,50.5671077505,1058,12.9024390244,535,6.5243902439,523,6.37804878049,12.0879120879,82,17.5,1.05128002167,2.63736263736,1435,1365,16.6463414634,10.3296703297,47.7655677656,12.967032967,1610612755,Philadelphia 76ers,PHI,Philadelphia,15.2496995926,4,58.0812854442,Offensive,2015,Reg
