,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
0,0,12,0,0020701093,,,12:00,1,0,0,0,0,,,,,,0,,,,,,0,,,,,,,,,6:12 PM
1,0,10,1,0020701093,Jump Ball Perkins vs. Blount: Tip to Pierce,,12:00,1,4,5,4,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,,,,6:12 PM
2,1,6,2,0020701093,,,11:57,1,5,4,1,2853,Earl Barron,MIA,Miami,1610612748.0,Heat,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,,,Barron P.FOUL (P1.T1),6:13 PM
3,1,2,3,0020701093,MISS Garnett 21' Jump Shot,,11:46,1,4,0,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:13 PM
4,0,4,4,0020701093,,,11:45,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,Quinn REBOUND (Off:0 Def:1),6:13 PM
5,2,5,6,0020701093,Pierce STEAL (1 STL),,11:24,1,5,4,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,,,Quinn Lost Ball Turnover (P1.T1),6:14 PM
6,1,1,7,0020701093,Garnett 17' Jump Shot (2 PTS) (Allen 1 AST),,11:10,1,4,4,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,0,,,,,,0 - 2,2,,6:14 PM
7,1,2,8,0020701093,,,10:57,1,5,0,0,2853,Earl Barron,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Barron 19' Jump Shot,6:14 PM
8,0,4,9,0020701093,,,10:56,1,5,0,0,1729,Ricky Davis,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,Davis REBOUND (Off:1 Def:0),6:14 PM
9,1,2,10,0020701093,,,10:44,1,5,0,0,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Blount 24' 3PT Jump Shot,6:14 PM
10,0,4,11,0020701093,Rondo REBOUND (Off:0 Def:1),,10:43,1,4,0,0,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:14 PM
11,1,2,12,0020701093,MISS Allen 25' 3PT Jump Shot,,10:33,1,4,0,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:14 PM
12,0,4,13,0020701093,,,10:32,1,5,0,0,1729,Ricky Davis,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,Davis REBOUND (Off:1 Def:1),6:15 PM
13,1,2,14,0020701093,,,10:19,1,5,0,0,2867,Kasib Powell,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Powell 25' 3PT Jump Shot,6:15 PM
14,0,4,15,0020701093,CELTICS Rebound,,10:17,1,2,0,0,1610612738,,,,,,0,,,,,,0,,,,,,,,,6:15 PM
15,8,1,16,0020701093,Garnett  Slam Dunk (4 PTS) (Rondo 1 AST),,10:12,1,4,4,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,0,,,,,,0 - 4,4,,6:15 PM
16,2,6,17,0020701093,Rondo S.FOUL (P1.T1),,9:57,1,4,5,1,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,,,,6:15 PM
17,11,3,18,0020701093,,,9:57,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,1 - 4,3,Quinn Free Throw 1 of 2 (1 PTS),6:16 PM
18,12,3,19,0020701093,,,9:57,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,2 - 4,2,Quinn Free Throw 2 of 2 (2 PTS),6:16 PM
19,1,2,20,0020701093,MISS Pierce 24' 3PT Jump Shot,,9:43,1,4,0,0,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:16 PM
20,0,4,21,0020701093,Perkins REBOUND (Off:1 Def:0),,9:42,1,4,0,0,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:16 PM
21,1,1,22,0020701093,Allen  3PT Jump Shot (3 PTS) (Garnett 1 AST),,9:30,1,4,4,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,2 - 7,5,,6:16 PM
22,1,2,23,0020701093,,,9:06,1,5,0,0,2853,Earl Barron,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Barron 20' Jump Shot,6:17 PM
23,0,4,24,0020701093,Garnett REBOUND (Off:0 Def:1),,9:05,1,4,0,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:17 PM
24,42,1,25,0020701093,Allen 3' Driving Layup (5 PTS),,8:58,1,4,0,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,2 - 9,7,,6:17 PM
25,1,9,26,0020701093,,,8:49,1,3,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,Heat Timeout: Regular (Reg.1 Short 0),6:17 PM
26,0,8,29,0020701093,,,8:49,1,5,5,0,2853,Earl Barron,MIA,Miami,1610612748.0,Heat,201186,Stephane Lasme,MIA,Miami,1610612748.0,Heat,0,,,,,,,,SUB: Lasme FOR Barron,6:20 PM
27,1,5,30,0020701093,,,8:40,1,5,0,0,1729,Ricky Davis,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,Davis Bad Pass Turnover (P1.T2),6:20 PM
28,1,5,31,0020701093,Allen Bad Pass Turnover (P1.T1),,8:32,1,4,5,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,2867,Kasib Powell,MIA,Miami,1610612748.0,Heat,0,,,,,,,,Powell STEAL (1 STL),6:20 PM
29,1,5,32,0020701093,Pierce STEAL (2 STL),,8:27,1,5,4,0,1729,Ricky Davis,MIA,Miami,1610612748.0,Heat,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,,,Davis Bad Pass Turnover (P2.T3),6:20 PM
30,1,2,33,0020701093,MISS Rondo 20' Jump Shot,,8:11,1,4,0,0,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:21 PM
31,0,4,34,0020701093,Perkins REBOUND (Off:2 Def:0),,8:10,1,4,0,0,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:21 PM
32,1,1,35,0020701093,Rondo 20' Jump Shot (2 PTS) (Pierce 1 AST),,8:04,1,4,4,0,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,2 - 11,9,,6:21 PM
33,1,2,36,0020701093,,,7:42,1,5,0,0,1729,Ricky Davis,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Davis 26' 3PT Jump Shot,6:21 PM
34,0,4,37,0020701093,Perkins REBOUND (Off:2 Def:1),,7:42,1,4,0,0,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:21 PM
35,2,7,39,0020701093,,,7:19,1,5,0,1,201186,Stephane Lasme,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,Lasme Violation:Defensive Goaltending,6:22 PM
36,42,1,38,0020701093,Allen 1' Driving Layup (7 PTS) (Rondo 2 AST),,7:19,1,4,4,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,0,,,,,,2 - 13,11,,6:22 PM
37,2,6,40,0020701093,Perkins S.FOUL (P1.T2),,7:03,1,4,5,1,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,0,,,,,,,,,6:22 PM
38,11,3,41,0020701093,,,7:03,1,5,0,0,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Blount Free Throw 1 of 2,6:22 PM
39,1,4,42,0020701093,,,7:03,1,3,0,0,1610612748,,,,,,0,,,,,,0,,,,,,,,Heat Rebound,6:22 PM
40,12,3,43,0020701093,,,7:03,1,5,0,0,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Blount Free Throw 2 of 2,6:23 PM
41,0,4,44,0020701093,Garnett REBOUND (Off:0 Def:2),,7:03,1,4,0,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:23 PM
42,8,5,45,0020701093,Perkins 3 Second Violation Turnover (P1.T2),,6:46,1,4,0,1,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:23 PM
43,0,8,46,0020701093,,,6:46,1,5,5,0,1548,Mark Blount,MIA,Miami,1610612748.0,Heat,201202,Joel Anthony,MIA,Miami,1610612748.0,Heat,0,,,,,,,,SUB: Anthony FOR Blount,6:23 PM
44,1,1,47,0020701093,,,6:32,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,4 - 13,9,Quinn 17' Jump Shot (4 PTS),6:24 PM
45,71,1,48,0020701093,Garnett 3' Finger Roll Layup (6 PTS),,6:13,1,4,0,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,4 - 15,11,,6:24 PM
46,5,2,49,0020701093,,,5:58,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Quinn 3' Layup,6:24 PM
47,0,4,50,0020701093,Perkins REBOUND (Off:2 Def:2),,5:57,1,4,0,0,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:24 PM
48,1,2,51,0020701093,MISS Allen 25' 3PT Jump Shot,,5:52,1,4,0,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:24 PM
49,0,4,52,0020701093,Rondo REBOUND (Off:1 Def:1),,5:51,1,4,0,0,200765,Rajon Rondo,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:24 PM
50,1,1,53,0020701093,Pierce 26' 3PT Jump Shot (3 PTS) (Garnett 2 AST),,5:39,1,4,4,0,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,0,,,,,,4 - 18,14,,6:24 PM
51,1,2,54,0020701093,,,5:17,1,5,0,0,200809,Chris Quinn,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Quinn 25' 3PT Jump Shot,6:25 PM
52,0,4,55,0020701093,Allen REBOUND (Off:0 Def:1),,5:16,1,4,0,0,951,Ray Allen,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:25 PM
53,1,5,56,0020701093,Perkins Bad Pass Turnover (P2.T3),,5:03,1,4,5,0,2570,Kendrick Perkins,BOS,Boston,1610612738.0,Celtics,2867,Kasib Powell,MIA,Miami,1610612748.0,Heat,0,,,,,,,,Powell STEAL (2 STL),6:25 PM
54,1,2,57,0020701093,,,4:51,1,5,0,0,2867,Kasib Powell,MIA,Miami,1610612748.0,Heat,0,,,,,,0,,,,,,,,MISS Powell 15' Jump Shot,6:25 PM
55,0,4,58,0020701093,CELTICS Rebound,,4:50,1,2,0,0,1610612738,,,,,,0,,,,,,0,,,,,,,,,6:25 PM
56,0,8,59,0020701093,SUB: Powe FOR Garnett,,4:50,1,4,4,0,708,Kevin Garnett,BOS,Boston,1610612738.0,Celtics,200796,Leon Powe,BOS,Boston,1610612738.0,Celtics,0,,,,,,,,,6:25 PM
57,5,2,60,0020701093,MISS Pierce 2' Layup,,4:33,1,4,0,0,1718,Paul Pierce,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:26 PM
58,0,4,61,0020701093,Powe REBOUND (Off:1 Def:0),,4:32,1,4,0,0,200796,Leon Powe,BOS,Boston,1610612738.0,Celtics,0,,,,,,0,,,,,,,,,6:26 PM
