,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,11,1,3,7,4,0.571,16,9,0.563,12,12,1.0,"DEC 27, 2016",0021600474,HOU @ DAL,30,2,2,13,34,201935,5,22016,0,6,1,W,40.8,21.28,0.798872180451
1,12,0,4,9,2,0.222,18,9,0.5,15,12,0.8,"DEC 26, 2016",0021600467,HOU vs. PHX,30,1,4,24,32,201935,5,22016,0,7,1,W,38.4,24.6,0.650406504065
2,17,0,6,6,2,0.333,13,6,0.462,3,2,0.667,"DEC 23, 2016",0021600448,HOU @ MEM,36,1,5,10,16,201935,7,22016,1,9,1,L,16.0,14.32,0.558659217877
3,14,0,4,11,5,0.455,18,8,0.444,8,6,0.75,"DEC 21, 2016",0021600435,HOU @ PHX,35,1,1,4,27,201935,5,22016,1,2,1,W,27.7714285714,21.52,0.627323420074
4,7,0,8,11,1,0.091,26,10,0.385,10,10,1.0,"DEC 20, 2016",0021600425,HOU vs. SAS,37,2,1,1,31,201935,10,22016,1,3,1,L,30.1621621622,30.4,0.509868421053
5,13,2,9,11,3,0.273,20,8,0.4,11,9,0.818,"DEC 17, 2016",0021600403,HOU @ MIN,43,0,5,4,28,201935,9,22016,1,7,1,W,23.4418604651,24.84,0.563607085346
6,13,0,9,12,6,0.5,15,7,0.467,11,9,0.818,"DEC 16, 2016",0021600395,HOU vs. NOP,34,2,2,14,29,201935,11,22016,0,4,1,W,30.7058823529,19.84,0.730846774194
7,14,0,11,6,3,0.5,7,4,0.571,4,4,1.0,"DEC 14, 2016",0021600380,HOU vs. SAC,30,0,0,29,15,201935,11,22016,1,5,1,W,18.0,8.76,0.856164383562
8,11,0,5,11,4,0.364,27,12,0.444,12,8,0.667,"DEC 12, 2016",0021600364,HOU vs. BKN,39,3,3,-2,36,201935,8,22016,2,4,1,W,33.2307692308,32.28,0.557620817844
9,16,0,9,8,2,0.25,12,4,0.333,10,8,0.8,"DEC 10, 2016",0021600352,HOU vs. DAL,40,0,1,21,18,201935,9,22016,2,4,1,W,16.2,16.4,0.548780487805
10,12,0,8,11,2,0.182,23,6,0.261,8,7,0.875,"DEC 09, 2016",0021600341,HOU @ OKC,37,1,5,2,21,201935,9,22016,2,8,1,W,20.4324324324,26.52,0.39592760181
11,8,0,6,7,4,0.571,14,8,0.571,6,5,0.833,"DEC 07, 2016",0021600326,HOU vs. LAL,30,0,0,19,25,201935,6,22016,4,4,1,W,30.0,16.64,0.751201923077
12,7,0,7,5,3,0.6,14,8,0.571,18,18,1.0,"DEC 05, 2016",0021600311,HOU vs. BOS,35,1,2,3,37,201935,8,22016,3,10,1,W,38.0571428571,21.92,0.84397810219
13,9,1,6,5,1,0.2,16,6,0.375,8,7,0.875,"DEC 02, 2016",0021600290,HOU @ DEN,33,1,3,12,20,201935,7,22016,1,5,1,W,21.8181818182,19.52,0.512295081967
14,13,1,14,11,2,0.182,23,8,0.348,14,11,0.786,"DEC 01, 2016",0021600281,HOU @ GSW,46,1,4,-6,29,201935,15,22016,2,7,1,W,22.6956521739,29.16,0.497256515775
15,7,0,2,6,2,0.333,23,8,0.348,10,8,0.8,"NOV 29, 2016",0021600265,HOU @ UTA,35,3,3,-19,26,201935,5,22016,2,2,1,L,26.7428571429,27.4,0.474452554745
16,10,1,1,12,5,0.417,22,11,0.5,13,11,0.846,"NOV 27, 2016",0021600251,HOU @ POR,34,1,3,8,38,201935,2,22016,2,5,1,W,40.2352941176,27.72,0.685425685426
17,10,0,8,11,3,0.273,18,6,0.333,8,8,1.0,"NOV 25, 2016",0021600239,HOU @ SAC,40,1,2,10,23,201935,9,22016,0,5,1,W,20.7,21.52,0.5343866171
18,15,0,6,8,3,0.375,13,7,0.538,12,12,1.0,"NOV 23, 2016",0021600219,HOU vs. TOR,41,0,4,-12,29,201935,6,22016,2,12,1,L,25.4634146341,18.28,0.793216630197
19,11,1,6,9,2,0.222,17,6,0.353,19,14,0.737,"NOV 21, 2016",0021600203,HOU @ DET,38,2,2,6,28,201935,8,22016,0,6,1,W,26.5263157895,25.36,0.552050473186
20,10,2,4,10,4,0.4,24,10,0.417,9,7,0.778,"NOV 19, 2016",0021600184,HOU vs. UTA,35,0,3,-2,31,201935,4,22016,0,0,1,W,31.8857142857,27.96,0.554363376252
21,14,0,11,8,3,0.375,17,7,0.412,11,9,0.818,"NOV 17, 2016",0021600171,HOU vs. POR,32,1,3,23,26,201935,12,22016,3,4,1,W,29.25,21.84,0.595238095238
22,13,0,4,5,1,0.2,16,4,0.25,7,4,0.571,"NOV 16, 2016",0021600164,HOU @ OKC,37,3,1,-5,13,201935,7,22016,3,6,1,L,12.6486486486,19.08,0.340670859539
23,9,1,6,8,4,0.5,20,12,0.6,5,5,1.0,"NOV 14, 2016",0021600149,HOU vs. PHI,33,1,2,23,33,201935,7,22016,1,5,1,W,36.0,22.2,0.743243243243
24,13,0,6,9,2,0.222,18,7,0.389,11,9,0.818,"NOV 12, 2016",0021600134,HOU vs. SAS,39,5,1,1,25,201935,11,22016,0,7,1,L,23.0769230769,22.84,0.547285464098
25,15,0,10,5,1,0.2,19,9,0.474,7,5,0.714,"NOV 09, 2016",0021600114,HOU @ SAS,41,2,1,13,24,201935,12,22016,1,8,1,W,21.0731707317,22.08,0.54347826087
26,15,0,5,7,3,0.429,19,9,0.474,11,11,1.0,"NOV 07, 2016",0021600094,HOU @ WAS,40,0,2,9,32,201935,5,22016,0,7,1,W,28.8,23.84,0.671140939597
27,11,0,8,8,4,0.5,19,10,0.526,7,6,0.857,"NOV 05, 2016",0021600084,HOU @ ATL,37,1,4,-8,30,201935,9,22016,3,8,1,L,29.1891891892,22.08,0.679347826087
28,15,0,5,12,5,0.417,16,9,0.563,8,7,0.875,"NOV 02, 2016",0021600058,HOU @ NYK,34,1,1,21,30,201935,6,22016,2,3,1,W,31.7647058824,19.52,0.768442622951
29,15,0,6,9,5,0.556,20,13,0.65,14,10,0.714,"NOV 01, 2016",0021600047,HOU @ CLE,38,1,3,10,41,201935,7,22016,1,1,1,L,38.8421052632,26.16,0.783639143731
30,7,0,6,9,3,0.333,23,8,0.348,12,9,0.75,"OCT 30, 2016",0021600041,HOU vs. DAL,39,1,4,1,28,201935,7,22016,1,8,1,W,25.8461538462,28.28,0.49504950495
31,8,0,6,9,4,0.444,18,9,0.5,5,4,0.8,"OCT 28, 2016",0021600023,HOU @ DAL,36,1,4,7,26,201935,7,22016,1,4,1,W,26.0,20.2,0.643564356436
32,17,0,4,7,1,0.143,19,9,0.474,16,15,0.938,"OCT 26, 2016",0021600013,HOU @ LAL,37,3,5,10,34,201935,7,22016,1,7,1,L,33.0810810811,26.04,0.652841781874
