,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,6,2,4,7,3,0.429,14,8,0.571,2,1,0.5,"JAN 13, 2017",0021600592,TOR vs. BKN,36,2,1,20,20,200768,6,22016,2,3,1,W,20.0,14.88,67.2043010753
1,9,1,3,6,5,0.833,12,7,0.583,8,5,0.625,"JAN 10, 2017",0021600572,TOR vs. BOS,42,1,3,7,24,200768,4,22016,2,4,1,W,20.5714285714,15.52,77.3195876289
2,6,0,5,3,1,0.333,7,2,0.286,10,7,0.7,"JAN 08, 2017",0021600563,TOR vs. HOU,40,0,3,-4,12,200768,5,22016,4,3,1,L,10.8,11.4,52.6315789474
3,12,1,7,9,2,0.222,17,7,0.412,14,11,0.786,"JAN 07, 2017",0021600554,TOR @ CHI,44,2,3,-3,27,200768,9,22016,3,3,2,L,22.0909090909,23.16,58.2901554404
4,5,0,5,8,4,0.5,17,10,0.588,11,9,0.818,"JAN 05, 2017",0021600537,TOR vs. UTA,41,1,2,9,33,200768,6,22016,3,2,1,W,28.9756097561,21.84,75.5494505495
5,2,0,4,7,0,0.0,9,2,0.222,2,2,1.0,"JAN 03, 2017",0021600525,TOR @ SAS,29,0,3,-30,6,200768,4,22016,0,1,1,L,7.44827586207,9.88,30.3643724696
6,7,0,8,7,6,0.857,16,12,0.75,11,11,1.0,"JAN 01, 2017",0021600512,TOR @ LAL,39,1,3,12,41,200768,9,22016,0,4,1,W,37.8461538462,20.84,98.3685220729
7,5,1,5,9,3,0.333,15,7,0.467,9,7,0.778,"DEC 29, 2016",0021600490,TOR @ PHX,38,0,4,-9,24,200768,5,22016,2,4,1,L,22.7368421053,18.96,63.2911392405
8,11,0,4,12,5,0.417,22,9,0.409,5,4,0.8,"DEC 28, 2016",0021600485,TOR @ GSW,40,2,3,4,27,200768,6,22016,2,3,1,L,24.3,24.2,55.7851239669
9,4,0,5,13,5,0.385,18,8,0.444,7,6,0.857,"DEC 26, 2016",0021600469,TOR @ POR,40,1,4,-8,27,200768,6,22016,2,3,1,W,24.3,21.08,64.0417457306
10,5,0,4,8,4,0.5,20,15,0.75,3,2,0.667,"DEC 23, 2016",0021600452,TOR @ UTA,33,0,2,21,36,200768,4,22016,2,4,1,W,39.2727272727,21.32,84.4277673546
11,8,1,3,5,3,0.6,12,8,0.667,5,4,0.8,"DEC 20, 2016",0021600420,TOR vs. BKN,34,1,2,9,23,200768,4,22016,3,3,1,W,24.3529411765,14.2,80.985915493
12,10,0,3,7,2,0.286,9,3,0.333,8,8,1.0,"DEC 18, 2016",0021600409,TOR @ ORL,35,0,1,24,16,200768,3,22016,1,4,1,W,16.4571428571,12.52,63.8977635783
13,6,0,2,8,6,0.75,16,9,0.563,6,3,0.5,"DEC 16, 2016",0021600392,TOR vs. ATL,37,0,5,17,27,200768,2,22016,0,3,1,L,26.2702702703,18.64,72.4248927039
14,7,0,3,10,5,0.5,12,6,0.5,3,3,1.0,"DEC 14, 2016",0021600374,TOR @ PHI,37,1,2,5,20,200768,4,22016,0,0,1,W,19.4594594595,13.32,75.0750750751
15,7,0,3,7,4,0.571,9,5,0.556,4,4,1.0,"DEC 12, 2016",0021600362,TOR vs. MIL,34,0,3,29,18,200768,3,22016,1,5,1,W,19.0588235294,10.76,83.6431226766
16,2,0,6,8,4,0.5,18,9,0.5,13,12,0.923,"DEC 09, 2016",0021600339,TOR @ BOS,36,1,4,12,34,200768,7,22016,3,2,1,W,34.0,23.72,71.6694772344
17,11,0,1,7,5,0.714,14,8,0.571,6,4,0.667,"DEC 08, 2016",0021600331,TOR vs. MIN,38,1,1,27,25,200768,2,22016,1,2,1,W,23.6842105263,16.64,75.1201923077
18,9,0,2,9,4,0.444,14,7,0.5,7,6,0.857,"DEC 05, 2016",0021600305,TOR vs. CLE,40,1,2,-5,24,200768,3,22016,1,2,1,L,21.6,17.08,70.2576112412
19,8,1,7,5,3,0.6,9,6,0.667,2,2,1.0,"DEC 03, 2016",0021600293,TOR vs. ATL,31,1,4,34,17,200768,8,22016,0,1,1,W,19.7419354839,9.88,86.032388664
20,7,0,4,9,6,0.667,12,8,0.667,2,2,1.0,"DEC 02, 2016",0021600284,TOR vs. LAL,31,0,1,18,24,200768,4,22016,1,4,1,W,27.8709677419,12.88,93.1677018634
21,8,0,3,7,4,0.571,13,8,0.615,10,9,0.9,"NOV 30, 2016",0021600268,TOR vs. MEM,37,0,4,1,29,200768,3,22016,2,2,1,W,28.2162162162,17.4,83.3333333333
