,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,2,0,2,1,0,0.0,22,11,0.5,8,6,0.75,"JAN 13, 2017",0021600592,TOR vs. BKN,30,2,1,1,28,201942,4,22016,0,0,1,W,33.6,25.52,54.8589341693
1,0,0,11,2,1,0.5,29,16,0.552,9,8,0.889,"JAN 10, 2017",0021600572,TOR vs. BOS,38,2,1,19,41,201942,13,22016,2,1,1,W,38.8421052632,32.96,62.1966019417
2,5,1,6,0,0,0.0,21,13,0.619,10,10,1.0,"JAN 08, 2017",0021600563,TOR vs. HOU,39,0,4,8,36,201942,6,22016,0,6,1,L,33.2307692308,25.4,70.8661417323
3,2,1,7,1,0,0.0,23,10,0.435,17,16,0.941,"JAN 07, 2017",0021600554,TOR @ CHI,43,1,3,-4,36,201942,8,22016,2,2,2,L,30.1395348837,30.48,59.0551181102
4,2,1,5,1,0,0.0,26,8,0.308,10,7,0.7,"JAN 05, 2017",0021600537,TOR vs. UTA,37,2,2,8,23,201942,7,22016,2,1,1,W,22.3783783784,30.4,37.8289473684
5,2,0,3,0,0,0.0,21,12,0.571,3,2,0.667,"JAN 03, 2017",0021600525,TOR @ SAS,32,1,2,-30,26,201942,4,22016,0,3,1,L,29.25,22.32,58.2437275986
6,3,1,1,0,0,0.0,25,10,0.4,13,11,0.846,"JAN 01, 2017",0021600512,TOR @ LAL,35,0,3,-9,31,201942,1,22016,1,1,1,W,31.8857142857,30.72,50.4557291667
7,2,0,3,3,0,0.0,18,8,0.444,10,8,0.8,"DEC 29, 2016",0021600490,TOR @ PHX,35,0,2,-10,24,201942,3,22016,0,2,1,L,24.6857142857,22.4,53.5714285714
8,6,1,4,1,0,0.0,23,10,0.435,10,9,0.9,"DEC 28, 2016",0021600485,TOR @ GSW,39,1,2,-15,29,201942,5,22016,3,0,1,L,26.7692307692,27.4,52.9197080292
9,7,0,5,1,0,0.0,22,8,0.364,7,4,0.571,"DEC 26, 2016",0021600469,TOR @ POR,37,5,1,12,20,201942,10,22016,3,3,1,W,19.4594594595,25.08,39.8724082935
10,1,0,5,1,0,0.0,24,10,0.417,6,4,0.667,"DEC 23, 2016",0021600452,TOR @ UTA,37,1,3,-11,24,201942,6,22016,4,2,1,W,23.3513513514,26.64,45.045045045
11,2,0,1,2,0,0.0,20,6,0.3,4,3,0.75,"DEC 20, 2016",0021600420,TOR vs. BKN,29,0,2,18,15,201942,1,22016,1,1,1,W,18.6206896552,21.76,34.4669117647
12,4,0,5,3,1,0.333,21,13,0.619,4,4,1.0,"DEC 18, 2016",0021600409,TOR @ ORL,30,0,2,14,31,201942,5,22016,1,3,1,W,37.2,22.76,68.1019332162
13,4,1,5,0,0,0.0,26,15,0.577,6,4,0.667,"DEC 16, 2016",0021600392,TOR vs. ATL,37,0,3,-8,34,201942,5,22016,2,3,1,L,33.0810810811,28.64,59.3575418994
14,3,0,3,1,0,0.0,18,11,0.611,11,9,0.818,"DEC 14, 2016",0021600374,TOR @ PHI,30,2,1,17,31,201942,5,22016,0,2,1,W,37.2,22.84,67.8633975482
15,3,0,2,1,1,1.0,11,7,0.636,15,15,1.0,"DEC 12, 2016",0021600362,TOR vs. MIL,32,1,0,-2,30,201942,3,22016,0,2,1,W,33.75,17.6,85.2272727273
16,2,0,5,1,0,0.0,25,9,0.36,6,6,1.0,"DEC 09, 2016",0021600339,TOR @ BOS,37,0,1,16,24,201942,5,22016,0,4,1,W,23.3513513514,27.64,43.4153400868
17,5,0,7,1,1,1.0,20,7,0.35,13,12,0.923,"DEC 08, 2016",0021600331,TOR vs. MIN,37,1,2,5,27,201942,8,22016,0,2,1,W,26.2702702703,25.72,52.4883359253
18,5,0,4,2,0,0.0,23,12,0.522,7,7,1.0,"DEC 05, 2016",0021600305,TOR vs. CLE,39,0,3,-5,31,201942,4,22016,3,1,1,L,28.6153846154,26.08,59.4325153374
19,4,0,3,1,0,0.0,16,8,0.5,6,5,0.833,"DEC 03, 2016",0021600293,TOR vs. ATL,31,0,1,13,21,201942,3,22016,1,2,1,W,24.3870967742,18.64,56.330472103
20,6,0,3,1,0,0.0,18,6,0.333,4,4,1.0,"DEC 02, 2016",0021600284,TOR vs. LAL,29,1,0,16,16,201942,4,22016,2,1,1,W,19.8620689655,19.76,40.4858299595
21,6,0,8,3,2,0.667,9,6,0.667,11,10,0.909,"NOV 30, 2016",0021600268,TOR vs. MEM,36,1,2,16,24,201942,9,22016,0,7,1,W,24.0,13.84,86.7052023121
22,5,1,5,0,0,0.0,13,4,0.308,6,6,1.0,"NOV 28, 2016",0021600254,TOR vs. PHI,31,0,1,23,14,201942,5,22016,1,3,1,W,16.2580645161,15.64,44.7570332481
23,4,0,6,2,0,0.0,18,9,0.5,10,8,0.8,"NOV 25, 2016",0021600232,TOR @ MIL,35,1,1,5,26,201942,7,22016,0,1,1,W,26.7428571429,22.4,58.0357142857
24,9,0,3,3,2,0.667,19,8,0.421,7,6,0.857,"NOV 23, 2016",0021600219,TOR @ HOU,36,2,1,17,24,201942,5,22016,2,2,1,W,24.0,22.08,54.347826087
25,7,0,3,1,0,0.0,21,11,0.524,4,3,0.75,"NOV 21, 2016",0021600207,TOR @ LAC,36,1,3,-11,25,201942,4,22016,1,1,1,L,25.0,22.76,54.920913884
26,4,0,6,1,0,0.0,15,3,0.2,6,6,1.0,"NOV 20, 2016",0021600196,TOR @ SAC,39,3,3,-17,12,201942,9,22016,0,3,1,L,11.0769230769,17.64,34.0136054422
27,4,0,5,1,0,0.0,25,12,0.48,10,6,0.6,"NOV 18, 2016",0021600181,TOR @ DEN,36,0,5,8,30,201942,5,22016,2,4,1,W,30.0,29.4,51.0204081633
28,4,0,5,4,1,0.25,18,8,0.444,17,17,1.0,"NOV 16, 2016",0021600165,TOR vs. GSW,38,1,3,1,34,201942,6,22016,1,5,1,L,32.2105263158,25.48,66.7189952904
29,4,0,5,5,2,0.4,27,10,0.37,8,4,0.5,"NOV 15, 2016",0021600153,TOR @ CLE,34,1,1,-9,26,201942,6,22016,3,2,1,L,27.5294117647,30.52,42.5950196592
30,4,0,5,1,1,1.0,23,11,0.478,13,10,0.769,"NOV 12, 2016",0021600131,TOR vs. NYK,36,2,1,7,33,201942,7,22016,2,2,1,W,33.0,28.72,57.4512534819
31,3,0,3,1,0,0.0,26,14,0.538,7,6,0.857,"NOV 11, 2016",0021600123,TOR @ CHA,36,0,1,-12,34,201942,3,22016,2,1,1,W,34.0,29.08,58.4594222834
32,6,0,4,2,0,0.0,22,13,0.591,15,11,0.733,"NOV 09, 2016",0021600112,TOR @ OKC,39,0,2,20,37,201942,4,22016,3,4,1,W,34.1538461538,28.6,64.6853146853
33,3,0,4,2,1,0.5,20,7,0.35,10,8,0.8,"NOV 06, 2016",0021600089,TOR vs. SAC,38,0,2,-12,23,201942,4,22016,0,1,1,L,21.7894736842,24.4,47.131147541
34,4,0,3,2,0,0.0,26,14,0.538,6,6,1.0,"NOV 04, 2016",0021600071,TOR vs. MIA,37,1,2,-1,34,201942,4,22016,0,4,1,W,33.0810810811,28.64,59.3575418994
