,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,7,0,9,7,4,0.571,18,13,0.722,1,1,1.0,"DEC 28, 2016",0021600479,MIL @ DET,34,0,2,27,31,203953,9,22016,1,1,1,W,32.8235294118,18.44,0.840563991323
1,4,1,5,3,0,0.0,18,7,0.389,0,0,0.0,"DEC 26, 2016",0021600461,MIL @ WAS,40,1,3,-7,14,203953,6,22016,0,4,1,L,12.6,18.0,0.388888888889
2,3,2,4,3,1,0.333,15,9,0.6,2,2,1.0,"DEC 23, 2016",0021600447,MIL vs. WAS,32,4,1,8,21,203953,8,22016,2,1,1,W,23.625,15.88,0.66120906801
3,2,1,1,5,4,0.8,20,11,0.55,1,1,1.0,"DEC 21, 2016",0021600429,MIL @ CLE,29,0,1,-17,27,203953,1,22016,0,1,1,L,33.5172413793,20.44,0.660469667319
4,3,0,6,2,0,0.0,25,13,0.52,7,4,0.571,"DEC 20, 2016",0021600423,MIL vs. CLE,46,3,3,3,30,203953,9,22016,0,1,1,L,23.4782608696,28.08,0.534188034188
5,1,0,5,0,0,0.0,8,6,0.75,0,0,0.0,"DEC 16, 2016",0021600393,MIL @ CHI,27,2,2,7,12,203953,7,22016,1,1,1,W,16.0,8.0,0.75
6,3,0,4,5,3,0.6,19,11,0.579,7,3,0.429,"DEC 15, 2016",0021600384,MIL vs. CHI,35,1,2,5,28,203953,5,22016,2,0,1,W,28.8,22.08,0.634057971014
7,2,0,1,3,2,0.667,17,11,0.647,5,3,0.6,"DEC 12, 2016",0021600362,MIL @ TOR,35,2,2,-3,27,203953,3,22016,1,2,1,L,27.7714285714,19.2,0.703125
8,0,0,4,3,1,0.333,8,3,0.375,2,1,0.5,"DEC 10, 2016",0021600346,MIL @ WAS,24,0,4,-3,8,203953,4,22016,0,3,1,L,12.0,8.88,0.45045045045
9,4,0,2,7,3,0.429,24,11,0.458,4,2,0.5,"DEC 09, 2016",0021600340,MIL vs. ATL,39,2,3,-8,27,203953,4,22016,3,2,1,L,24.9230769231,25.76,0.524068322981
10,1,0,3,5,1,0.2,23,11,0.478,5,4,0.8,"DEC 07, 2016",0021600325,MIL vs. POR,34,0,0,5,27,203953,3,22016,0,1,1,W,28.5882352941,25.2,0.535714285714
11,3,1,5,3,1,0.333,14,6,0.429,10,10,1.0,"DEC 05, 2016",0021600309,MIL vs. SAS,34,3,0,-5,23,203953,8,22016,1,2,1,L,24.3529411765,18.4,0.625
12,2,0,6,2,0,0.0,13,6,0.462,7,3,0.429,"DEC 03, 2016",0021600291,MIL vs. BKN,33,2,1,7,15,203953,8,22016,2,0,1,W,16.3636363636,16.08,0.466417910448
13,2,0,2,2,0,0.0,14,9,0.643,6,4,0.667,"DEC 01, 2016",0021600277,MIL @ BKN,29,1,1,10,22,203953,3,22016,1,0,1,W,27.3103448276,16.64,0.661057692308
14,1,0,3,3,1,0.333,17,7,0.412,3,3,1.0,"NOV 29, 2016",0021600262,MIL vs. CLE,31,1,1,-2,18,203953,4,22016,2,0,1,W,20.9032258065,18.32,0.491266375546
15,4,0,6,2,1,0.5,8,3,0.375,3,2,0.667,"NOV 27, 2016",0021600248,MIL @ ORL,29,1,1,2,9,203953,7,22016,0,2,1,W,11.1724137931,9.32,0.482832618026
16,0,0,3,5,1,0.2,14,6,0.429,2,1,0.5,"NOV 25, 2016",0021600232,MIL vs. TOR,33,1,3,-4,14,203953,4,22016,0,2,1,L,15.2727272727,14.88,0.470430107527
17,3,0,3,7,5,0.714,17,8,0.471,5,1,0.2,"NOV 21, 2016",0021600204,MIL vs. ORL,35,0,0,-1,22,203953,3,22016,3,0,1,W,22.6285714286,19.2,0.572916666667
18,5,0,2,2,1,0.5,18,11,0.611,6,5,0.833,"NOV 19, 2016",0021600191,MIL vs. GSW,37,3,1,-9,28,203953,5,22016,2,2,1,L,27.2432432432,20.64,0.678294573643
19,2,1,6,6,1,0.167,20,5,0.25,0,0,0.0,"NOV 17, 2016",0021600170,MIL @ MIA,33,2,2,-23,11,203953,8,22016,1,2,1,L,12.0,20.0,0.275
20,3,0,6,1,0,0.0,20,10,0.5,3,3,1.0,"NOV 16, 2016",0021600163,MIL @ ATL,35,2,4,-8,23,203953,8,22016,3,1,1,L,23.6571428571,21.32,0.539399624765
21,2,0,3,4,0,0.0,16,5,0.313,8,6,0.75,"NOV 12, 2016",0021600137,MIL vs. MEM,34,1,2,14,16,203953,4,22016,0,2,1,W,16.9411764706,19.52,0.409836065574
22,1,1,8,6,3,0.5,26,13,0.5,4,4,1.0,"NOV 10, 2016",0021600117,MIL vs. NOP,35,1,1,-9,33,203953,9,22016,1,0,1,L,33.9428571429,27.76,0.594380403458
23,1,0,6,1,0,0.0,16,8,0.5,0,0,0.0,"NOV 06, 2016",0021600090,MIL @ DAL,39,1,5,-19,16,203953,7,22016,1,4,1,L,14.7692307692,16.0,0.5
24,2,1,3,2,0,0.0,14,6,0.429,7,7,1.0,"NOV 05, 2016",0021600085,MIL vs. SAC,25,3,1,18,19,203953,6,22016,4,0,1,W,27.36,17.08,0.556206088993
25,3,1,5,6,4,0.667,17,11,0.647,1,1,1.0,"NOV 03, 2016",0021600066,MIL vs. IND,33,3,2,9,27,203953,8,22016,0,4,1,W,29.4545454545,17.44,0.774082568807
26,0,0,1,1,0,0.0,14,7,0.5,7,7,1.0,"NOV 01, 2016",0021600051,MIL @ NOP,29,1,1,-5,21,203953,2,22016,0,1,1,W,26.0689655172,17.08,0.614754098361
27,1,0,3,1,0,0.0,16,6,0.375,2,1,0.5,"OCT 30, 2016",0021600038,MIL @ DET,29,3,1,-10,13,203953,6,22016,0,0,1,L,16.1379310345,16.88,0.385071090047
28,4,0,6,1,0,0.0,11,5,0.455,6,4,0.667,"OCT 29, 2016",0021600031,MIL vs. BKN,35,2,1,15,14,203953,8,22016,2,2,1,W,14.4,13.64,0.513196480938
29,3,0,4,1,1,1.0,9,4,0.444,4,4,1.0,"OCT 26, 2016",0021600008,MIL vs. CHA,30,2,3,-12,13,203953,6,22016,0,3,1,L,15.6,10.76,0.604089219331
