,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,6,2,7,4,3,0.75,16,9,0.563,10,7,0.7,"JAN 14, 2017",0021600602,CHI vs. NOP,39,1,1,1,28,202710,8,22016,4,3,1,W,25.8461538462,20.4,68.6274509804
1,7,0,2,2,0,0.0,6,0,0.0,2,1,0.5,"JAN 09, 2017",0021600569,CHI vs. OKC,29,0,0,-15,1,202710,2,22016,0,1,1,L,1.24137931034,6.88,7.26744186047
2,5,0,6,8,4,0.5,25,10,0.4,20,18,0.9,"JAN 07, 2017",0021600554,CHI vs. TOR,44,4,1,8,42,202710,10,22016,2,4,2,W,34.3636363636,33.8,62.1301775148
3,8,0,3,8,3,0.375,20,7,0.35,4,3,0.75,"JAN 04, 2017",0021600532,CHI @ CLE,38,3,2,15,20,202710,6,22016,1,0,1,W,18.9473684211,21.76,45.9558823529
4,6,1,9,4,1,0.25,24,15,0.625,22,21,0.955,"JAN 02, 2017",0021600517,CHI vs. CHA,38,3,0,15,52,202710,12,22016,3,2,1,W,49.2631578947,33.68,77.1971496437
5,8,0,4,6,2,0.333,16,7,0.438,15,10,0.667,"DEC 31, 2016",0021600503,CHI vs. MIL,38,3,1,-4,26,202710,7,22016,2,3,1,L,24.6315789474,22.6,57.5221238938
6,3,0,6,3,0,0.0,17,8,0.471,11,9,0.818,"DEC 30, 2016",0021600492,CHI @ IND,38,0,5,-15,25,202710,6,22016,2,4,1,L,23.6842105263,21.84,57.2344322344
7,4,0,4,2,1,0.5,29,14,0.483,11,11,1.0,"DEC 28, 2016",0021600480,CHI vs. BKN,38,6,2,4,40,202710,10,22016,4,3,1,W,37.8947368421,33.84,59.1016548463
8,5,0,5,3,1,0.333,12,3,0.25,12,9,0.75,"DEC 26, 2016",0021600465,CHI vs. IND,40,0,1,3,16,202710,5,22016,2,2,1,W,14.4,17.28,46.2962962963
9,3,0,4,3,1,0.333,19,8,0.421,2,2,1.0,"DEC 25, 2016",0021600458,CHI @ SAS,36,1,3,-19,19,202710,5,22016,1,0,1,L,19.0,19.88,47.7867203219
10,4,1,4,4,2,0.5,19,11,0.579,2,2,1.0,"DEC 23, 2016",0021600442,CHI @ CHA,39,0,2,-7,26,202710,4,22016,0,2,1,L,24.0,19.88,65.3923541247
11,5,0,6,4,0,0.0,20,6,0.3,9,8,0.889,"DEC 21, 2016",0021600432,CHI vs. WAS,39,5,4,-6,20,202710,11,22016,0,4,1,L,18.4615384615,23.96,41.7362270451
12,6,0,2,1,1,1.0,7,6,0.857,6,6,1.0,"DEC 19, 2016",0021600414,CHI vs. DET,30,1,0,25,19,202710,3,22016,2,0,1,W,22.8,9.64,98.5477178423
13,6,0,5,5,1,0.2,14,3,0.214,0,0,0.0,"DEC 16, 2016",0021600393,CHI vs. MIL,30,2,3,-12,7,202710,7,22016,1,1,1,L,8.4,14.0,25.0
14,3,0,3,3,1,0.333,16,6,0.375,10,8,0.8,"DEC 15, 2016",0021600384,CHI @ MIL,38,0,1,-8,21,202710,3,22016,2,2,1,L,19.8947368421,20.4,51.4705882353
15,6,1,8,2,1,0.5,22,9,0.409,9,8,0.889,"DEC 13, 2016",0021600370,CHI vs. MIN,39,1,2,-15,27,202710,9,22016,3,2,1,L,24.9230769231,25.96,52.0030816641
16,4,0,6,0,0,0.0,15,8,0.533,16,15,0.938,"DEC 10, 2016",0021600350,CHI vs. MIA,38,1,2,3,31,202710,7,22016,3,2,1,W,29.3684210526,22.04,70.3266787659
17,4,1,7,3,1,0.333,14,4,0.286,5,4,0.8,"DEC 08, 2016",0021600336,CHI vs. SAS,38,2,2,6,13,202710,9,22016,2,3,1,W,12.3157894737,16.2,40.1234567901
18,4,1,6,4,0,0.0,21,11,0.524,10,10,1.0,"DEC 06, 2016",0021600317,CHI @ DET,43,0,1,-3,32,202710,6,22016,0,3,1,L,26.7906976744,25.4,62.9921259843
19,5,2,5,4,2,0.5,16,8,0.5,8,8,1.0,"DEC 05, 2016",0021600308,CHI vs. POR,37,2,1,2,26,202710,7,22016,1,2,1,L,25.2972972973,19.52,66.5983606557
20,4,0,8,3,0,0.0,18,8,0.444,12,10,0.833,"DEC 03, 2016",0021600296,CHI @ DAL,36,1,3,-10,26,202710,9,22016,2,3,1,L,26.0,23.28,55.8419243986
21,6,2,5,3,0,0.0,20,8,0.4,12,10,0.833,"DEC 02, 2016",0021600286,CHI vs. CLE,42,3,1,9,26,202710,8,22016,3,1,1,W,22.2857142857,25.28,51.4240506329
22,2,0,3,6,1,0.167,18,4,0.222,15,13,0.867,"NOV 30, 2016",0021600269,CHI vs. LAL,40,1,3,8,22,202710,4,22016,3,4,1,L,19.8,24.6,44.7154471545
23,3,0,3,2,1,0.5,15,10,0.667,6,5,0.833,"NOV 25, 2016",0021600229,CHI @ PHI,31,1,1,20,26,202710,4,22016,1,0,1,W,30.1935483871,17.64,73.6961451247
24,5,2,7,4,2,0.5,20,11,0.55,12,11,0.917,"NOV 22, 2016",0021600210,CHI @ DEN,39,0,3,18,35,202710,7,22016,0,1,1,L,32.3076923077,25.28,69.2246835443
25,6,0,3,1,0,0.0,23,14,0.609,14,12,0.857,"NOV 20, 2016",0021600198,CHI @ LAL,40,4,1,14,40,202710,7,22016,1,1,1,W,36.0,29.16,68.5871056241
26,1,0,3,5,1,0.2,18,5,0.278,12,11,0.917,"NOV 19, 2016",0021600192,CHI @ LAC,38,3,1,-8,22,202710,6,22016,1,2,1,L,20.8421052632,23.28,47.2508591065
27,3,0,10,4,2,0.5,19,7,0.368,6,4,0.667,"NOV 17, 2016",0021600173,CHI @ UTA,41,2,0,-2,20,202710,12,22016,2,1,1,W,17.5609756098,21.64,46.2107208872
28,5,0,9,1,1,1.0,16,9,0.563,8,8,1.0,"NOV 15, 2016",0021600156,CHI @ POR,34,3,2,25,27,202710,12,22016,0,4,1,W,28.5882352941,19.52,69.1598360656
29,9,0,6,3,1,0.333,23,11,0.478,14,14,1.0,"NOV 12, 2016",0021600133,CHI vs. WAS,38,2,2,16,37,202710,8,22016,3,2,1,W,35.0526315789,29.16,63.4430727023
30,5,0,3,2,1,0.5,11,5,0.455,10,9,0.9,"NOV 10, 2016",0021600118,CHI @ MIA,38,1,1,-1,20,202710,4,22016,3,2,1,W,18.9473684211,15.4,64.9350649351
31,7,0,3,9,4,0.444,24,13,0.542,12,9,0.75,"NOV 09, 2016",0021600111,CHI @ ATL,39,1,1,8,39,202710,4,22016,6,4,1,L,36.0,29.28,66.5983606557
32,7,0,3,2,0,0.0,13,5,0.385,10,10,1.0,"NOV 07, 2016",0021600096,CHI vs. ORL,31,2,0,24,20,202710,5,22016,4,3,1,W,23.2258064516,17.4,57.4712643678
33,2,0,4,1,1,1.0,7,5,0.714,6,5,0.833,"NOV 05, 2016",0021600083,CHI @ IND,32,0,3,-18,16,202710,4,22016,0,6,1,L,18.0,9.64,82.9875518672
34,2,0,3,4,1,0.25,15,7,0.467,11,11,1.0,"NOV 04, 2016",0021600073,CHI vs. NYK,37,2,0,-8,26,202710,5,22016,1,2,1,L,25.2972972973,19.84,65.5241935484
35,2,0,7,5,2,0.4,21,8,0.381,5,5,1.0,"NOV 02, 2016",0021600061,CHI @ BOS,36,2,5,-6,23,202710,9,22016,0,2,1,L,23.0,23.2,49.5689655172
36,2,0,5,3,2,0.667,10,6,0.6,9,8,0.889,"OCT 31, 2016",0021600043,CHI @ BKN,27,1,3,24,22,202710,6,22016,0,1,1,W,29.3333333333,13.96,78.7965616046
37,3,0,3,2,0,0.0,9,6,0.667,4,4,1.0,"OCT 29, 2016",0021600030,CHI vs. IND,26,2,2,11,16,202710,5,22016,1,0,1,W,22.1538461538,10.76,74.3494423792
38,3,0,4,6,4,0.667,17,6,0.353,12,8,0.667,"OCT 27, 2016",0021600015,CHI vs. BOS,37,3,2,8,24,202710,7,22016,2,0,1,W,23.3513513514,22.28,53.8599640934
