,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,11,3,6,6,2,0.333,18,9,0.5,7,3,0.429,"DEC 29, 2016",0021600488,CLE vs. BOS,44,2,2,1,23,2544,8,22016,1,8,1,W,18.8181818182,21.08,0.545540796964
1,4,1,8,8,4,0.5,22,12,0.545,7,3,0.429,"DEC 25, 2016",0021600457,CLE vs. GSW,40,5,2,4,31,2544,13,22016,2,5,1,W,27.9,25.08,0.618022328549
2,6,0,4,3,0,0.0,16,7,0.438,6,5,0.833,"DEC 23, 2016",0021600444,CLE vs. BKN,27,1,0,32,19,2544,5,22016,3,1,1,W,25.3333333333,18.64,0.509656652361
3,6,0,8,7,4,0.571,24,12,0.5,1,1,1.0,"DEC 21, 2016",0021600429,CLE vs. MIL,34,1,0,26,29,2544,9,22016,0,2,1,W,30.7058823529,24.44,0.593289689034
4,7,1,9,9,5,0.556,25,12,0.48,6,5,0.833,"DEC 20, 2016",0021600423,CLE @ MIL,47,3,2,8,34,2544,12,22016,1,2,1,W,26.0425531915,27.64,0.61505065123
5,9,2,6,5,2,0.4,18,9,0.5,11,6,0.545,"DEC 17, 2016",0021600402,CLE vs. LAL,39,1,1,17,26,2544,7,22016,2,2,1,W,24.0,22.84,0.569176882662
6,8,0,5,4,0,0.0,17,9,0.529,8,5,0.625,"DEC 13, 2016",0021600368,CLE vs. MEM,36,1,1,9,23,2544,6,22016,3,6,1,W,23.0,20.52,0.560428849903
7,10,1,8,10,5,0.5,24,17,0.708,9,5,0.556,"DEC 10, 2016",0021600349,CLE vs. CHA,42,1,3,-1,44,2544,9,22016,3,5,1,W,37.7142857143,27.96,0.786838340486
8,8,0,6,3,1,0.333,22,12,0.545,4,2,0.5,"DEC 09, 2016",0021600338,CLE vs. MIA,37,2,2,22,27,2544,8,22016,3,3,1,W,26.2702702703,23.76,0.568181818182
9,7,2,4,2,1,0.5,10,7,0.7,14,10,0.714,"DEC 07, 2016",0021600327,CLE @ NYK,32,2,2,32,25,2544,6,22016,1,4,1,W,28.125,16.16,0.773514851485
10,7,0,5,7,2,0.286,26,12,0.462,9,8,0.889,"DEC 05, 2016",0021600305,CLE @ TOR,42,3,2,9,34,2544,8,22016,2,1,1,W,29.1428571429,29.96,0.567423230975
11,13,0,5,3,1,0.333,22,13,0.591,0,0,0.0,"DEC 02, 2016",0021600286,CLE @ CHI,45,0,2,-2,27,2544,5,22016,0,8,1,L,21.6,22.0,0.613636363636
12,5,0,4,2,0,0.0,14,5,0.357,11,6,0.545,"DEC 01, 2016",0021600279,CLE vs. LAC,34,1,2,-20,16,2544,5,22016,2,5,1,L,16.9411764706,18.84,0.424628450106
13,4,0,4,8,3,0.375,16,8,0.5,7,3,0.429,"NOV 29, 2016",0021600262,CLE @ MIL,33,0,3,-12,22,2544,4,22016,0,7,1,L,24.0,19.08,0.576519916143
14,13,0,8,4,1,0.25,19,9,0.474,9,7,0.778,"NOV 27, 2016",0021600245,CLE @ PHI,42,2,0,2,26,2544,10,22016,1,5,1,W,22.2857142857,22.96,0.566202090592
15,11,0,5,5,2,0.4,13,6,0.462,5,5,1.0,"NOV 25, 2016",0021600227,CLE vs. DAL,29,0,1,33,19,2544,5,22016,1,4,1,W,23.5862068966,15.2,0.625
16,13,0,9,3,2,0.667,21,11,0.524,8,7,0.875,"NOV 23, 2016",0021600215,CLE vs. POR,38,1,0,17,31,2544,10,22016,3,3,1,W,29.3684210526,24.52,0.632137030995
17,3,1,3,3,1,0.333,14,9,0.643,3,2,0.667,"NOV 18, 2016",0021600175,CLE vs. DET,28,0,1,21,21,2544,3,22016,0,2,1,W,27.0,15.32,0.685378590078
18,15,0,9,5,2,0.4,15,10,0.667,10,6,0.6,"NOV 15, 2016",0021600153,CLE vs. TOR,38,0,2,1,28,2544,9,22016,1,5,1,W,26.5263157895,19.4,0.721649484536
19,8,1,8,5,2,0.4,21,8,0.381,2,1,0.5,"NOV 13, 2016",0021600140,CLE vs. CHA,39,0,0,12,19,2544,8,22016,1,3,1,W,17.5384615385,21.88,0.434186471664
