,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
0,1,0,3,3,1,0.333,16,7,0.438,6,6,1.0,"DEC 27, 2016",0021600474,DAL vs. HOU,32,0,2,-16,21,203084,3,22016,0,0,1,L,23.625,18.64,0.56330472103
1,1,0,7,2,1,0.5,14,6,0.429,2,2,1.0,"DEC 26, 2016",0021600466,DAL @ NOP,37,0,1,-11,15,203084,7,22016,0,2,1,L,14.5945945946,14.88,0.504032258065
2,1,1,4,2,0,0.0,19,11,0.579,3,2,0.667,"DEC 23, 2016",0021600455,DAL @ LAC,38,2,1,4,24,203084,6,22016,1,3,1,W,22.7368421053,20.32,0.590551181102
3,0,0,6,2,0,0.0,22,10,0.455,8,8,1.0,"DEC 21, 2016",0021600436,DAL @ POR,36,1,3,3,28,203084,7,22016,0,0,1,W,28.0,25.52,0.548589341693
4,1,0,2,3,1,0.333,15,9,0.6,0,0,0.0,"DEC 19, 2016",0021600417,DAL @ DEN,34,0,2,-7,19,203084,2,22016,1,1,1,L,20.1176470588,15.0,0.633333333333
5,2,1,6,2,1,0.5,15,5,0.333,6,4,0.667,"DEC 18, 2016",0021600411,DAL vs. SAC,30,3,0,9,15,203084,9,22016,3,0,1,W,18.0,17.64,0.425170068027
6,3,0,2,3,1,0.333,22,10,0.455,0,0,0.0,"DEC 16, 2016",0021600398,DAL @ UTA,37,1,2,6,21,203084,3,22016,2,1,1,L,20.4324324324,22.0,0.477272727273
7,2,0,3,5,1,0.2,18,9,0.5,0,0,0.0,"DEC 14, 2016",0021600381,DAL vs. DET,37,2,0,-3,19,203084,5,22016,2,2,2,L,18.4864864865,18.0,0.527777777778
8,1,0,2,0,0,0.0,11,6,0.545,7,6,0.857,"DEC 12, 2016",0021600365,DAL vs. DEN,32,1,0,20,18,203084,3,22016,1,2,1,W,20.25,14.08,0.639204545455
9,1,0,2,1,1,1.0,13,7,0.538,5,5,1.0,"DEC 10, 2016",0021600352,DAL @ HOU,32,2,2,-11,20,203084,4,22016,1,2,1,L,22.5,15.2,0.657894736842
10,2,0,5,3,3,1.0,17,10,0.588,4,2,0.5,"DEC 09, 2016",0021600343,DAL vs. IND,36,3,2,14,25,203084,8,22016,0,0,1,W,25.0,18.76,0.66631130064
