,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GAME_DATE,Game_ID,MATCHUP,MIN,OREB,PF,PLUS_MINUS,PTS,Player_ID,REB,SEASON_ID,STL,TOV,VIDEO_AVAILABLE,WL,PP36,TSA,TS
1,2,1,5,7,2,0.286,24,9,0.375,9,9,1.0,"DEC 25, 2016",0021600456,NYK vs. BOS,39,2,2,-7,29,2546,7,22016,1,2,1,L,26.7692307692,27.96,0.518597997139
2,3,0,7,3,0,0.0,17,5,0.294,5,5,1.0,"DEC 22, 2016",0021600438,NYK vs. ORL,29,1,2,3,15,2546,8,22016,1,1,1,W,18.6206896552,19.2,0.390625
3,4,0,4,11,7,0.636,25,13,0.52,2,2,1.0,"DEC 20, 2016",0021600421,NYK vs. IND,37,0,3,-7,35,2546,4,22016,2,0,1,W,34.0540540541,25.88,0.676197836167
4,3,0,3,2,2,1.0,14,10,0.714,8,7,0.875,"DEC 17, 2016",0021600404,NYK @ DEN,36,1,4,-21,29,2546,4,22016,1,4,1,L,29.0,17.52,0.827625570776
5,5,0,6,2,0,0.0,15,3,0.2,8,7,0.875,"DEC 13, 2016",0021600372,NYK @ PHX,39,0,2,-8,13,2546,6,22016,0,0,1,L,12.0,18.52,0.350971922246
6,7,0,7,4,0,0.0,16,4,0.25,6,5,0.833,"DEC 11, 2016",0021600360,NYK @ LAL,38,0,2,-4,13,2546,7,22016,2,4,1,W,12.3157894737,18.64,0.348712446352
7,4,1,7,10,3,0.3,22,9,0.409,14,12,0.857,"DEC 09, 2016",0021600345,NYK @ SAC,36,0,3,4,33,2546,7,22016,1,2,1,W,33.0,28.16,0.5859375
8,2,1,3,2,0,0.0,9,4,0.444,0,0,0.0,"DEC 07, 2016",0021600327,NYK vs. CLE,24,1,4,-31,8,2546,4,22016,0,3,1,L,12.0,9.0,0.444444444444
9,2,1,2,9,3,0.333,27,13,0.481,7,6,0.857,"DEC 06, 2016",0021600316,NYK @ MIA,36,1,2,25,35,2546,3,22016,0,1,1,W,35.0,30.08,0.581781914894
10,1,0,4,8,3,0.375,20,8,0.4,2,1,0.5,"DEC 04, 2016",0021600302,NYK vs. SAC,36,0,3,15,20,2546,4,22016,0,0,1,W,20.0,20.88,0.478927203065
11,3,0,5,10,5,0.5,20,9,0.45,6,6,1.0,"DEC 02, 2016",0021600285,NYK vs. MIN,34,0,2,22,29,2546,5,22016,3,1,1,W,30.7058823529,22.64,0.640459363958
12,2,0,3,6,1,0.167,16,5,0.313,4,3,0.75,"NOV 30, 2016",0021600271,NYK @ MIN,35,1,3,-17,14,2546,4,22016,3,3,1,W,14.4,17.76,0.394144144144
13,2,1,8,1,0,0.0,19,4,0.211,11,10,0.909,"NOV 28, 2016",0021600255,NYK vs. OKC,34,1,1,-9,18,2546,9,22016,1,1,1,L,19.0588235294,23.84,0.377516778523
14,2,0,7,7,2,0.286,25,7,0.28,2,2,1.0,"NOV 26, 2016",0021600241,NYK @ CHA,34,1,2,-16,18,2546,8,22016,0,2,1,L,19.0588235294,25.88,0.347758887172
15,5,1,12,6,3,0.5,25,14,0.56,4,4,1.0,"NOV 25, 2016",0021600228,NYK vs. CHA,41,2,2,7,35,2546,14,22016,2,2,1,W,30.7317073171,26.76,0.653961136024
16,0,1,4,9,3,0.333,22,7,0.318,0,0,0.0,"NOV 22, 2016",0021600208,NYK vs. POR,36,2,3,-1,17,2546,6,22016,1,1,1,W,17.0,22.0,0.386363636364
17,3,0,5,8,4,0.5,22,12,0.545,3,3,1.0,"NOV 20, 2016",0021600193,NYK vs. ATL,38,2,4,9,31,2546,7,22016,2,3,1,W,29.3684210526,23.32,0.664665523156
18,3,0,3,8,1,0.125,17,7,0.412,4,4,1.0,"NOV 17, 2016",0021600169,NYK @ WAS,35,0,4,-3,19,2546,3,22016,1,1,1,L,19.5428571429,18.76,0.506396588486
19,3,0,4,6,4,0.667,17,9,0.529,0,0,0.0,"NOV 16, 2016",0021600162,NYK vs. DET,37,1,0,-2,22,2546,5,22016,1,2,1,W,21.4054054054,17.0,0.647058823529
20,3,2,6,6,3,0.5,18,8,0.444,6,5,0.833,"NOV 14, 2016",0021600146,NYK vs. DAL,33,2,3,17,24,2546,8,22016,0,3,1,W,26.1818181818,20.64,0.581395348837
21,4,0,6,7,3,0.429,21,10,0.476,9,8,0.889,"NOV 12, 2016",0021600131,NYK @ TOR,38,0,5,-4,31,2546,6,22016,0,1,1,L,29.3684210526,24.96,0.620993589744
23,2,1,7,6,2,0.333,22,9,0.409,2,2,1.0,"NOV 09, 2016",0021600106,NYK vs. BKN,34,1,3,3,22,2546,8,22016,1,0,1,W,23.2941176471,22.88,0.480769230769
24,3,0,8,6,0,0.0,20,12,0.6,6,4,0.667,"NOV 06, 2016",0021600087,NYK vs. UTA,35,1,5,6,28,2546,9,22016,0,1,1,L,28.8,22.64,0.618374558304
25,4,1,4,6,2,0.333,22,9,0.409,5,5,1.0,"NOV 04, 2016",0021600073,NYK @ CHI,36,3,4,14,25,2546,7,22016,0,1,1,W,25.0,24.2,0.51652892562
26,1,0,6,4,1,0.25,15,8,0.533,5,4,0.8,"NOV 02, 2016",0021600058,NYK vs. HOU,31,1,3,-17,21,2546,7,22016,1,5,1,L,24.3870967742,17.2,0.610465116279
27,1,0,2,6,2,0.333,17,8,0.471,7,6,0.857,"NOV 01, 2016",0021600050,NYK @ DET,35,0,2,-7,24,2546,2,22016,4,2,1,L,24.6857142857,20.08,0.597609561753
28,5,0,6,5,1,0.2,15,5,0.333,12,9,0.75,"OCT 29, 2016",0021600028,NYK vs. MEM,36,0,2,13,20,2546,6,22016,0,3,1,W,20.0,20.28,0.493096646943
29,3,0,4,4,1,0.25,18,8,0.444,2,2,1.0,"OCT 25, 2016",0021600001,NYK @ CLE,30,1,5,-19,19,2546,5,22016,1,4,1,L,22.8,18.88,0.503177966102
