,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,34.0,0.01,0.01,5,"920,1610612742",82,62,2647.175,0.34,0.33,0.33,0.92,0.06,0.0,920,A.C. Green,0.06,0.03,0.04,0.07,DAL,1610612742,20,0.244
1,25.0,0.01,0.02,5,"243,1610612755",81,47,1814.485,0.27,0.23,0.34,0.7,0.09,0.0,243,Aaron McKie,0.02,0.03,0.03,0.06,PHI,1610612755,34,0.42
2,26.0,0.05,0.03,5,"1425,1610612760",65,16,756.911666667,0.29,0.33,0.38,0.87,0.16,0.0,1425,Aaron Williams,0.06,0.06,0.07,0.27,SEA,1610612760,49,0.754
3,28.0,0.01,0.03,5,"228,1610612762",80,19,2047.09166667,0.26,0.22,0.35,0.75,0.08,0.0,228,Adam Keefe,0.06,0.05,0.06,0.19,UTA,1610612762,61,0.763
4,23.0,0.08,0.03,5,"1502,1610612744",55,46,657.368333333,0.36,0.31,0.41,0.84,0.14,0.0,1502,Adonal Foyle,0.09,0.02,0.04,0.19,GSW,1610612744,9,0.164
5,31.0,0.0,0.0,5,"154,1610612742",1,0,2.71666666667,0.0,1.1,0.74,0.74,0.0,0.0,154,Adrian Caldwell,0.0,0.0,0.0,0.0,DAL,1610612742,1,1.0
6,25.0,0.02,0.04,5,"673,1610612737",69,27,2006.34333333,0.31,0.31,0.35,0.84,0.09,0.0,673,Alan Henderson,0.12,0.06,0.09,0.27,ATL,1610612737,42,0.609
7,27.0,0.01,0.02,5,"275,1610612752",82,39,2849.35333333,0.25,0.19,0.31,0.68,0.07,0.0,275,Allan Houston,0.05,0.06,0.1,0.14,NYK,1610612752,43,0.524
8,23.0,0.01,0.03,5,"947,1610612755",80,49,3152.17333333,0.32,0.3,0.39,0.81,0.06,0.0,947,Allen Iverson,0.04,0.12,0.13,0.24,PHI,1610612755,31,0.388
9,28.0,0.07,0.03,5,"297,1610612748",58,19,1939.31666667,0.28,0.21,0.32,0.69,0.11,0.0,297,Alonzo Mourning,0.12,0.05,0.08,0.34,MIA,1610612748,39,0.672
10,39.0,0.02,0.02,5,"175,1610612757",7,2,43.4883333333,0.16,0.18,0.3,0.41,0.28,0.0,175,Alton Lister,0.09,0.0,0.0,0.05,POR,1610612757,5,0.714
