,AGE,BLK,BLKA,CFID,CFPARAMS,GP,L,MIN,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_OFF_TOV,OPP_PTS_PAINT,PF,PFD,PLAYER_ID,PLAYER_NAME,PTS_2ND_CHANCE,PTS_FB,PTS_OFF_TOV,PTS_PAINT,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,0.012,0.023,5,"243,1610612765",5,3,0.593,0.146,0.123,0.129,0.375,0.07,0.029,243,Aaron McKie,0.012,0.0,0.012,0.047,DET,1610612765,2,0.4
1,27.0,0.009,0.0,5,"228,1610612762",8,4,0.516,0.112,0.086,0.267,0.499,0.043,0.034,228,Adam Keefe,0.034,0.0,0.017,0.034,UTA,1610612762,4,0.5
2,24.0,0.012,0.008,5,"673,1610612737",10,6,0.589,0.216,0.117,0.262,0.441,0.108,0.05,673,Alan Henderson,0.071,0.008,0.029,0.117,ATL,1610612737,4,0.4
3,26.0,0.004,0.013,5,"275,1610612752",9,3,0.558,0.159,0.13,0.191,0.402,0.021,0.013,275,Allan Houston,0.013,0.034,0.04,0.054,NYK,1610612752,6,0.667
4,27.0,0.04,0.01,5,"297,1610612748",17,9,0.563,0.144,0.099,0.198,0.391,0.062,0.027,297,Alonzo Mourning,0.042,0.021,0.031,0.147,MIA,1610612748,8,0.471
5,23.0,0.0,0.0,5,"1043,1610612753",2,2,0.522,0.0,0.282,0.141,0.563,0.07,0.07,1043,Amal McCaskill,0.0,0.0,0.0,0.282,ORL,1610612753,0,0.0
6,25.0,0.017,0.017,5,"358,1610612753",5,3,0.571,0.167,0.177,0.157,0.419,0.035,0.015,358,Anfernee Hardaway,0.02,0.037,0.082,0.14,ORL,1610612753,2,0.4
7,30.0,0.004,0.016,5,"193,1610612766",3,3,0.556,0.133,0.121,0.15,0.485,0.024,0.012,193,Anthony Mason,0.016,0.0,0.004,0.105,CHH,1610612766,0,0.0
8,35.0,0.017,0.013,5,"156,1610612762",20,7,0.555,0.149,0.112,0.187,0.377,0.122,0.055,156,Antoine Carr,0.015,0.01,0.021,0.061,UTA,1610612762,13,0.65
9,32.0,0.015,0.025,5,"717,1610612757",4,3,0.555,0.165,0.15,0.206,0.552,0.095,0.04,717,Arvydas Sabonis,0.065,0.0,0.015,0.14,POR,1610612757,1,0.25
10,28.0,0.013,0.018,5,"183,1610612741",19,4,0.571,0.124,0.066,0.115,0.323,0.104,0.041,183,Bison Dele,0.036,0.013,0.051,0.142,CHI,1610612741,15,0.789
11,26.0,0.016,0.008,5,"448,1610612746",3,3,0.568,0.057,0.097,0.081,0.372,0.04,0.04,448,Bo Outlaw,0.016,0.0,0.049,0.097,LAC,1610612746,0,0.0
12,25.0,0.0,0.006,5,"699,1610612746",3,3,0.545,0.106,0.137,0.119,0.424,0.062,0.031,699,Brent Barry,0.019,0.075,0.056,0.075,LAC,1610612746,0,0.0
13,23.0,0.0,0.0,5,"967,1610612753",2,2,0.531,0.209,0.279,0.14,0.559,0.0,0.0,967,Brian Evans,0.0,0.0,0.0,0.0,ORL,1610612753,0,0.0
14,31.0,0.007,0.013,5,"216,1610612753",5,3,0.567,0.18,0.187,0.2,0.427,0.033,0.02,216,Brian Shaw,0.013,0.0,0.02,0.013,ORL,1610612753,2,0.4
