,GAME_ID,EVENTNUM,PERIOD,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,LOC_X,LOC_Y,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE
0,0021300306,2,1,11:44,MISS Rice 21' Jump Shot,,,203318,Glen Rice Jr.,1610612764.0,0,,,0,,,Jump Shot,Missed Shot,2,-213,26,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
1,0021300306,6,1,11:17,,,MISS Foye 19' Jump Shot,200751,Randy Foye,1610612743.0,0,,,0,,,Jump Shot,Missed Shot,6,189,12,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
2,0021300306,8,1,11:05,,,Chandler 2' Reverse Layup (2 PTS),201163,Wilson Chandler,1610612743.0,0,,,0,,,Reverse Layup Shot,Made Shot,8,17,9,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
3,0021300306,9,1,10:49,MISS Ariza 24' 3PT Jump Shot,,,2772,Trevor Ariza,1610612764.0,0,,,0,,,Jump Shot,Missed Shot,9,237,34,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
4,0021300306,11,1,10:47,Booker 1' Tip Shot (2 PTS),,,202344,Trevor Booker,1610612764.0,0,,,0,,,Tip Shot,Made Shot,11,2,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
5,0021300306,13,1,10:25,Gortat 1' Driving Reverse Layup (2 PTS),,,101162,Marcin Gortat,1610612764.0,0,,,0,,,Driving Reverse Layup Shot,Made Shot,13,-5,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
6,0021300306,15,1,10:03,,,Chandler 25' 3PT Jump Shot (5 PTS) (Foye 1 AST),201163,Wilson Chandler,1610612743.0,200751,Randy Foye,1610612743.0,0,,,Jump Shot,Made Shot,15,-199,148,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
7,0021300306,16,1,9:48,Ariza 18' Jump Shot (2 PTS) (Gortat 1 AST),,,2772,Trevor Ariza,1610612764.0,101162,Marcin Gortat,1610612764.0,0,,,Jump Shot,Made Shot,16,121,138,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
8,0021300306,18,1,9:38,MISS Wall 4' Jump Shot,,,202322,John Wall,1610612764.0,0,,,0,,,Jump Shot,Missed Shot,18,39,4,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
9,0021300306,20,1,9:35,MISS Ariza 4' Jump Shot,,,2772,Trevor Ariza,1610612764.0,0,,,0,,,Jump Shot,Missed Shot,20,-41,-14,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
10,0021300306,22,1,9:32,MISS Booker 1' Layup,,,202344,Trevor Booker,1610612764.0,0,,,0,,,Layup Shot,Missed Shot,22,-7,-3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
11,0021300306,24,1,9:30,MISS Ariza 16' Jump Shot,,,2772,Trevor Ariza,1610612764.0,0,,,0,,,Jump Shot,Missed Shot,24,-4,157,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
12,0021300306,26,1,9:16,,,Faried 1' Layup (2 PTS) (Miller 1 AST),202702,Kenneth Faried,1610612743.0,1889,Andre Miller,1610612743.0,0,,,Layup Shot,Made Shot,26,-4,14,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
13,0021300306,27,1,9:01,MISS Wall 2' Layup,,,202322,John Wall,1610612764.0,0,,,0,,,Layup Shot,Missed Shot,27,-13,17,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
14,0021300306,29,1,8:54,,,MISS Hickson 16' Jump Shot,201581,JJ Hickson,1610612743.0,0,,,0,,,Jump Shot,Missed Shot,29,84,137,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
