,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,1,0,0.0,1,0,0.0,2,0,0.0,0.03,6,3,"Hill, Solomon",203524,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
1,0,0,0,0.0,0,0,0.0,0,0,0.0,0.01,6,1,"Allen, Lavoy",202730,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
2,2,3,2,0.667,4,2,0.5,7,4,0.571,0.139,6,14,"Sloan, Donald",202388,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
3,2,2,2,1.0,4,1,0.25,6,3,0.5,0.257,6,26,"Hill, George",201588,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
4,0,0,0,0.0,0,0,0.0,0,0,0.0,0.01,6,1,"Hibbert, Roy",201579,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
5,5,10,3,0.3,5,3,0.6,15,6,0.4,0.218,6,22,"Stuckey, Rodney",201155,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
6,0,0,0,0.0,0,0,0.0,0,0,0.0,0.02,6,2,"Miles, CJ",101139,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
7,1,3,0,0.0,2,1,0.5,5,1,0.2,0.099,6,10,"Mahinmi, Ian",101133,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
8,0,1,0,0.0,2,0,0.0,3,0,0.0,0.099,6,10,"West, David",2561,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
9,1,1,0,0.0,3,1,0.333,4,1,0.25,0.119,6,12,"Scola, Luis",2449,received,202331,"George, Paul",IND,1610612754,Indiana Pacers
