,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,0,0,0.0,1,0,0.0,1,0,0.0,0.086,31,31,"Portis, Bobby",1626171,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
1,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,31,1,"Bairstow, Cameron",203946,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
2,1,3,1,0.333,0,0,0.0,3,1,0.333,0.089,31,32,"McDermott, Doug",203926,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
3,0,2,0,0.0,0,0,0.0,2,0,0.0,0.039,31,14,"Snell, Tony",203503,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
4,8,14,8,0.571,0,0,0.0,14,8,0.571,0.125,31,45,"Holiday, Justin",203200,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
5,3,3,3,1.0,1,0,0.0,4,3,0.75,0.064,31,23,"Moore, E'Twaun",202734,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
6,8,10,8,0.8,0,0,0.0,10,8,0.8,0.172,31,62,"Butler, Jimmy",202710,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
7,1,2,1,0.5,1,0,0.0,3,1,0.333,0.053,31,19,"Mirotic, Nikola",202703,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
8,0,0,0,0.0,0,0,0.0,0,0,0.0,0.014,31,5,"Gibson, Taj",201959,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
9,3,5,2,0.4,0,0,0.0,5,2,0.4,0.081,31,29,"Rose, Derrick",201565,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
10,6,10,7,0.7,1,0,0.0,11,7,0.636,0.225,31,81,"Brooks, Aaron",201166,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
11,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,31,1,"Hinrich, Kirk",2550,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
12,1,2,1,0.5,0,0,0.0,2,1,0.5,0.047,31,17,"Dunleavy, Mike",2399,received,1626245,"Felicio, Cristiano",CHI,1610612741,Chicago Bulls
