,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,10,28,13,0.464,29,9,0.31,57,22,0.386,0.042,66,100,"Huertas, Marcelo",1626273,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
1,5,15,4,0.267,15,7,0.467,30,11,0.367,0.042,66,99,"Nance Jr., Larry",1626204,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
2,47,145,62,0.428,106,34,0.321,251,96,0.382,0.26,66,619,"Russell, D'Angelo",1626156,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
3,0,2,0,0.0,1,1,1.0,3,1,0.333,0.002,66,4,"Brown, Anthony",1626148,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
4,2,4,1,0.25,5,2,0.4,9,3,0.333,0.008,66,18,"Black, Tarik",204028,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
5,28,105,43,0.41,75,16,0.213,180,59,0.328,0.168,66,400,"Randle, Julius",203944,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
6,26,98,32,0.327,82,23,0.28,180,55,0.306,0.211,66,504,"Clarkson, Jordan",203903,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
7,1,4,2,0.5,4,0,0.0,8,2,0.25,0.008,66,18,"Kelly, Ryan",203527,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
8,1,3,1,0.333,4,0,0.0,7,1,0.143,0.008,66,18,"Sacre, Robert",203135,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
9,20,72,30,0.417,37,8,0.216,109,38,0.349,0.105,66,250,"Hibbert, Roy",201579,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
10,1,4,3,0.75,4,1,0.25,8,4,0.5,0.009,66,21,"Young, Nick",201156,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
11,25,60,29,0.483,54,19,0.352,114,48,0.421,0.101,66,242,"Williams, Lou",101150,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
12,12,31,12,0.387,19,6,0.316,50,18,0.36,0.036,66,85,"Bass, Brandon",101138,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
13,0,2,0,0.0,1,0,0.0,3,0,0.0,0.003,66,7,"World Peace, Metta",1897,received,977,"Bryant, Kobe",LAL,1610612747,Los Angeles Lakers
