,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,12,32,12,0.375,23,9,0.391,55,21,0.382,0.181,63,135,"McCallum, Ray",203492,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
1,4,11,2,0.182,7,3,0.429,18,5,0.278,0.051,63,38,"McLemore, Ben",203463,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
2,1,6,4,0.667,3,1,0.333,9,5,0.556,0.04,63,30,"Acy, Quincy",203112,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
3,3,6,4,0.667,0,0,0.0,6,4,0.667,0.017,63,13,"Cunningham, Jared",203099,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
4,0,0,0,0.0,1,0,0.0,1,0,0.0,0.001,63,1,"White, Royce",203091,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
5,16,37,12,0.324,26,7,0.269,63,19,0.302,0.205,63,153,"Thomas, Isaiah",202738,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
6,6,13,5,0.385,7,3,0.429,20,8,0.4,0.074,63,55,"Fredette, Jimmer",202690,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
7,5,17,6,0.353,10,3,0.3,27,9,0.333,0.072,63,54,"Williams, Derrick",202682,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
8,1,1,1,1.0,0,0,0.0,1,1,1.0,0.007,63,5,"Ndiaye, Hamady",202380,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
9,3,4,1,0.25,3,2,0.667,7,3,0.429,0.023,63,17,"Vasquez, Greivis",202349,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
10,0,5,1,0.2,0,0,0.0,5,1,0.2,0.015,63,11,"Patterson, Patrick",202335,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
11,12,21,12,0.571,17,5,0.294,38,17,0.447,0.094,63,70,"Cousins, DeMarcus",202326,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
12,2,4,0,0.0,3,2,0.667,7,2,0.286,0.032,63,24,"Thornton, Marcus",201977,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
13,1,1,0,0.0,1,1,1.0,2,1,0.5,0.003,63,2,"Mbah a Moute, Luc",201601,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
14,2,10,2,0.2,1,1,1.0,11,3,0.273,0.068,63,51,"Thompson, Jason",201574,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
15,2,3,2,0.667,2,0,0.0,5,2,0.4,0.017,63,13,"Gray, Aaron",201189,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
16,0,1,1,1.0,1,0,0.0,2,1,0.5,0.009,63,7,"Landry, Carl",201171,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
17,7,11,6,0.545,8,3,0.375,19,9,0.474,0.064,63,48,"Gay, Rudy",200752,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
18,1,1,1,1.0,0,0,0.0,1,1,1.0,0.008,63,6,"Hayes, Charles",101236,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
19,0,0,0,0.0,1,0,0.0,1,0,0.0,0.004,63,3,"Evans, Reggie",2501,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
20,4,5,4,0.8,2,1,0.5,7,5,0.714,0.015,63,11,"Salmons, John",2422,received,2566,"Outlaw, Travis",SAC,1610612758,Sacramento Kings
