,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,6,5,0.833,7,3,0.429,13,8,0.615,0.006,80,36,"Datome, Gigi",203540,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
1,0,0,0,0.0,3,0,0.0,3,0,0.0,0.002,80,10,"Mitchell, Tony",203502,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
2,0,2,0,0.0,1,0,0.0,3,0,0.0,0.002,80,9,"Siva, Peyton",203491,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
3,10,44,19,0.432,34,9,0.265,78,28,0.359,0.073,80,413,"Caldwell-Pope, Kentavious",203484,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
4,5,89,32,0.36,39,15,0.385,128,47,0.367,0.184,80,1050,"Drummond, Andre",203083,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
5,1,9,5,0.556,6,1,0.167,15,6,0.4,0.016,80,93,"Harrellson, Josh",202725,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
6,15,74,24,0.324,51,12,0.235,125,36,0.288,0.14,80,796,"Singler, Kyle",202713,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
7,34,143,54,0.378,98,42,0.429,241,96,0.398,0.234,80,1335,"Monroe, Greg",202328,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
8,5,22,12,0.545,18,4,0.222,40,16,0.4,0.037,80,210,"Jerebko, Jonas",201973,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
9,13,59,28,0.475,36,14,0.389,95,42,0.442,0.072,80,410,"Stuckey, Rodney",201155,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
10,2,6,3,0.5,14,2,0.143,20,5,0.25,0.012,80,71,"Bynum, Will",101198,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
11,2,8,4,0.5,4,1,0.25,12,5,0.417,0.013,80,72,"Villanueva, Charlie",101111,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
12,43,109,45,0.413,111,39,0.351,220,84,0.382,0.197,80,1121,"Smith, Josh",2746,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
13,1,14,4,0.286,5,2,0.4,19,6,0.316,0.012,80,70,"Billups, Chauncey",1497,received,201943,"Jennings, Brandon",DET,1610612765,Detroit Pistons
