,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,1,4,1,0.25,0,0,0.0,4,1,0.25,0.027,24,16,"Dragic, Zoran",204054,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
1,5,25,14,0.56,4,0,0.0,29,14,0.483,0.139,24,83,"Johnson, Tyler",204020,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
2,4,9,6,0.667,5,2,0.4,14,8,0.571,0.063,24,38,"Napier, Shabazz",203894,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
3,2,5,3,0.6,0,0,0.0,5,3,0.6,0.035,24,21,"Ennis, James",203516,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
4,0,0,0,0.0,0,0,0.0,0,0,0.0,0.02,24,12,"Whiteside, Hassan",202355,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
5,2,24,8,0.333,1,0,0.0,25,8,0.32,0.08,24,48,"Walker, Henry",201611,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
6,6,23,8,0.348,8,1,0.125,31,9,0.29,0.179,24,107,"Dragic, Goran",201609,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
7,12,39,18,0.462,8,3,0.375,47,21,0.447,0.257,24,154,"Chalmers, Mario",201596,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
8,2,4,3,0.75,2,2,1.0,6,5,0.833,0.032,24,19,"Deng, Luol",2736,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
9,0,1,0,0.0,0,0,0.0,1,0,0.0,0.012,24,7,"Haslem, Udonis",2617,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
10,5,28,14,0.5,5,0,0.0,33,14,0.424,0.11,24,66,"Wade, Dwyane",2548,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
11,0,6,1,0.167,1,0,0.0,7,1,0.143,0.047,24,28,"Andersen, Chris",2365,received,201563,"Beasley, Michael",MIA,1610612748,Miami Heat
