,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,31,72,39,0.542,9,4,0.444,81,43,0.531,0.242,29,248,"Galloway, Langston",204038,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
1,3,8,3,0.375,0,0,0.0,8,3,0.375,0.022,29,23,"Wear, Travis",204037,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
2,5,13,7,0.538,2,1,0.5,15,8,0.533,0.043,29,44,"Early, Cleanthony",203921,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
3,7,19,7,0.368,3,2,0.667,22,9,0.409,0.067,29,69,"Hardaway Jr., Tim",203501,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
4,19,41,16,0.39,13,5,0.385,54,21,0.389,0.18,29,185,"Larkin, Shane",203499,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
5,3,5,2,0.4,2,1,0.5,7,3,0.429,0.021,29,22,"Ledo, Ricky",203495,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
6,19,50,25,0.5,3,0,0.0,53,25,0.472,0.136,29,140,"Shved, Alexey",203144,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
7,2,5,2,0.4,0,0,0.0,5,2,0.4,0.013,29,13,"Prigioni, Pablo",203143,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
8,3,8,3,0.375,2,0,0.0,10,3,0.3,0.025,29,26,"Acy, Quincy",203112,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
9,5,14,4,0.286,5,1,0.2,19,5,0.263,0.059,29,61,"Thomas, Lance",202498,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
10,2,6,2,0.333,0,0,0.0,6,2,0.333,0.019,29,20,"Aldrich, Cole",202332,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
11,4,16,7,0.438,0,0,0.0,16,7,0.438,0.046,29,47,"Smith, Jason",201160,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
12,11,27,15,0.556,2,1,0.5,29,16,0.552,0.068,29,70,"Amundson, Lou",200811,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
13,2,9,2,0.222,0,0,0.0,9,2,0.222,0.04,29,41,"Calderon, Jose",101181,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
14,0,1,1,1.0,0,0,0.0,1,1,1.0,0.003,29,3,"Smith, J.R.",2747,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
15,1,1,1,1.0,0,0,0.0,1,1,1.0,0.008,29,8,"Anthony, Carmelo",2546,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
16,0,0,0,0.0,0,0,0.0,0,0,0.0,0.006,29,6,"Stoudemire, Amar'e",2405,received,200745,"Bargnani, Andrea",NYK,1610612752,New York Knicks
