,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,12,92,36,0.391,60,22,0.367,152,58,0.382,0.165,81,1052,"Kaminsky, Frank",1626163,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
1,5,35,18,0.514,13,5,0.385,48,23,0.479,0.032,81,207,"Hairston, PJ",203798,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
2,0,14,4,0.286,6,2,0.333,20,6,0.3,0.013,81,82,"Daniels, Troy",203584,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
3,13,75,35,0.467,39,12,0.308,114,47,0.412,0.083,81,526,"Zeller, Cody",203469,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
4,1,1,0,0.0,2,1,0.5,3,1,0.333,0.003,81,17,"Roberts, Brian",203148,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
5,5,23,9,0.391,12,4,0.333,35,13,0.371,0.032,81,202,"Lamb, Jeremy",203087,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
6,0,5,0,0.0,6,1,0.167,11,1,0.091,0.006,81,36,"Kidd-Gilchrist, Michael",203077,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
7,23,65,35,0.538,51,18,0.353,116,53,0.457,0.062,81,394,"Lin, Jeremy",202391,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
8,0,4,1,0.25,0,0,0.0,4,1,0.25,0.003,81,21,"Hansbrough, Tyler",201946,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
9,68,137,63,0.46,130,57,0.438,267,120,0.449,0.168,81,1073,"Batum, Nicolas",201587,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
10,10,31,14,0.452,33,13,0.394,64,27,0.422,0.035,81,223,"Lee, Courtney",201584,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
11,12,32,18,0.563,17,4,0.235,49,22,0.449,0.033,81,210,"Hawes, Spencer",201150,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
12,21,181,74,0.409,82,28,0.341,263,102,0.388,0.328,81,2091,"Williams, Marvin",101107,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
13,13,32,16,0.5,17,7,0.412,49,23,0.469,0.037,81,236,"Jefferson, Al",2744,received,202689,"Walker, Kemba",CHA,1610612766,Charlotte Hornets
