,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,2,5,4,0.8,0,0,0.0,5,4,0.8,0.028,32,17,"Toupane, Axel",1626253,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
1,11,27,11,0.407,0,0,0.0,27,11,0.407,0.171,32,104,"Mudiay, Emmanuel",1626144,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
2,3,13,4,0.308,0,0,0.0,13,4,0.308,0.043,32,26,"Jokic, Nikola",203999,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
3,0,2,1,0.5,0,0,0.0,2,1,0.5,0.015,32,9,"Sampson, JaKarr",203960,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
4,1,1,1,1.0,0,0,0.0,1,1,1.0,0.002,32,1,"Kilpatrick, Sean",203930,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
5,5,21,6,0.286,0,0,0.0,21,6,0.286,0.074,32,45,"Harris, Gary",203914,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
6,2,5,2,0.4,0,0,0.0,5,2,0.4,0.035,32,21,"Lauvergne, Joffrey",203530,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
7,0,0,0,0.0,0,0,0.0,0,0,0.0,0.002,32,1,"Papanikolaou, Kostas",203123,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
8,12,31,13,0.419,3,0,0.0,34,13,0.382,0.191,32,116,"Barton, Will",203115,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
9,0,0,0,0.0,0,0,0.0,0,0,0.0,0.008,32,5,"Faried, Kenneth",202702,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
10,7,14,8,0.571,0,0,0.0,14,8,0.571,0.064,32,39,"Arthur, Darrell",201589,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
11,18,25,21,0.84,0,0,0.0,25,21,0.84,0.15,32,91,"Augustin, D.J.",201571,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
12,5,14,5,0.357,0,0,0.0,14,5,0.357,0.063,32,38,"Gallinari, Danilo",201568,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
13,3,21,5,0.238,0,0,0.0,21,5,0.238,0.105,32,64,"Foye, Randy",200751,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
14,4,6,4,0.667,0,0,0.0,6,4,0.667,0.038,32,23,"Nelson, Jameer",2749,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
15,2,4,2,0.5,0,0,0.0,4,2,0.5,0.013,32,8,"Miller, Mike",2034,received,203994,"Nurkic, Jusuf",DEN,1610612743,Denver Nuggets
