,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,1,6,2,0.333,0,0,0.0,6,2,0.333,0.056,54,38,"Sampson, JaKarr",203960,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
1,5,15,7,0.467,0,0,0.0,15,7,0.467,0.051,54,35,"Grant, Jerami",203924,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
2,2,5,3,0.6,0,0,0.0,5,3,0.6,0.016,54,11,"Robinson, Glenn",203922,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
3,5,12,7,0.583,0,0,0.0,12,7,0.583,0.048,54,33,"Covington, Robert",203496,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
4,5,23,7,0.304,0,0,0.0,23,7,0.304,0.162,54,111,"Canaan, Isaiah",203477,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
5,0,2,0,0.0,0,0,0.0,2,0,0.0,0.018,54,12,"Noel, Nerlens",203457,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
6,3,5,3,0.6,0,0,0.0,5,3,0.6,0.034,54,23,"Sims, Henry",203156,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
7,5,16,6,0.375,0,0,0.0,16,6,0.375,0.073,54,50,"Thompson, Hollis",203138,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
8,2,5,4,0.8,0,0,0.0,5,4,0.8,0.039,54,27,"Aldemir, Furkan",203128,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
9,12,23,14,0.609,1,0,0.0,24,14,0.583,0.136,54,93,"Smith, Ish",202397,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
10,0,2,0,0.0,0,0,0.0,2,0,0.0,0.018,54,12,"Mbah a Moute, Luc",201601,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
11,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,54,2,"McGee, JaVale",201580,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
12,1,5,1,0.2,0,0,0.0,5,1,0.2,0.016,54,11,"Richardson, Jason",2202,received,203080,"Robinson, Thomas",PHI,1610612755,Philadelphia 76ers
13,2,5,2,0.4,0,0,0.0,5,2,0.4,0.028,54,19,"McCollum, CJ",203468,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
14,1,2,1,0.5,0,0,0.0,2,1,0.5,0.006,54,4,"Crabbe, Allen",203459,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
15,3,8,4,0.5,0,0,0.0,8,4,0.5,0.031,54,21,"Barton, Will",203115,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
16,0,1,0,0.0,0,0,0.0,1,0,0.0,0.01,54,7,"Leonard, Meyers",203086,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
17,3,11,3,0.273,0,0,0.0,11,3,0.273,0.089,54,61,"Lillard, Damian",203081,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
18,5,7,4,0.571,0,0,0.0,7,4,0.571,0.028,54,19,"Matthews, Wesley",202083,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
19,0,1,0,0.0,0,0,0.0,1,0,0.0,0.007,54,5,"Claver, Victor",201964,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
20,11,16,11,0.688,0,0,0.0,16,11,0.688,0.053,54,36,"Batum, Nicolas",201587,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
21,0,0,0,0.0,0,0,0.0,0,0,0.0,0.006,54,4,"Freeland, Joel",200777,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
22,0,0,0,0.0,0,0,0.0,0,0,0.0,0.01,54,7,"Aldridge, LaMarcus",200746,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
23,1,2,1,0.5,0,0,0.0,2,1,0.5,0.009,54,6,"Wright, Dorell",2748,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
24,4,11,5,0.455,0,0,0.0,11,5,0.455,0.041,54,28,"Blake, Steve",2581,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
25,0,3,0,0.0,0,0,0.0,3,0,0.0,0.013,54,9,"Kaman, Chris",2549,received,203080,"Robinson, Thomas",POR,1610612757,Portland Trail Blazers
