,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,1,9,0,0.0,3,1,0.333,12,1,0.083,0.017,81,45,"Raduljica, Miroslav",203545,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
1,22,29,19,0.655,17,5,0.294,46,24,0.522,0.058,81,152,"Antetokounmpo, Giannis",203507,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
2,28,44,16,0.364,39,18,0.462,83,34,0.41,0.122,81,321,"Wolters, Nate",203489,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
3,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,81,1,"Stephens, DJ",203474,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
4,26,37,20,0.541,18,11,0.611,55,31,0.564,0.077,81,201,"Henson, John",203089,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
5,0,1,0,0.0,0,0,0.0,1,0,0.0,0.002,81,6,"Wright, Chris",202874,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
6,104,166,82,0.494,98,45,0.459,264,127,0.481,0.328,81,861,"Knight, Brandon",202688,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
7,7,13,6,0.462,8,2,0.25,21,8,0.381,0.028,81,73,"Adrien, Jeff",202399,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
8,6,16,6,0.375,2,1,0.5,18,7,0.389,0.017,81,45,"Neal, Gary",202390,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
9,2,9,4,0.444,3,0,0.0,12,4,0.333,0.02,81,52,"Sanders, Larry",202336,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
10,5,10,4,0.4,6,3,0.5,16,7,0.438,0.027,81,72,"Udoh, Ekpe",202327,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
11,10,23,12,0.522,18,5,0.278,41,17,0.415,0.045,81,117,"Mayo, O.J.",201564,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
12,25,29,16,0.552,28,12,0.429,57,28,0.491,0.063,81,166,"Sessions, Ramon",201196,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
13,17,38,12,0.316,17,8,0.471,55,20,0.364,0.061,81,159,"Ilyasova, Ersan",101141,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
14,17,43,19,0.442,15,6,0.4,58,25,0.431,0.067,81,175,"Pachulia, Zaza",2585,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
15,6,16,7,0.438,6,1,0.167,22,8,0.364,0.034,81,89,"Ridnour, Luke",2557,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
16,11,18,11,0.611,7,2,0.286,25,13,0.52,0.035,81,92,"Butler, Caron",2406,received,203114,"Middleton, Khris",MIL,1610612749,Milwaukee Bucks
