,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,3,7,3,0.429,2,1,0.5,9,4,0.444,0.058,36,14,"Dieng, Gorgui",203476,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
1,3,8,3,0.375,1,1,1.0,9,4,0.444,0.111,36,27,"Shved, Alexey",203144,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
2,0,4,0,0.0,1,0,0.0,5,0,0.0,0.041,36,10,"Hummel, Robbie",203133,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
3,0,0,0,0.0,0,0,0.0,0,0,0.0,0.004,36,1,"Williams, Derrick",202682,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
4,1,6,3,0.5,0,0,0.0,6,3,0.5,0.099,36,24,"Price, A.J.",201985,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
5,2,7,5,0.714,0,0,0.0,7,5,0.714,0.066,36,16,"Budinger, Chase",201978,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
6,4,8,6,0.75,2,0,0.0,10,6,0.6,0.066,36,16,"Cunningham, Dante",201967,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
7,5,15,8,0.533,3,0,0.0,18,8,0.444,0.123,36,30,"Rubio, Ricky",201937,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
8,0,6,1,0.167,0,0,0.0,6,1,0.167,0.049,36,12,"Mbah a Moute, Luc",201601,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
9,0,0,0,0.0,0,0,0.0,0,0,0.0,0.008,36,2,"Pekovic, Nikola",201593,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
10,4,7,4,0.571,0,0,0.0,7,4,0.571,0.045,36,11,"Love, Kevin",201567,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
11,0,0,0,0.0,0,0,0.0,0,0,0.0,0.008,36,2,"Brewer, Corey",201147,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
12,9,25,12,0.48,2,1,0.5,27,13,0.481,0.309,36,75,"Barea, Jose Juan",200826,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
13,1,1,1,1.0,0,0,0.0,1,1,1.0,0.004,36,1,"Turiaf, Ronny",101142,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
14,0,0,0,0.0,0,0,0.0,0,0,0.0,0.008,36,2,"Martin, Kevin",2755,received,203498,"Muhammad, Shabazz",MIN,1610612750,Minnesota Timberwolves
