,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,79,4,"Black, Tarik",204028,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
1,2,7,2,0.286,0,0,0.0,7,2,0.286,0.019,79,23,"Brown, Jabari",203913,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
2,14,29,14,0.483,0,0,0.0,29,14,0.483,0.079,79,98,"Clarkson, Jordan",203903,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
3,6,18,6,0.333,0,0,0.0,18,6,0.333,0.041,79,51,"Kelly, Ryan",203527,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
4,0,1,0,0.0,0,0,0.0,1,0,0.0,0.008,79,10,"Blue, Vander",203505,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
5,2,10,4,0.4,0,0,0.0,10,4,0.4,0.028,79,35,"Sacre, Robert",203135,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
6,3,4,3,0.75,0,0,0.0,4,3,0.75,0.015,79,18,"Buycks, Dwight",202779,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
7,56,79,59,0.747,0,0,0.0,79,59,0.747,0.22,79,273,"Lin, Jeremy",202391,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
8,1,2,2,1.0,0,0,0.0,2,2,1.0,0.002,79,3,"Henry, Xavier",202333,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
9,21,35,23,0.657,0,0,0.0,35,23,0.657,0.098,79,121,"Johnson, Wesley",202325,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
10,13,26,17,0.654,0,0,0.0,26,17,0.654,0.064,79,79,"Ellington, Wayne",201961,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
11,3,9,4,0.444,0,0,0.0,9,4,0.444,0.073,79,90,"Hill, Jordan",201941,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
12,1,5,1,0.2,0,0,0.0,5,1,0.2,0.025,79,31,"Young, Nick",201156,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
13,34,53,37,0.698,0,0,0.0,53,37,0.698,0.162,79,201,"Price, Ronnie",101179,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
14,9,18,13,0.722,0,0,0.0,18,13,0.722,0.065,79,80,"Boozer, Carlos",2430,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
15,19,40,19,0.475,0,0,0.0,40,19,0.475,0.098,79,122,"Bryant, Kobe",977,received,202334,"Davis, Ed",LAL,1610612747,Los Angeles Lakers
