,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,30,56,32,0.571,0,0,0.0,56,32,0.571,0.183,69,134,"Dellavedova, Matthew",203521,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
1,5,8,6,0.75,0,0,0.0,8,6,0.75,0.019,69,14,"Karasev, Sergey",203508,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
2,3,4,3,0.75,0,0,0.0,4,3,0.75,0.011,69,8,"Felix, Carrick",203467,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
3,2,4,3,0.75,0,0,0.0,4,3,0.75,0.03,69,22,"Bennett, Anthony",203461,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
4,20,34,21,0.618,0,0,0.0,34,21,0.618,0.135,69,99,"Waiters, Dion",203079,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
5,1,2,1,0.5,0,0,0.0,2,1,0.5,0.034,69,25,"Thompson, Tristan",202684,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
6,19,32,18,0.563,0,0,0.0,32,18,0.563,0.138,69,101,"Irving, Kyrie",202681,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
7,0,1,0,0.0,0,0,0.0,1,0,0.0,0.001,69,1,"Edwards, Shane",202197,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
8,3,7,3,0.429,0,0,0.0,7,3,0.429,0.035,69,26,"Gee, Alonzo",202087,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
9,0,0,0,0.0,0,0,0.0,0,0,0.0,0.014,69,10,"Clark, Earl",201947,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
10,0,0,0,0.0,0,0,0.0,0,0,0.0,0.008,69,6,"Hawes, Spencer",201150,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
11,0,2,0,0.0,0,0,0.0,2,0,0.0,0.015,69,11,"Miles, CJ",101139,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
12,32,65,32,0.492,0,0,0.0,65,32,0.492,0.238,69,175,"Jack, Jarrett",101127,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
13,6,8,6,0.75,0,0,0.0,8,6,0.75,0.04,69,29,"Varejao, Anderson",2760,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
14,4,10,4,0.4,0,0,0.0,10,4,0.4,0.099,69,73,"Deng, Luol",2736,received,203092,"Zeller, Tyler",CLE,1610612739,Cleveland Cavaliers
