,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.005,57,3,"Tavares, Walter",204002,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
1,3,5,1,0.2,4,2,0.5,9,3,0.333,0.038,57,25,"Patterson, Lamar",203934,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
2,5,6,4,0.667,4,1,0.25,10,5,0.5,0.069,57,45,"Hardaway Jr., Tim",203501,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
3,12,17,8,0.471,11,4,0.364,28,12,0.429,0.227,57,149,"Schroder, Dennis",203471,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
4,2,2,2,1.0,0,0,0.0,2,2,1.0,0.029,57,19,"Holiday, Justin",203200,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
5,1,3,1,0.333,1,0,0.0,4,1,0.25,0.061,57,40,"Bazemore, Kent",203145,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
6,5,5,4,0.8,1,1,1.0,6,5,0.833,0.03,57,20,"Scott, Mike",203118,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
7,7,9,6,0.667,4,2,0.5,13,8,0.615,0.11,57,72,"Mack, Shelvin",202714,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
8,12,18,11,0.611,8,1,0.125,26,12,0.462,0.159,57,104,"Teague, Jeff",201952,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
9,1,1,1,1.0,0,0,0.0,1,1,1.0,0.002,57,1,"Splitter, Tiago",201168,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
10,2,3,2,0.667,0,0,0.0,3,2,0.667,0.018,57,12,"Horford, Al",201143,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
11,4,7,5,0.714,1,0,0.0,8,5,0.625,0.069,57,45,"Millsap, Paul",200794,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
12,3,7,3,0.429,2,0,0.0,9,3,0.333,0.101,57,66,"Sefolosha, Thabo",200757,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
13,1,2,1,0.5,0,0,0.0,2,1,0.5,0.009,57,6,"Humphries, Kris",2743,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
14,4,5,3,0.6,2,1,0.5,7,4,0.571,0.058,57,38,"Korver, Kyle",2594,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
15,1,3,1,0.333,0,0,0.0,3,1,0.333,0.017,57,11,"Hinrich, Kirk",2550,received,203488,"Muscala, Mike",ATL,1610612737,Atlanta Hawks
