,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,1,0,0.0,0,0,0.0,1,0,0.0,0.002,25,1,"Antic, Pero",203544,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
1,2,6,3,0.5,0,0,0.0,6,3,0.5,0.094,25,41,"Schroder, Dennis",203471,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
2,0,0,0,0.0,0,0,0.0,0,0,0.0,0.007,25,3,"Nunnally, James",203263,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
3,2,5,2,0.4,0,0,0.0,5,2,0.4,0.032,25,14,"Scott, Mike",203118,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
4,0,0,0,0.0,0,0,0.0,0,0,0.0,0.005,25,2,"Cunningham, Jared",203099,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
5,0,1,1,1.0,0,0,0.0,1,1,1.0,0.014,25,6,"Jenkins, John",203098,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
6,8,15,9,0.6,0,0,0.0,15,9,0.6,0.154,25,67,"Mack, Shelvin",202714,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
7,1,2,1,0.5,0,0,0.0,2,1,0.5,0.074,25,32,"Carroll, DeMarre",201960,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
8,9,19,9,0.474,0,0,0.0,19,9,0.474,0.247,25,107,"Teague, Jeff",201952,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
9,1,3,1,0.333,0,0,0.0,3,1,0.333,0.051,25,22,"Martin, Cartier",201858,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
10,1,1,1,1.0,0,0,0.0,1,1,1.0,0.016,25,7,"Horford, Al",201143,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
11,6,12,6,0.5,0,0,0.0,12,6,0.5,0.067,25,29,"Millsap, Paul",200794,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
12,6,10,6,0.6,0,0,0.0,10,6,0.6,0.092,25,40,"Williams, Lou",101150,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
13,3,10,4,0.4,0,0,0.0,10,4,0.4,0.145,25,63,"Korver, Kyle",2594,received,202970,"Ayon, Gustavo",ATL,1610612737,Atlanta Hawks
