,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,2,2,1,0.5,3,1,0.333,5,2,0.4,0.005,79,10,"Cotton, Bryce",1962937348,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
1,3,2,2,1.0,2,2,1.0,4,4,1.0,0.004,79,9,"Williams, Alan",1626210,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
2,34,41,17,0.415,68,25,0.368,109,42,0.385,0.127,79,281,"Booker, Devin",1626164,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
3,11,11,4,0.364,17,7,0.412,28,11,0.393,0.035,79,78,"Warren, TJ",203933,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
4,0,0,0,0.0,0,0,0.0,0,0,0.0,0.001,79,2,"Jefferson, Cory",203928,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
5,1,1,1,1.0,2,1,0.5,3,2,0.667,0.005,79,10,"McRae, Jordan",203895,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
6,10,4,2,0.5,15,8,0.533,19,10,0.526,0.022,79,49,"Pressey, Phil",203515,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
7,2,0,0,0.0,4,2,0.5,4,2,0.5,0.008,79,18,"Brown, Lorenzo",203485,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
8,24,39,18,0.462,31,11,0.355,70,29,0.414,0.125,79,277,"Goodwin, Archie",203462,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
9,10,9,6,0.667,16,6,0.375,25,12,0.48,0.05,79,111,"Len, Alex",203458,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
10,0,0,0,0.0,0,0,0.0,0,0,0.0,0.004,79,8,"Johnson, Orlando",203111,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
11,11,13,7,0.538,12,6,0.5,25,13,0.52,0.025,79,56,"Jenkins, John",203098,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
12,8,10,3,0.3,15,6,0.4,25,9,0.36,0.043,79,96,"Leuer, Jon",202720,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
13,8,6,3,0.5,11,5,0.455,17,8,0.471,0.019,79,42,"Morris, Markieff",202693,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
14,37,32,16,0.5,76,27,0.355,108,43,0.398,0.142,79,313,"Knight, Brandon",202688,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
15,19,14,9,0.643,43,15,0.349,57,24,0.421,0.072,79,158,"Bledsoe, Eric",202339,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
16,2,5,3,0.6,3,1,0.333,8,4,0.5,0.01,79,21,"Budinger, Chase",201978,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
17,14,13,6,0.462,20,9,0.45,33,15,0.455,0.032,79,70,"Weems, Sonny",201603,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
18,21,28,9,0.321,48,19,0.396,76,28,0.368,0.088,79,195,"Tucker, PJ",200782,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
19,34,38,17,0.447,61,25,0.41,99,42,0.424,0.143,79,315,"Price, Ronnie",101179,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
20,1,2,1,0.5,1,1,1.0,3,2,0.667,0.003,79,7,"Humphries, Kris",2743,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
21,2,11,4,0.364,6,2,0.333,17,6,0.353,0.037,79,82,"Chandler, Tyson",2199,received,203141,"Teletovic, Mirza",PHX,1610612756,Phoenix Suns
