,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,2,6,2,0.333,5,3,0.6,11,5,0.455,0.009,81,38,"Young, Joe",1626202,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
1,5,41,21,0.512,20,7,0.35,61,28,0.459,0.077,81,343,"Turner, Myles",1626167,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
2,1,1,1,1.0,0,0,0.0,1,1,1.0,0.0,81,2,"Whittington, Shayne",203963,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
3,1,9,4,0.444,4,0,0.0,13,4,0.308,0.014,81,60,"Robinson, Glenn",203922,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
4,3,19,8,0.421,12,3,0.25,31,11,0.355,0.036,81,158,"Hill, Solomon",203524,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
5,8,60,27,0.45,20,7,0.35,80,34,0.425,0.104,81,462,"Allen, Lavoy",202730,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
6,35,133,67,0.504,66,15,0.227,199,82,0.412,0.167,81,743,"George, Paul",202331,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
7,4,15,4,0.267,5,2,0.4,20,6,0.3,0.02,81,88,"Budinger, Chase",201978,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
8,0,0,0,0.0,0,0,0.0,0,0,0.0,0.001,81,3,"Lawson, Ty",201951,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
9,18,69,37,0.536,18,10,0.556,87,47,0.54,0.094,81,417,"Hill, Jordan",201941,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
10,35,150,64,0.427,82,23,0.28,232,87,0.375,0.236,81,1050,"Hill, George",201588,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
11,11,37,15,0.405,13,6,0.462,50,21,0.42,0.045,81,202,"Stuckey, Rodney",201155,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
12,2,28,11,0.393,9,3,0.333,37,14,0.378,0.056,81,247,"Miles, CJ",101139,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
13,15,89,43,0.483,22,8,0.364,111,51,0.459,0.142,81,629,"Mahinmi, Ian",101133,received,101145,"Ellis, Monta",IND,1610612754,Indiana Pacers
