,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,52,141,67,0.475,34,12,0.353,175,79,0.451,0.13,81,370,"Towns, Karl-Anthony",1626157,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
1,5,28,10,0.357,4,1,0.25,32,11,0.344,0.026,81,73,"Jones, Tyus",1626145,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
2,0,4,2,0.5,0,0,0.0,4,2,0.5,0.005,81,13,"Rudez, Damjan",204014,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
3,3,9,3,0.333,3,1,0.333,12,4,0.333,0.011,81,32,"Payne, Adreian",203940,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
4,38,115,57,0.496,27,13,0.481,142,70,0.493,0.138,81,393,"LaVine, Zach",203897,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
5,7,12,9,0.75,2,1,0.5,14,10,0.714,0.015,81,42,"Muhammad, Shabazz",203498,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
6,27,61,31,0.508,17,8,0.471,78,39,0.5,0.061,81,174,"Dieng, Gorgui",203476,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
7,0,1,0,0.0,0,0,0.0,1,0,0.0,0.003,81,8,"Smith, Greg",202962,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
8,4,38,17,0.447,7,3,0.429,45,20,0.444,0.03,81,84,"Bjelica, Nemanja",202357,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
9,148,461,222,0.482,71,13,0.183,532,235,0.442,0.472,81,1341,"Rubio, Ricky",201937,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
10,1,4,2,0.5,0,0,0.0,4,2,0.5,0.004,81,11,"Pekovic, Nikola",201593,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
11,3,11,5,0.455,2,0,0.0,13,5,0.385,0.009,81,25,"Martin, Kevin",2755,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
12,10,44,16,0.364,7,1,0.143,51,17,0.333,0.036,81,102,"Prince, Tayshaun",2419,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
13,4,22,10,0.455,3,2,0.667,25,12,0.48,0.018,81,52,"Miller, Andre",1889,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
14,16,49,27,0.551,8,2,0.25,57,29,0.509,0.044,81,124,"Garnett, Kevin",708,received,203952,"Wiggins, Andrew",MIN,1610612750,Minnesota Timberwolves
