,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,0,1,0,0.0,0,0,0.0,1,0,0.0,0.033,7,11,"Johnson, Orlando",1962937406,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
1,0,2,1,0.5,0,0,0.0,2,1,0.5,0.104,7,35,"Martin, Jarell",1626185,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
2,0,0,0,0.0,0,0,0.0,0,0,0.0,0.036,7,12,"Munford, Xavier",204098,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
3,1,1,1,1.0,0,0,0.0,1,1,1.0,0.015,7,5,"Hairston, PJ",203798,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
4,0,2,1,0.5,0,0,0.0,2,1,0.5,0.042,7,14,"McCallum, Ray",203492,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
5,0,10,2,0.2,2,0,0.0,12,2,0.167,0.217,7,73,"Green, JaMychal",203210,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
6,0,1,1,1.0,0,0,0.0,1,1,1.0,0.074,7,25,"Stephenson, Lance",202362,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
7,0,1,0,0.0,0,0,0.0,1,0,0.0,0.104,7,35,"Hollins, Ryan",200797,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
8,0,0,0,0.0,0,0,0.0,0,0,0.0,0.098,7,33,"Allen, Tony",2754,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
9,2,9,4,0.444,1,0,0.0,10,4,0.4,0.232,7,78,"Barnes, Matt",2440,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
10,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,7,1,"Randolph, Zach",2216,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
11,0,0,0,0.0,1,0,0.0,1,0,0.0,0.024,7,8,"Carter, Vince",1713,received,1627362,"Weber, Briante",MEM,1610612763,Memphis Grizzlies
12,0,1,1,1.0,0,0,0.0,1,1,1.0,0.015,7,5,"McRoberts, Josh",201177,received,1627362,"Weber, Briante",MIA,1610612748,Miami Heat
13,0,0,0,0.0,0,0,0.0,0,0,0.0,0.003,7,1,"Haslem, Udonis",2617,received,1627362,"Weber, Briante",MIA,1610612748,Miami Heat
