,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,4,10,5,0.5,0,0,0.0,10,5,0.5,0.05,64,83,"Baynes, Aron",203382,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
1,0,1,1,1.0,0,0,0.0,1,1,1.0,0.004,64,7,"Thomas, Malcolm",202952,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
2,4,10,7,0.7,0,0,0.0,10,7,0.7,0.034,64,57,"Leonard, Kawhi",202695,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
3,1,5,1,0.2,0,0,0.0,5,1,0.2,0.013,64,21,"James, Damion",202345,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
4,5,16,7,0.438,5,1,0.2,21,8,0.381,0.085,64,141,"Mills, Patty",201988,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
5,3,12,6,0.5,4,0,0.0,16,6,0.375,0.051,64,84,"De Colo, Nando",201986,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
6,3,16,7,0.438,3,0,0.0,19,7,0.368,0.079,64,131,"Green, Danny",201980,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
7,4,20,11,0.55,1,0,0.0,21,11,0.524,0.105,64,173,"Ayres, Jeff",201965,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
8,0,9,4,0.444,1,0,0.0,10,4,0.4,0.03,64,49,"Daye, Austin",201948,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
9,0,1,1,1.0,1,0,0.0,2,1,0.5,0.005,64,9,"Jeffers, Othyus",201785,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
10,1,3,1,0.333,1,0,0.0,4,1,0.25,0.045,64,74,"Splitter, Tiago",201168,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
11,8,28,11,0.393,6,2,0.333,34,13,0.382,0.092,64,152,"Belinelli, Marco",201158,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
12,0,0,0,0.0,0,0,0.0,0,0,0.0,0.006,64,10,"Brown, Shannon",200769,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
13,2,15,9,0.6,1,1,1.0,16,10,0.625,0.082,64,136,"Bonner, Matt",2588,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
14,10,23,11,0.478,5,4,0.8,28,15,0.536,0.147,64,243,"Diaw, Boris",2564,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
15,3,2,1,0.5,4,2,0.5,6,3,0.5,0.042,64,69,"Parker, Tony",2225,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
16,3,7,4,0.571,4,1,0.25,11,5,0.455,0.021,64,35,"Ginobili, Manu",1938,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
17,5,15,7,0.467,2,1,0.5,17,8,0.471,0.109,64,181,"Duncan, Tim",1495,received,202709,"Joseph, Cory",SAS,1610612759,San Antonio Spurs
