,AST,FG2A,FG2M,FG2_PCT,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FREQUENCY,G,PASS,PASS_FROM,PASS_TEAMMATE_PLAYER_ID,PASS_TYPE,PLAYER_ID,PLAYER_NAME_LAST_FIRST,TEAM_ABBREVIATION,TEAM_ID,TEAM_NAME
0,9,15,9,0.6,0,0,0.0,15,9,0.6,0.183,51,79,"Joseph, Cory",202709,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
1,2,3,2,0.667,0,0,0.0,3,2,0.667,0.032,51,14,"Leonard, Kawhi",202695,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
2,0,0,0,0.0,0,0,0.0,0,0,0.0,0.002,51,1,"James, Damion",202345,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
3,5,26,8,0.308,0,0,0.0,26,8,0.308,0.199,51,86,"Mills, Patty",201988,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
4,4,11,6,0.545,0,0,0.0,11,6,0.545,0.074,51,32,"De Colo, Nando",201986,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
5,2,8,2,0.25,0,0,0.0,8,2,0.25,0.06,51,26,"Green, Danny",201980,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
6,1,4,2,0.5,0,0,0.0,4,2,0.5,0.012,51,5,"Ayres, Jeff",201965,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
7,1,5,1,0.2,0,0,0.0,5,1,0.2,0.019,51,8,"Daye, Austin",201948,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
8,0,1,0,0.0,0,0,0.0,1,0,0.0,0.005,51,2,"Jeffers, Othyus",201785,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
9,0,0,0,0.0,0,0,0.0,0,0,0.0,0.005,51,2,"Splitter, Tiago",201168,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
10,4,11,6,0.545,0,0,0.0,11,6,0.545,0.127,51,55,"Belinelli, Marco",201158,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
11,1,2,1,0.5,0,0,0.0,2,1,0.5,0.016,51,7,"Brown, Shannon",200769,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
12,0,3,0,0.0,0,0,0.0,3,0,0.0,0.032,51,14,"Bonner, Matt",2588,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
13,6,16,7,0.438,0,0,0.0,16,7,0.438,0.076,51,33,"Diaw, Boris",2564,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
14,4,7,4,0.571,0,0,0.0,7,4,0.571,0.056,51,24,"Parker, Tony",2225,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
15,6,13,6,0.462,0,0,0.0,13,6,0.462,0.09,51,39,"Ginobili, Manu",1938,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
16,0,1,0,0.0,0,0,0.0,1,0,0.0,0.012,51,5,"Duncan, Tim",1495,received,203382,"Baynes, Aron",SAS,1610612759,San Antonio Spurs
