,AGE,AST,BLK,BLKA,CFID,CFPARAMS,DD2,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,L,MIN,OREB,PF,PFD,PLAYER_ID,PLAYER_NAME,PLUS_MINUS,PTS,REB,STL,TD3,TEAM_ABBREVIATION,TEAM_ID,TOV,W,W_PCT
0,,0.048,0.011,0.014,5,"471,",0,0.063,0.025,0.006,0.233,0.115,0.038,0.331,0.041,0.036,0.875,41,28,0.463,0.025,0.053,0.0,471,,-0.088,0.118,0.088,0.007,0,,,0.029,13,0.317
1,33.0,0.013,0.003,0.008,5,"920,1610612742",16,0.08,0.004,0.0,0.05,0.09,0.043,0.483,0.036,0.024,0.65,83,60,0.474,0.041,0.026,0.001,920,A.C. Green,-0.064,0.111,0.121,0.013,0,DAL,1610612742.0,0.014,23,0.277
2,24.0,0.047,0.006,0.011,5,"243,1610612765",1,0.053,0.03,0.012,0.398,0.107,0.044,0.411,0.032,0.027,0.836,83,35,0.494,0.012,0.037,0.0,243,Aaron McKie,0.039,0.126,0.065,0.022,0,DET,1610612765.0,0.026,48,0.578
3,25.0,0.012,0.024,0.006,5,"1425,1610612763",0,0.067,0.001,0.0,0.0,0.123,0.071,0.574,0.041,0.027,0.673,33,29,0.487,0.052,0.055,0.0,1425,Aaron Williams,-0.088,0.169,0.119,0.013,0,VAN,1610612763.0,0.027,4,0.121
4,27.0,0.018,0.025,0.007,5,"768,1610612749",0,0.055,0.004,0.0,0.0,0.16,0.06,0.374,0.075,0.048,0.643,47,33,0.466,0.031,0.055,0.0,768,Acie Earl,-0.054,0.168,0.086,0.013,0,MIL,1610612749.0,0.031,14,0.298
5,27.0,0.016,0.007,0.007,5,"228,1610612762",1,0.071,0.001,0.0,0.0,0.081,0.041,0.513,0.052,0.036,0.689,62,14,0.483,0.038,0.047,0.001,228,Adam Keefe,0.062,0.119,0.109,0.015,0,UTA,1610612762.0,0.023,48,0.774
6,30.0,0.009,0.006,0.007,5,"154,1610612755",0,0.081,0.001,0.0,0.0,0.068,0.03,0.435,0.037,0.016,0.42,45,33,0.435,0.043,0.058,0.0,154,Adrian Caldwell,-0.058,0.075,0.123,0.012,0,PHI,1610612755.0,0.021,12,0.267
7,24.0,0.021,0.005,0.014,5,"673,1610612737",2,0.062,0.0,0.0,0.0,0.146,0.069,0.475,0.068,0.041,0.6,30,10,0.466,0.042,0.062,0.0,673,Alan Henderson,-0.072,0.179,0.105,0.019,0,ATL,1610612737.0,0.026,20,0.667
8,29.0,0.038,0.0,0.0,5,"1059,1610612757",0,0.031,0.054,0.038,0.714,0.123,0.062,0.5,0.038,0.031,0.8,8,4,0.488,0.008,0.023,0.0,1059,Aleksandar Djordjevic,0.062,0.192,0.038,0.0,0,POR,1610612757.0,0.038,4,0.5
9,26.0,0.031,0.003,0.006,5,"275,1610612752",0,0.034,0.066,0.026,0.385,0.178,0.075,0.423,0.038,0.03,0.803,81,25,0.479,0.007,0.036,0.0,275,Allan Houston,0.018,0.206,0.041,0.007,0,NYK,1610612752.0,0.029,56,0.691
10,22.0,0.077,0.003,0.014,5,"947,1610612755",19,0.027,0.062,0.021,0.341,0.205,0.085,0.416,0.074,0.052,0.702,76,56,0.426,0.016,0.03,0.0,947,Allen Iverson,-0.06,0.244,0.043,0.021,0,PHI,1610612755.0,0.046,20,0.263
11,27.0,0.021,0.038,0.014,5,"297,1610612748",32,0.094,0.002,0.0,0.111,0.179,0.096,0.534,0.114,0.073,0.642,66,17,0.484,0.038,0.046,0.002,297,Alonzo Mourning,0.094,0.265,0.133,0.011,0,MIA,1610612748.0,0.046,49,0.742
12,38.0,0.011,0.012,0.006,5,"175,1610612738",0,0.085,0.0,0.0,0.0,0.064,0.027,0.416,0.026,0.019,0.742,53,45,0.445,0.055,0.067,0.001,175,Alton Lister,-0.097,0.072,0.14,0.007,0,BOS,1610612738.0,0.025,8,0.151
13,23.0,0.03,0.021,0.013,5,"1043,1610612753",0,0.077,0.009,0.0,0.0,0.137,0.043,0.313,0.051,0.034,0.667,17,8,0.478,0.017,0.03,0.0,1043,Amal McCaskill,-0.128,0.12,0.094,0.013,0,ORL,1610612753.0,0.047,9,0.529
14,24.0,0.013,0.011,0.012,5,"692,1610612744",3,0.073,0.0,0.0,0.0,0.114,0.059,0.52,0.063,0.038,0.603,71,45,0.46,0.051,0.086,0.0,692,Andrew DeClercq,-0.044,0.156,0.124,0.014,0,GSW,1610612744.0,0.032,26,0.366
15,31.0,0.01,0.018,0.009,5,"457,1610612749",2,0.072,0.0,0.0,0.0,0.097,0.045,0.464,0.024,0.017,0.721,52,28,0.482,0.037,0.048,0.0,457,Andrew Lang,-0.015,0.108,0.109,0.01,0,MIL,1610612749.0,0.015,24,0.462
16,25.0,0.068,0.007,0.012,5,"358,1610612753",2,0.037,0.055,0.017,0.318,0.193,0.086,0.447,0.071,0.058,0.82,59,21,0.468,0.017,0.025,0.0,358,Anfernee Hardaway,0.041,0.248,0.054,0.019,0,ORL,1610612753.0,0.03,38,0.644
