,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,32.0,0.135,36.4,3.32,5,"243,1610612755",101.2,0.155,0.5,142,2.1,61,0.9,0.43,68,33,16.6,0.2,101.4,0.019,97.85,0.066,243,Aaron McKie,0.086,PHI,1610612755,11.0,0.51,0.07,35,0.515
1,33.0,0.049,8.4,0.47,5,"1425,1610612761",108.4,0.171,0.46,63,1.5,29,0.7,0.46,42,29,7.4,-21.3,87.2,0.062,93.98,0.02,1425,Aaron Williams,0.114,TOR,1610612761,17.8,0.518,0.132,13,0.31
2,30.0,0.048,12.3,0.97,5,"1502,1610612744",102.0,0.171,0.502,311,4.0,156,2.0,0.502,78,47,21.8,-0.1,101.9,0.102,95.2,0.072,1502,Adonal Foyle,0.136,GSW,1610612744,12.7,0.514,0.105,31,0.397
3,30.0,0.134,20.1,1.77,5,"1559,1610612741",92.1,0.156,0.366,161,2.3,58,0.8,0.36,69,31,9.5,3.6,95.7,0.081,95.7,0.09,1559,Adrian Griffin,0.118,CHI,1610612741,11.4,0.419,0.139,38,0.551
4,25.0,0.148,13.4,1.02,5,"1733,1610612737",107.8,0.155,0.468,986,14.9,453,6.9,0.459,66,56,38.6,-11.0,96.8,0.064,92.89,0.095,1733,Al Harrington,0.107,ATL,1610612737,13.1,0.508,0.239,10,0.152
5,20.0,0.042,4.6,0.36,5,"2744,1610612738",104.1,0.205,0.528,369,5.2,195,2.7,0.528,71,32,14.7,-1.7,102.4,0.137,94.84,0.102,2744,Al Jefferson,0.172,BOS,1610612738,12.7,0.554,0.212,39,0.549
6,32.0,0.029,6.5,0.43,5,"673,1610612742",102.7,0.169,0.527,220,2.8,116,1.5,0.527,78,23,15.3,-3.5,99.1,0.149,94.24,0.075,673,Alan Henderson,0.159,DAL,1610612742,15.1,0.539,0.114,55,0.705
7,28.0,0.07,13.5,0.4,5,"1893,1610612762",103.9,0.183,0.316,19,1.6,6,0.5,0.316,12,11,10.7,-11.8,92.1,0.086,92.27,-0.039,1893,Aleksandar Radojevic,0.134,UTA,1610612762,33.8,0.406,0.137,1,0.083
8,25.0,0.228,22.6,2.25,5,"2682,1610612740",105.5,0.077,0.394,52,6.5,18,2.3,0.346,8,8,18.2,-16.6,88.9,0.056,87.77,0.052,2682,Alex Garcia,0.066,NOH,1610612740,10.0,0.409,0.199,0,0.0
9,34.0,0.127,14.6,2.0,5,"275,1610612752",104.5,0.043,0.49,205,10.3,85,4.3,0.415,20,12,26.7,1.5,106.0,0.009,91.79,0.07,275,Allan Houston,0.026,NYK,1610612752,7.3,0.529,0.214,8,0.4
