,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,25.0,0.264,28.0,2.69,5,"201985,1610612754",98.6,0.104,0.414,174,4.0,59,1.3,0.339,44,17,12.9,0.5,99.1,0.024,92.89,0.095,201985,A.J. Price,0.061,IND,1610612754,10.4,0.454,0.175,27,0.614
1,27.0,0.055,10.4,0.53,5,"201189,1610612761",105.5,0.293,0.516,161,3.3,83,1.7,0.516,49,32,16.6,-7.9,97.6,0.116,90.35,0.079,201189,Aaron Gray,0.202,TOR,1610612761,19.6,0.526,0.137,17,0.347
2,32.0,0.083,8.4,0.79,5,"1733,1610612743",101.9,0.206,0.512,773,12.1,345,5.4,0.446,64,28,27.5,4.8,106.7,0.049,96.55,0.104,1733,Al Harrington,0.129,DEN,1610612743,10.7,0.535,0.245,36,0.563
3,26.0,0.113,15.4,1.5,5,"201143,1610612737",99.3,0.179,0.553,103,9.4,57,5.2,0.553,11,4,31.6,6.8,106.1,0.088,91.56,0.13,201143,Al Horford,0.133,ATL,1610612737,10.2,0.585,0.178,7,0.636
4,27.0,0.113,10.1,2.16,5,"2744,1610612762",104.4,0.248,0.493,1048,17.2,516,8.5,0.492,61,29,34.0,3.2,107.6,0.074,93.54,0.154,2744,Al Jefferson,0.161,UTA,1610612762,4.7,0.52,0.261,32,0.525
5,21.0,0.074,11.5,0.73,5,"202329,1610612740",99.0,0.166,0.429,365,5.5,150,2.3,0.411,66,45,22.4,-0.2,98.8,0.079,90.03,0.075,202329,Al-Farouq Aminu,0.124,NOH,1610612740,15.9,0.481,0.163,21,0.318
6,29.0,0.1,12.5,1.04,5,"101187,1610612761",98.6,0.063,0.472,142,8.4,55,3.2,0.387,17,10,27.1,-1.5,97.1,0.02,89.39,0.052,101187,Alan Anderson,0.042,TOR,1610612761,12.0,0.519,0.191,7,0.412
7,20.0,0.1,10.5,1.08,5,"202692,1610612762",103.9,0.091,0.45,357,6.1,153,2.6,0.429,59,26,15.9,-2.3,101.7,0.067,93.85,0.081,202692,Alec Burks,0.079,UTA,1610612762,9.7,0.506,0.218,33,0.559
8,25.0,0.109,13.0,0.99,5,"202087,1610612739",104.4,0.142,0.452,551,8.7,227,3.6,0.412,63,43,29.0,-6.1,98.3,0.061,94.05,0.089,202087,Alonzo Gee,0.1,CLE,1610612739,13.1,0.516,0.187,20,0.317
9,29.0,0.063,5.6,0.46,5,"2405,1610612752",100.8,0.197,0.487,654,13.9,316,6.7,0.483,47,25,32.8,-2.7,98.1,0.078,96.09,0.124,2405,Amar'e Stoudemire,0.137,NYK,1610612752,12.1,0.541,0.251,22,0.468
10,25.0,0.085,14.4,0.84,5,"101161,1610612761",99.7,0.189,0.579,340,5.3,196,3.1,0.576,64,42,24.3,0.7,100.4,0.115,91.25,0.096,101161,Amir Johnson,0.153,TOR,1610612761,17.1,0.6,0.143,22,0.344
11,29.0,0.086,12.7,0.96,5,"2760,1610612739",104.3,0.273,0.514,222,8.9,114,4.6,0.514,25,15,31.4,-1.7,102.6,0.152,95.19,0.128,2760,Anderson Varejao,0.21,CLE,1610612739,13.3,0.542,0.166,10,0.4
12,25.0,0.076,8.4,0.76,5,"101154,1610612764",108.1,0.216,0.384,245,9.4,93,3.6,0.38,26,19,24.1,-13.0,95.0,0.07,95.23,0.07,101154,Andray Blatche,0.137,WAS,1610612764,11.2,0.415,0.217,7,0.269
13,29.0,0.036,7.4,0.5,5,"2765,1610612751",102.2,0.087,0.571,7,1.2,4,0.7,0.571,6,4,7.5,-1.9,100.4,0.074,87.02,0.092,2765,Andre Emmett,0.082,NJN,1610612751,14.8,0.618,0.146,2,0.333
14,28.0,0.241,28.9,2.95,5,"2738,1610612755",95.3,0.162,0.514,632,10.2,287,4.6,0.454,62,29,35.6,6.3,101.6,0.028,91.81,0.134,2738,Andre Iguodala,0.095,PHI,1610612755,9.8,0.537,0.178,33,0.532
15,36.0,0.365,35.4,2.49,5,"1889,1610612743",103.5,0.106,0.455,552,8.4,242,3.7,0.438,66,28,27.4,4.8,108.3,0.037,95.36,0.108,1889,Andre Miller,0.073,DEN,1610612743,14.2,0.51,0.202,38,0.576
16,26.0,0.113,8.8,0.88,5,"200745,1610612761",103.3,0.167,0.467,484,15.6,209,6.7,0.432,31,18,33.3,-1.0,102.3,0.029,91.11,0.129,200745,Andrea Bargnani,0.1,TOR,1610612761,10.0,0.538,0.293,13,0.419
17,32.0,0.033,3.2,0.2,5,"2804,1610612755",101.7,0.255,0.275,20,1.8,5,0.5,0.25,11,2,5.1,-14.4,87.3,0.019,94.29,0.023,2804,Andres Nocioni,0.136,PHI,1610612755,16.2,0.342,0.25,9,0.818
18,27.0,0.148,15.4,1.29,5,"101106,1610612749",93.2,0.246,0.449,136,11.3,61,5.1,0.449,12,5,30.3,3.4,96.7,0.066,94.02,0.121,101106,Andrew Bogut,0.154,MIL,1610612749,11.9,0.465,0.216,7,0.583
19,24.0,0.074,7.2,0.56,5,"101115,1610612747",100.9,0.258,0.558,796,13.3,444,7.4,0.558,60,22,35.2,2.3,103.2,0.107,92.69,0.165,101115,Andrew Bynum,0.187,LAL,1610612747,12.9,0.594,0.237,38,0.633
