,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,26.0,0.273,28.9,3.2,5,"201985,1610612764",99.9,0.083,0.475,413,7.2,161,2.8,0.39,57,36,22.4,-2.3,97.6,0.017,93.02,0.096,201985,A.J. Price,0.05,WAS,1610612764,9.0,0.501,0.181,21,0.368
1,28.0,0.19,21.9,1.7,5,"201166,1610612745",110.9,0.077,0.532,316,6.0,143,2.7,0.453,53,33,18.8,-10.7,100.2,0.014,94.81,0.073,201166,Aaron Brooks,0.045,HOU,1610612745,12.9,0.555,0.181,20,0.377
2,28.0,0.103,18.5,0.92,5,"201189,1610612761",104.5,0.207,0.533,90,2.1,48,1.1,0.533,42,28,12.2,-7.7,96.7,0.107,93.07,0.053,201189,Aaron Gray,0.155,TOR,1610612761,20.2,0.544,0.132,14,0.333
3,33.0,0.141,13.2,1.43,5,"1733,1610612753",116.2,0.214,0.421,57,5.7,20,2.0,0.351,10,7,11.9,-16.0,100.2,0.061,96.17,0.061,1733,Al Harrington,0.137,ORL,1610612753,9.2,0.434,0.249,3,0.3
4,27.0,0.149,15.6,1.63,5,"201143,1610612737",101.5,0.229,0.545,1060,14.3,576,7.8,0.543,74,32,37.3,3.3,104.8,0.084,93.61,0.143,201143,Al Horford,0.158,ATL,1610612737,9.6,0.56,0.221,42,0.568
5,28.0,0.119,10.2,1.56,5,"2744,1610612762",107.6,0.265,0.495,1236,15.8,611,7.8,0.494,78,37,33.1,-3.5,104.1,0.07,92.61,0.148,2744,Al Jefferson,0.165,UTA,1610612762,6.6,0.522,0.26,41,0.526
6,22.0,0.076,13.7,0.89,5,"202329,1610612740",105.4,0.255,0.479,474,6.2,225,3.0,0.475,76,51,27.2,-1.3,104.1,0.079,91.67,0.103,202329,Al-Farouq Aminu,0.166,NOH,1610612740,15.4,0.519,0.144,25,0.329
7,30.0,0.125,11.9,1.29,5,"101187,1610612761",107.1,0.097,0.46,616,9.5,236,3.6,0.383,65,34,23.0,-3.7,103.4,0.026,91.79,0.079,101187,Alan Anderson,0.06,TOR,1610612761,9.3,0.509,0.237,31,0.477
8,21.0,0.127,15.1,1.24,5,"202692,1610612762",102.2,0.111,0.463,388,6.1,163,2.5,0.42,64,32,17.8,3.8,105.9,0.038,94.87,0.074,202692,Alec Burks,0.075,UTA,1610612762,12.1,0.507,0.2,32,0.5
9,24.0,0.248,25.2,1.95,5,"203144,1610612750",102.5,0.084,0.439,635,8.2,236,3.1,0.372,77,47,23.9,-2.3,100.2,0.024,95.18,0.076,203144,Alexey Shved,0.054,MIN,1610612750,13.0,0.474,0.206,30,0.39
