,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,31.0,0.169,21.1,1.89,5,"243,1610612755",97.3,0.118,0.524,577,7.7,265,3.5,0.459,75,45,28.2,-1.7,95.6,0.025,89.84,0.106,243,Aaron McKie,0.071,PHI,1610612755,11.1,0.55,0.163,30,0.4
1,32.0,0.109,14.0,0.91,5,"1425,1610612751",97.3,0.171,0.504,342,4.8,172,2.4,0.503,72,33,18.6,-2.7,94.6,0.088,91.67,0.089,1425,Aaron Williams,0.129,NJN,1610612751,15.3,0.549,0.175,39,0.542
2,29.0,0.05,9.3,0.81,5,"1502,1610612744",102.1,0.222,0.454,130,3.0,59,1.3,0.454,44,23,13.1,-5.2,96.9,0.104,90.84,0.083,1502,Adonal Foyle,0.163,GSW,1610612744,11.5,0.471,0.135,21,0.477
3,29.0,0.132,30.5,3.33,5,"1559,1610612745",104.6,0.167,0.306,18,0.9,5,0.3,0.278,19,6,6.4,-8.4,96.1,0.01,92.25,0.028,1559,Adrian Griffin,0.092,HOU,1610612745,9.2,0.278,0.093,13,0.684
4,24.0,0.107,10.0,0.8,5,"1733,1610612754",97.8,0.175,0.475,909,11.5,421,5.3,0.463,79,21,30.9,1.8,99.6,0.078,89.05,0.105,1733,Al Harrington,0.125,IND,1610612754,12.4,0.514,0.231,58,0.734
5,31.0,0.056,7.0,0.67,5,"673,1610612737",110.1,0.175,0.476,21,3.5,10,1.7,0.476,6,4,11.3,-19.6,90.5,0.196,89.49,0.13,673,Alan Henderson,0.186,ATL,1610612737,10.5,0.508,0.188,2,0.333
6,24.0,0.0,0.0,0.0,5,"2682,1610612759",77.9,0.0,0.143,7,3.5,1,0.5,0.143,2,0,6.3,11.9,89.7,0.0,92.61,-0.133,2682,Alex Garcia,0.0,SAS,1610612759,11.3,0.19,0.282,2,1.0
7,33.0,0.101,9.4,0.97,5,"275,1610612752",100.4,0.064,0.491,781,15.6,340,6.8,0.435,50,26,35.9,-0.1,100.4,0.013,92.4,0.09,275,Allan Houston,0.039,NYK,1610612752,9.6,0.539,0.25,24,0.48
8,29.0,0.325,17.4,1.55,5,"947,1610612755",99.3,0.079,0.412,1125,23.4,435,9.1,0.387,48,29,42.6,-2.1,97.1,0.019,93.18,0.127,947,Allen Iverson,0.049,PHI,1610612755,11.2,0.478,0.343,19,0.396
9,34.0,0.073,7.7,0.8,5,"297,1610612751",97.0,0.098,0.465,71,5.9,33,2.8,0.465,12,7,18.0,-5.0,92.0,0.045,91.42,0.088,297,Alonzo Mourning,0.073,NJN,1610612751,9.6,0.558,0.21,5,0.417
10,23.0,0.158,15.3,1.0,5,"2228,1610612745",93.3,0.25,0.545,11,1.2,6,0.7,0.545,9,5,4.5,0.5,93.8,0.086,89.49,0.08,2228,Alton Ford,0.164,HOU,1610612745,15.3,0.55,0.192,4,0.444
