,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,37.0,0.05,8.5,0.87,5,"920,1610612748",91.4,0.171,0.444,324,4.0,144,1.8,0.444,82,32,17.2,3.3,94.7,0.089,89.62,0.093,920,A.C. Green,0.13,MIA,1610612748,9.9,0.492,0.141,50,0.61
1,23.0,0.198,22.2,2.67,5,"2062,1610612741",103.9,0.053,0.477,192,5.8,78,2.4,0.406,33,27,19.0,-12.4,91.4,0.018,90.06,0.071,2062,A.J. Guyton,0.035,CHI,1610612741,8.3,0.495,0.169,6,0.182
2,28.0,0.264,27.3,1.86,5,"243,1610612755",95.7,0.13,0.511,714,9.4,338,4.4,0.473,76,25,31.5,6.8,102.5,0.016,93.12,0.119,243,Aaron McKie,0.075,PHI,1610612755,14.7,0.549,0.19,51,0.671
3,29.0,0.068,8.7,0.67,5,"1425,1610612751",104.7,0.2,0.457,650,7.9,297,3.6,0.457,82,56,28.5,-9.1,95.6,0.102,93.52,0.095,1425,Aaron Williams,0.149,NJN,1610612751,13.1,0.533,0.18,26,0.317
4,31.0,0.066,13.7,0.9,5,"228,1610612744",103.7,0.175,0.406,159,2.4,64,1.0,0.403,67,53,12.6,-9.2,94.4,0.105,95.05,0.056,228,Adam Keefe,0.136,GSW,1610612744,15.2,0.45,0.116,14,0.209
5,26.0,0.052,9.0,0.61,5,"1502,1610612744",103.8,0.189,0.416,375,6.5,156,2.7,0.416,58,50,25.2,-11.7,92.1,0.101,96.19,0.075,1502,Adonal Foyle,0.142,GSW,1610612744,14.9,0.422,0.139,8,0.138
6,26.0,0.125,17.7,1.5,5,"1559,1610612738",101.4,0.202,0.387,97,2.2,33,0.8,0.34,44,28,8.5,-4.9,96.4,0.077,94.05,0.077,1559,Adrian Griffin,0.134,BOS,1610612738,11.8,0.432,0.149,16,0.364
7,21.0,0.116,14.6,0.88,5,"1733,1610612754",98.7,0.151,0.445,543,7.0,241,3.1,0.444,78,39,24.3,0.5,99.2,0.074,92.14,0.069,1733,Al Harrington,0.114,IND,1610612754,16.6,0.479,0.187,39,0.5
8,28.0,0.05,5.2,0.4,5,"673,1610612737",103.2,0.147,0.444,671,9.2,298,4.1,0.444,73,53,24.8,-8.8,94.3,0.109,94.79,0.081,673,Alan Henderson,0.128,ATL,1610612737,13.0,0.487,0.224,20,0.274
9,30.0,0.119,10.3,1.07,5,"275,1610612752",96.2,0.107,0.488,1208,15.5,542,6.9,0.449,78,33,36.6,2.2,98.4,0.009,89.33,0.117,275,Allan Houston,0.059,NYK,1610612752,9.6,0.543,0.256,45,0.577
