,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,,5,"471,",41,28,13.3,0.579,1.0,0.644,0.779,0.221,0.547,0.201,0.151,0.173,0.302,0.245,0.345,0.421,0.0,0.356,471,,,,13,0.317
1,33.0,5,"920,1610612742",83,60,30.8,0.704,0.0,0.701,0.959,0.041,0.781,0.285,0.005,0.134,0.214,0.168,0.496,0.296,1.0,0.299,920,A.C. Green,DAL,1610612742.0,23,0.277
2,24.0,5,"243,1610612765",83,35,20.4,0.394,0.878,0.527,0.718,0.282,0.503,0.148,0.284,0.189,0.212,0.224,0.356,0.606,0.122,0.473,243,Aaron McKie,DET,1610612765.0,48,0.578
3,25.0,5,"1425,1610612763",33,29,17.8,0.6,0.0,0.6,0.993,0.007,0.837,0.02,0.0,0.099,0.163,0.172,0.818,0.4,0.0,0.4,1425,Aaron Williams,VAN,1610612763.0,4,0.121
4,27.0,5,"768,1610612749",47,33,11.1,0.567,0.0,0.567,0.972,0.028,0.713,0.181,0.0,0.112,0.287,0.202,0.532,0.433,0.0,0.433,768,Acie Earl,MIL,1610612749.0,14,0.298
5,27.0,5,"228,1610612762",62,14,15.4,0.829,0.0,0.829,0.994,0.006,0.698,0.128,0.0,0.179,0.302,0.187,0.57,0.171,0.0,0.171,228,Adam Keefe,UTA,1610612762.0,48,0.774
6,30.0,5,"154,1610612755",45,33,13.1,0.55,0.0,0.55,0.978,0.022,0.792,0.02,0.0,0.139,0.208,0.109,0.772,0.45,0.0,0.45,154,Adrian Caldwell,PHI,1610612755.0,12,0.267
7,24.0,5,"673,1610612737",30,10,17.2,0.636,0.0,0.636,1.0,0.0,0.774,0.111,0.0,0.065,0.226,0.231,0.663,0.364,0.0,0.364,673,Alan Henderson,ATL,1610612737.0,20,0.667
8,29.0,5,"1059,1610612757",8,4,7.9,0.333,0.6,0.5,0.563,0.438,0.24,0.08,0.6,0.0,0.16,0.08,0.16,0.667,0.4,0.5,1059,Aleksandar Djordjevic,POR,1610612757.0,4,0.5
9,26.0,5,"275,1610612752",81,25,34.3,0.516,0.804,0.613,0.628,0.372,0.483,0.267,0.371,0.12,0.146,0.169,0.216,0.484,0.196,0.387,275,Allan Houston,NYK,1610612752.0,56,0.691
10,22.0,5,"947,1610612755",76,56,41.1,0.274,0.568,0.347,0.697,0.303,0.526,0.12,0.26,0.185,0.214,0.191,0.406,0.726,0.432,0.653,947,Allen Iverson,PHI,1610612755.0,20,0.263
11,27.0,5,"297,1610612748",66,17,36.3,0.638,1.0,0.638,0.99,0.01,0.721,0.159,0.002,0.08,0.277,0.205,0.562,0.362,0.0,0.362,297,Alonzo Mourning,MIA,1610612748.0,49,0.742
12,38.0,5,"175,1610612738",53,45,10.1,0.531,0.0,0.531,1.0,0.0,0.736,0.23,0.0,0.046,0.264,0.138,0.506,0.469,0.0,0.469,175,Alton Lister,BOS,1610612738.0,8,0.151
13,23.0,5,"1043,1610612753",17,8,6.6,0.4,0.0,0.4,0.938,0.063,0.714,0.214,0.0,0.0,0.286,0.107,0.5,0.6,0.0,0.6,1043,Amal McCaskill,ORL,1610612753.0,9,0.529
14,24.0,5,"692,1610612744",71,45,15.6,0.606,0.0,0.606,1.0,0.0,0.757,0.048,0.0,0.021,0.243,0.16,0.709,0.394,0.0,0.394,692,Andrew DeClercq,GSW,1610612744.0,26,0.366
15,31.0,5,"457,1610612749",52,28,23.6,0.617,0.0,0.617,1.0,0.0,0.839,0.139,0.0,0.124,0.161,0.117,0.701,0.383,0.0,0.383,457,Andrew Lang,MIL,1610612749.0,24,0.462
16,25.0,5,"358,1610612753",59,21,38.8,0.396,0.682,0.454,0.716,0.284,0.555,0.116,0.211,0.157,0.234,0.21,0.44,0.604,0.318,0.546,358,Anfernee Hardaway,ORL,1610612753.0,38,0.644
17,25.0,5,"924,1610612743",60,38,20.6,0.164,0.75,0.45,0.536,0.464,0.346,0.103,0.496,0.171,0.158,0.209,0.243,0.836,0.25,0.55,924,Anthony Goldwire,DEN,1610612743.0,22,0.367
18,30.0,5,"193,1610612766",73,25,44.4,0.438,0.0,0.436,0.996,0.004,0.728,0.167,0.003,0.069,0.269,0.14,0.562,0.563,1.0,0.564,193,Anthony Mason,CHH,1610612766.0,48,0.658
19,25.0,5,"292,1610612737",1,1,14.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,Anthony Miller,ATL,1610612737.0,0,0.0
20,27.0,5,"324,1610612763",72,60,32.7,0.599,0.898,0.694,0.661,0.339,0.526,0.309,0.369,0.14,0.105,0.157,0.217,0.401,0.102,0.306,324,Anthony Peeler,VAN,1610612763.0,12,0.167
21,35.0,5,"156,1610612762",82,18,18.6,0.694,0.0,0.694,0.994,0.006,0.836,0.381,0.0,0.063,0.164,0.179,0.454,0.306,0.0,0.306,156,Antoine Carr,UTA,1610612762.0,64,0.78
22,20.0,5,"952,1610612738",82,67,37.4,0.461,0.923,0.503,0.883,0.117,0.731,0.092,0.109,0.182,0.161,0.199,0.639,0.539,0.077,0.497,952,Antoine Walker,BOS,1610612738.0,15,0.183
