,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,25.0,0.4,28.6,2.0,5,"2062,1610612744",98.8,0.0,0.0,4,2.0,0,0.0,0.0,2,1,4.3,-3.9,94.9,0.0,87.08,-0.075,2062,A.J. Guyton,0.0,GSW,1610612744,14.3,0.0,0.282,1,0.5
1,30.0,0.185,25.0,2.55,5,"243,1610612755",98.4,0.143,0.457,666,8.3,286,3.6,0.429,80,33,29.7,3.9,102.3,0.03,94.23,0.103,243,Aaron McKie,0.086,PHI,1610612755,9.8,0.497,0.158,47,0.588
2,31.0,0.092,13.2,1.04,5,"1425,1610612751",96.8,0.136,0.453,439,5.4,199,2.5,0.453,81,32,19.8,1.0,97.8,0.099,93.16,0.074,1425,Aaron Williams,0.118,NJN,1610612751,12.7,0.504,0.165,49,0.605
3,22.0,0.179,22.7,6.0,5,"2492,1610612743",110.8,0.088,0.365,37,1.9,11,0.6,0.297,19,6,5.8,-15.7,95.1,0.01,93.54,0.042,2492,Adam Harrington,0.044,DEN,1610612743,3.8,0.387,0.167,13,0.684
4,28.0,0.032,7.4,0.51,5,"1502,1610612744",102.6,0.182,0.536,345,4.2,185,2.3,0.536,82,44,21.8,3.7,106.3,0.109,95.91,0.092,1502,Adonal Foyle,0.147,GSW,1610612744,14.6,0.563,0.113,38,0.463
5,28.0,0.111,20.9,2.23,5,"1559,1610612742",97.7,0.145,0.442,337,4.6,146,2.0,0.433,74,18,18.5,8.1,105.8,0.07,95.79,0.07,1559,Adrian Griffin,0.107,DAL,1610612742,9.3,0.463,0.131,56,0.757
6,23.0,0.089,9.6,0.77,5,"1733,1610612754",98.0,0.162,0.441,896,10.9,389,4.7,0.434,82,34,30.1,2.8,100.9,0.075,93.13,0.085,1733,Al Harrington,0.119,IND,1610612754,12.5,0.493,0.218,48,0.585
7,30.0,0.046,8.4,0.67,5,"673,1610612737",104.5,0.182,0.468,327,4.0,153,1.9,0.468,82,47,18.2,-7.2,97.3,0.12,93.64,0.078,673,Alan Henderson,0.151,ATL,1610612737,12.5,0.508,0.135,35,0.427
8,32.0,0.129,10.8,1.24,5,"275,1610612752",104.2,0.079,0.506,1465,17.9,652,8.0,0.445,82,45,37.9,-1.6,102.6,0.01,93.8,0.11,275,Allan Houston,0.043,NYK,1610612752,8.7,0.563,0.269,37,0.451
9,28.0,0.248,15.1,1.59,5,"947,1610612755",100.4,0.095,0.436,1940,23.7,804,9.8,0.414,82,34,42.5,1.8,102.2,0.022,94.49,0.137,947,Allen Iverson,0.058,PHI,1610612755,9.5,0.5,0.327,48,0.585
10,22.0,0.071,7.5,0.5,5,"2228,1610612756",100.5,0.207,0.333,9,0.8,3,0.3,0.333,11,8,2.7,-16.7,83.8,0.0,102.9,-0.038,2228,Alton Ford,0.105,PHX,1610612756,15.0,0.339,0.183,3,0.273
11,28.0,0.266,26.8,3.25,5,"1541,1610612761",105.6,0.087,0.464,905,11.6,396,5.1,0.438,78,54,33.9,-5.7,99.8,0.023,92.33,0.11,1541,Alvin Williams,0.054,TOR,1610612761,8.2,0.508,0.197,24,0.308
