,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,23.0,5,"201166,1610612745",51,15,11.9,0.211,0.917,0.484,0.516,0.484,0.432,0.106,0.409,0.136,0.159,0.14,0.326,0.789,0.083,0.516,201166,Aaron Brooks,HOU,1610612745,36,0.706
1,23.0,5,"201189,1610612741",61,38,10.1,0.505,0.0,0.505,0.995,0.005,0.786,0.069,0.0,0.05,0.214,0.08,0.718,0.495,0.0,0.495,201189,Aaron Gray,CHI,1610612741,23,0.377
2,36.0,5,"1425,1610612746",30,21,9.9,0.556,0.0,0.556,1.0,0.0,0.794,0.118,0.0,0.0,0.206,0.044,0.676,0.444,0.0,0.444,1425,Aaron Williams,LAC,1610612746,9,0.3
3,23.0,5,"201151,1610612737",56,31,15.5,0.295,0.857,0.337,0.857,0.143,0.749,0.204,0.089,0.191,0.162,0.17,0.545,0.705,0.143,0.663,201151,Acie Law,ATL,1610612737,25,0.446
4,33.0,5,"1502,1610612753",82,30,9.4,0.629,0.0,0.629,1.0,0.0,0.897,0.013,0.0,0.013,0.103,0.128,0.885,0.371,0.0,0.371,1502,Adonal Foyle,ORL,1610612753,52,0.634
5,33.0,5,"1559,1610612760",35,25,8.8,0.433,0.0,0.433,1.0,0.0,0.923,0.246,0.0,0.092,0.077,0.123,0.677,0.567,0.0,0.567,1559,Adrian Griffin,SEA,1610612760,10,0.286
6,28.0,5,"1733,1610612744",81,33,27.0,0.484,1.0,0.681,0.558,0.442,0.45,0.129,0.417,0.121,0.133,0.187,0.321,0.516,0.0,0.319,1733,Al Harrington,GSW,1610612744,48,0.593
7,22.0,5,"201143,1610612737",81,44,31.4,0.676,0.0,0.676,0.993,0.007,0.811,0.19,0.0,0.129,0.189,0.171,0.621,0.324,0.0,0.324,201143,Al Horford,ATL,1610612737,37,0.457
8,23.0,5,"2744,1610612750",82,60,35.6,0.51,0.0,0.51,0.997,0.003,0.835,0.199,0.0,0.017,0.165,0.118,0.636,0.49,0.0,0.49,2744,Al Jefferson,MIN,1610612750,22,0.268
9,24.0,5,"201154,1610612746",79,56,27.3,0.544,0.93,0.588,0.851,0.149,0.659,0.259,0.128,0.118,0.213,0.143,0.4,0.456,0.07,0.412,201154,Al Thornton,LAC,1610612746,23,0.291
10,24.0,5,"201169,1610612756",6,0,8.0,0.571,1.0,0.625,0.818,0.182,0.636,0.091,0.136,0.0,0.227,0.091,0.545,0.429,0.0,0.375,201169,Alando Tucker,PHX,1610612756,6,1.0
11,25.0,5,"200792,1610612748",43,39,12.8,0.656,0.0,0.656,1.0,0.0,0.682,0.279,0.0,0.045,0.318,0.179,0.402,0.344,0.0,0.344,200792,Alexander Johnson,MIA,1610612748,4,0.093
12,33.0,5,"947,1610612743",82,32,41.8,0.222,0.811,0.301,0.823,0.177,0.57,0.208,0.132,0.171,0.298,0.168,0.362,0.778,0.189,0.699,947,Allen Iverson,DEN,1610612743,50,0.61
13,38.0,5,"297,1610612748",25,18,15.6,0.577,0.0,0.577,1.0,0.0,0.698,0.04,0.0,0.047,0.302,0.181,0.658,0.423,0.0,0.423,297,Alonzo Mourning,MIA,1610612748,7,0.28
14,25.0,5,"2405,1610612756",79,26,33.9,0.701,0.4,0.699,0.974,0.026,0.713,0.162,0.008,0.092,0.28,0.131,0.551,0.299,0.6,0.301,2405,Amar'e Stoudemire,PHX,1610612756,53,0.671
15,21.0,5,"101161,1610612765",62,13,12.3,0.511,0.0,0.511,1.0,0.0,0.833,0.036,0.0,0.172,0.167,0.186,0.796,0.489,0.0,0.489,101161,Amir Johnson,DET,1610612765,49,0.79
16,25.0,5,"2760,1610612739",48,20,27.5,0.64,0.0,0.64,0.993,0.007,0.847,0.156,0.0,0.053,0.153,0.15,0.692,0.36,0.0,0.36,2760,Anderson Varejao,CLE,1610612739,28,0.583
17,21.0,5,"101154,1610612764",82,39,20.4,0.51,1.0,0.516,0.976,0.024,0.812,0.181,0.015,0.123,0.173,0.17,0.631,0.49,0.0,0.484,101154,Andray Blatche,WAS,1610612764,43,0.524
18,26.0,5,"2857,1610612746",4,4,6.3,1.0,1.0,1.0,0.4,0.6,0.333,0.333,0.5,0.167,0.167,0.0,0.0,0.0,0.0,0.0,2857,Andre Barrett,LAC,1610612746,0,0.0
19,27.0,5,"2810,1610612763",33,25,8.7,0.692,0.0,0.692,1.0,0.0,0.78,0.06,0.0,0.06,0.22,0.2,0.72,0.308,0.0,0.308,2810,Andre Brown,MEM,1610612763,8,0.242
