,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,32.0,5,"243,1610612755",68,33,16.6,0.732,0.95,0.803,0.563,0.437,0.539,0.289,0.395,0.158,0.066,0.204,0.25,0.268,0.05,0.197,243,Aaron McKie,PHI,1610612755,35,0.515
1,33.0,5,"1425,1610612761",42,29,7.4,0.828,0.0,0.828,1.0,0.0,0.795,0.164,0.0,0.082,0.205,0.178,0.63,0.172,0.0,0.172,1425,Aaron Williams,TOR,1610612761,13,0.31
2,30.0,5,"1502,1610612744",78,47,21.8,0.641,0.0,0.641,1.0,0.0,0.886,0.091,0.0,0.063,0.114,0.125,0.795,0.359,0.0,0.359,1502,Adonal Foyle,GSW,1610612744,31,0.397
3,30.0,5,"1559,1610612741",69,31,9.5,0.518,1.0,0.534,0.944,0.056,0.742,0.411,0.04,0.126,0.219,0.232,0.331,0.482,0.0,0.466,1559,Adrian Griffin,CHI,1610612741,38,0.551
4,25.0,5,"1733,1610612737",66,56,38.6,0.453,0.938,0.47,0.925,0.075,0.755,0.219,0.041,0.116,0.204,0.18,0.535,0.547,0.063,0.53,1733,Al Harrington,ATL,1610612737,10,0.152
5,20.0,5,"2744,1610612738",71,32,14.7,0.585,0.0,0.585,0.992,0.008,0.821,0.084,0.0,0.053,0.179,0.162,0.737,0.415,0.0,0.415,2744,Al Jefferson,BOS,1610612738,39,0.549
6,32.0,5,"673,1610612742",78,23,15.3,0.552,0.0,0.552,0.991,0.009,0.85,0.051,0.0,0.117,0.15,0.147,0.799,0.448,0.0,0.448,673,Alan Henderson,DAL,1610612742,55,0.705
7,28.0,5,"1893,1610612762",12,11,10.7,0.667,0.0,0.667,1.0,0.0,0.632,0.316,0.0,0.0,0.368,0.316,0.316,0.333,0.0,0.333,1893,Aleksandar Radojevic,UTA,1610612762,1,0.083
8,25.0,5,"2682,1610612740",8,8,18.2,0.462,0.8,0.556,0.654,0.346,0.591,0.136,0.341,0.341,0.068,0.205,0.455,0.538,0.2,0.444,2682,Alex Garcia,NOH,1610612740,0,0.0
9,34.0,5,"275,1610612752",20,12,26.7,0.648,0.935,0.753,0.61,0.39,0.456,0.405,0.392,0.051,0.152,0.105,0.051,0.352,0.065,0.247,275,Allan Houston,NYK,1610612752,8,0.4
10,30.0,5,"947,1610612755",75,34,42.3,0.169,0.567,0.223,0.814,0.186,0.579,0.227,0.136,0.191,0.285,0.178,0.353,0.831,0.433,0.777,947,Allen Iverson,PHI,1610612755,41,0.547
11,35.0,5,"297,1610612748",37,20,19.0,0.67,0.0,0.67,1.0,0.0,0.709,0.17,0.0,0.021,0.291,0.16,0.539,0.33,0.0,0.33,297,Alonzo Mourning,MIA,1610612748,17,0.459
12,22.0,5,"2405,1610612756",80,20,36.1,0.597,0.667,0.597,0.988,0.012,0.715,0.174,0.004,0.148,0.28,0.128,0.541,0.403,0.333,0.403,2405,Amar'e Stoudemire,PHX,1610612756,60,0.75
13,22.0,5,"2760,1610612739",54,27,16.1,0.606,0.0,0.606,0.99,0.01,0.744,0.15,0.0,0.147,0.256,0.244,0.594,0.394,0.0,0.394,2760,Anderson Varejao,CLE,1610612739,27,0.5
14,23.0,5,"2857,1610612753",38,21,12.6,0.452,0.857,0.578,0.581,0.419,0.525,0.305,0.356,0.136,0.119,0.161,0.22,0.548,0.143,0.422,2857,Andre Barrett,ORL,1610612753,17,0.447
15,22.0,5,"2765,1610612763",8,3,3.2,0.5,0.0,0.5,1.0,0.0,0.571,0.286,0.0,0.143,0.429,0.0,0.286,0.5,0.0,0.5,2765,Andre Emmett,MEM,1610612763,5,0.625
16,21.0,5,"2738,1610612755",82,39,32.7,0.662,0.957,0.714,0.74,0.26,0.599,0.084,0.19,0.282,0.211,0.263,0.516,0.338,0.043,0.286,2738,Andre Iguodala,PHI,1610612755,43,0.524
17,29.0,5,"1889,1610612743",82,33,34.7,0.451,0.333,0.45,0.956,0.044,0.757,0.284,0.016,0.27,0.227,0.2,0.473,0.549,0.667,0.55,1889,Andre Miller,DEN,1610612743,49,0.598
18,24.0,5,"1905,1610612762",41,26,33.0,0.652,0.913,0.681,0.817,0.183,0.575,0.141,0.108,0.144,0.317,0.214,0.434,0.348,0.087,0.319,1905,Andrei Kirilenko,UTA,1610612762,15,0.366
19,25.0,5,"2804,1610612741",81,34,23.4,0.62,1.0,0.66,0.839,0.161,0.638,0.227,0.111,0.152,0.251,0.177,0.411,0.38,0.0,0.34,2804,Andres Nocioni,CHI,1610612741,47,0.58
20,32.0,5,"692,1610612753",8,4,6.3,0.75,0.0,0.75,1.0,0.0,0.889,0.0,0.0,0.0,0.111,0.0,0.889,0.25,0.0,0.25,692,Andrew DeClercq,ORL,1610612753,4,0.5
21,19.0,5,"2740,1610612744",30,13,12.7,0.667,0.0,0.667,0.987,0.013,0.826,0.0,0.0,0.037,0.174,0.239,0.826,0.333,0.0,0.333,2740,Andris Biedrins,GSW,1610612744,17,0.567
22,33.0,5,"358,1610612752",37,20,24.2,0.484,1.0,0.555,0.808,0.192,0.706,0.401,0.167,0.026,0.126,0.171,0.305,0.516,0.0,0.445,358,Anfernee Hardaway,NYK,1610612752,17,0.459
23,28.0,5,"1738,1610612744",16,11,8.0,0.667,1.0,0.706,0.81,0.19,0.612,0.286,0.122,0.082,0.265,0.204,0.327,0.333,0.0,0.294,1738,Ansu Sesay,GSW,1610612744,5,0.313
24,29.0,5,"1712,1610612764",68,30,38.4,0.663,0.944,0.701,0.825,0.175,0.672,0.27,0.16,0.158,0.169,0.166,0.402,0.337,0.056,0.299,1712,Antawn Jamison,WAS,1610612764,38,0.559
25,30.0,5,"1853,1610612750",66,30,10.8,0.571,1.0,0.583,0.904,0.096,0.773,0.365,0.033,0.309,0.193,0.215,0.409,0.429,0.0,0.417,1853,Anthony Carter,MIN,1610612750,36,0.545
26,33.0,5,"924,1610612749",33,23,16.1,0.44,0.938,0.719,0.412,0.588,0.291,0.116,0.558,0.151,0.151,0.227,0.174,0.56,0.063,0.281,924,Anthony Goldwire,MIL,1610612749,10,0.303
27,30.0,5,"1533,1610612754",63,29,27.9,0.333,0.659,0.399,0.763,0.237,0.609,0.312,0.231,0.103,0.16,0.177,0.297,0.667,0.341,0.601,1533,Anthony Johnson,IND,1610612754,34,0.54
28,33.0,5,"292,1610612737",2,2,4.9,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,292,Anthony Miller,ATL,1610612737,0,0.0
29,35.0,5,"324,1610612764",40,21,13.2,0.71,0.84,0.768,0.567,0.433,0.405,0.248,0.49,0.118,0.105,0.111,0.157,0.29,0.16,0.232,324,Anthony Peeler,WAS,1610612764,19,0.475
30,28.0,5,"952,1610612738",77,51,38.5,0.335,0.891,0.441,0.752,0.248,0.64,0.079,0.224,0.139,0.136,0.172,0.561,0.665,0.109,0.559,952,Antoine Walker,BOS,1610612738,26,0.338
31,25.0,5,"2766,1610612763",24,14,9.1,0.4,0.667,0.429,0.817,0.183,0.685,0.438,0.123,0.288,0.192,0.233,0.247,0.6,0.333,0.571,2766,Antonio Burks,MEM,1610612763,10,0.417
32,30.0,5,"1498,1610612760",75,25,27.0,0.219,0.694,0.304,0.735,0.265,0.531,0.211,0.174,0.129,0.294,0.168,0.32,0.781,0.306,0.696,1498,Antonio Daniels,SEA,1610612760,50,0.667
33,36.0,5,"213,1610612741",72,31,25.6,0.71,0.0,0.71,1.0,0.0,0.77,0.275,0.0,0.048,0.23,0.15,0.495,0.29,0.0,0.29,213,Antonio Davis,CHI,1610612741,41,0.569
34,30.0,5,"686,1610612765",77,26,23.4,0.775,0.0,0.775,0.998,0.002,0.83,0.435,0.0,0.08,0.17,0.139,0.395,0.225,0.0,0.225,686,Antonio McDyess,DET,1610612765,51,0.662
35,30.0,5,"1506,1610612754",73,33,25.0,0.58,0.956,0.67,0.65,0.35,0.442,0.121,0.209,0.066,0.349,0.162,0.321,0.42,0.044,0.33,1506,Austin Croshere,IND,1610612754,40,0.548
36,28.0,5,"2852,1610612751",9,7,3.0,0.0,1.0,0.333,0.8,0.2,0.5,0.0,0.375,0.0,0.125,0.0,0.5,1.0,0.0,0.667,2852,Awvee Storey,NJN,1610612751,2,0.222
37,26.0,5,"1884,1610612744",46,25,34.4,0.214,0.483,0.323,0.529,0.471,0.391,0.118,0.4,0.142,0.209,0.163,0.273,0.786,0.517,0.677,1884,Baron Davis,GSW,1610612744,21,0.457
38,22.0,5,"2732,1610612741",82,35,24.6,0.39,0.694,0.484,0.687,0.313,0.486,0.253,0.326,0.089,0.189,0.152,0.233,0.61,0.306,0.516,2732,Ben Gordon,CHI,1610612741,47,0.573
39,31.0,5,"1052,1610612762",21,15,14.0,0.744,0.0,0.744,0.988,0.012,0.905,0.084,0.0,0.042,0.095,0.105,0.821,0.256,0.0,0.256,1052,Ben Handlogten,UTA,1610612762,6,0.286
40,30.0,5,"1112,1610612765",74,23,36.1,0.633,1.0,0.634,0.986,0.014,0.816,0.08,0.004,0.072,0.18,0.129,0.735,0.367,0.0,0.366,1112,Ben Wallace,DET,1610612765,51,0.689
41,22.0,5,"2757,1610612759",80,23,14.4,0.565,0.914,0.682,0.636,0.364,0.488,0.187,0.369,0.159,0.142,0.172,0.301,0.435,0.086,0.318,2757,Beno Udrih,SAS,1610612759,57,0.713
42,24.0,5,"2774,1610612766",31,25,10.6,0.455,1.0,0.5,0.901,0.099,0.71,0.194,0.097,0.172,0.194,0.215,0.516,0.545,0.0,0.5,2774,Bernard Robinson,CHA,1610612766,6,0.194
43,29.0,5,"2873,1610612751",25,10,14.0,0.824,1.0,0.912,0.404,0.596,0.37,0.196,0.554,0.217,0.076,0.293,0.174,0.176,0.0,0.088,2873,Billy Thomas,NJN,1610612751,15,0.6
44,34.0,5,"448,1610612756",39,10,5.5,0.5,0.0,0.5,1.0,0.0,0.828,0.276,0.0,0.069,0.172,0.172,0.552,0.5,0.0,0.5,448,Bo Outlaw,PHX,1610612756,29,0.744
