,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,,0.286,20.4,1.2,5,"1975,",115.4,0.083,0.444,18,2.6,8,1.1,0.444,7,5,6.6,-39.2,76.2,0.021,109.67,0.071,1975,,0.052,,,17.0,0.461,0.205,2,0.286
1,36.0,0.058,14.2,1.51,5,"920,1610612747",96.0,0.179,0.448,387,4.7,173,2.1,0.447,82,15,23.5,8.1,104.2,0.089,94.51,0.088,920,A.C. Green,0.134,LAL,1610612747.0,9.4,0.482,0.111,67,0.817
2,23.0,0.0,0.0,0.0,5,"1920,1610612739",118.1,0.208,0.19,21,2.6,4,0.5,0.19,8,5,7.6,-32.6,85.5,0.158,103.89,-0.047,1920,A.J. Bramlett,0.177,CLE,1610612739.0,12.5,0.19,0.146,3,0.375
3,27.0,0.202,23.8,2.12,5,"243,1610612755",97.7,0.115,0.449,593,7.2,244,3.0,0.411,82,33,23.8,0.1,97.8,0.026,95.41,0.099,243,Aaron McKie,0.07,PHI,1610612755.0,11.2,0.497,0.172,49,0.598
4,28.0,0.062,8.6,0.73,5,"1425,1610612764",102.5,0.186,0.522,450,5.6,235,2.9,0.522,81,52,19.1,2.2,104.7,0.122,94.32,0.11,1425,Aaron Williams,0.155,WAS,1610612764.0,11.8,0.572,0.18,29,0.358
5,30.0,0.093,15.1,0.74,5,"228,1610612762",102.0,0.187,0.408,130,2.1,53,0.9,0.408,62,21,9.8,-3.3,98.7,0.097,90.46,0.049,228,Adam Keefe,0.143,UTA,1610612762.0,20.4,0.463,0.149,41,0.661
6,25.0,0.04,7.9,0.59,5,"1502,1610612744",103.5,0.163,0.508,380,5.0,193,2.5,0.508,76,60,21.7,-9.8,93.6,0.104,97.52,0.067,1502,Adonal Foyle,0.132,GSW,1610612744.0,13.3,0.5,0.127,16,0.211
7,25.0,0.135,23.5,1.9,5,"1559,1610612738",102.9,0.156,0.443,413,5.7,175,2.4,0.424,72,43,26.8,-1.1,101.7,0.071,96.83,0.082,1559,Adrian Griffin,0.11,BOS,1610612738.0,12.4,0.503,0.129,29,0.403
8,20.0,0.073,9.1,0.58,5,"1733,1610612754",98.9,0.151,0.473,264,5.3,121,2.4,0.458,50,16,17.1,6.0,104.9,0.066,95.92,0.062,1733,Al Harrington,0.109,IND,1610612754.0,15.6,0.524,0.201,34,0.68
9,27.0,0.045,6.0,0.55,5,"673,1610612737",106.2,0.123,0.462,930,11.3,429,5.2,0.461,82,54,33.9,-6.7,99.6,0.104,94.38,0.079,673,Alan Henderson,0.113,ATL,1610612737.0,10.8,0.503,0.194,28,0.341
