,AGE,CFID,CFPARAMS,GP,L,MIN,PCT_AST_2PM,PCT_AST_3PM,PCT_AST_FGM,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_UAST_2PM,PCT_UAST_3PM,PCT_UAST_FGM,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_ID,W,W_PCT
0,24.0,5,"201985,1610612754",50,28,15.9,0.11,0.659,0.307,0.534,0.466,0.452,0.229,0.381,0.102,0.167,0.22,0.223,0.89,0.341,0.693,201985,A.J. Price,IND,1610612754,22,0.44
1,26.0,5,"201166,1610612756",59,33,21.8,0.14,0.586,0.282,0.598,0.402,0.473,0.177,0.331,0.132,0.196,0.166,0.297,0.86,0.414,0.718,201166,Aaron Brooks,PHX,1610612756,26,0.441
2,26.0,5,"201189,1610612740",41,20,12.9,0.554,0.0,0.554,1.0,0.0,0.868,0.031,0.0,0.039,0.132,0.155,0.837,0.446,0.0,0.446,201189,Aaron Gray,NOH,1610612740,21,0.512
3,26.0,5,"201151,1610612744",51,31,14.2,0.36,0.833,0.395,0.806,0.194,0.698,0.167,0.084,0.353,0.219,0.265,0.53,0.64,0.167,0.605,201151,Acie Law,GSW,1610612744,20,0.392
4,31.0,5,"1733,1610612743",73,28,22.8,0.494,0.966,0.69,0.514,0.486,0.429,0.065,0.459,0.077,0.112,0.176,0.363,0.506,0.034,0.31,1733,Al Harrington,DEN,1610612743,45,0.616
5,25.0,5,"201143,1610612737",77,36,35.1,0.695,0.5,0.694,0.996,0.004,0.868,0.399,0.005,0.086,0.127,0.126,0.469,0.305,0.5,0.306,201143,Al Horford,ATL,1610612737,41,0.532
6,26.0,5,"2744,1610612762",82,43,35.9,0.584,0.0,0.584,1.0,0.0,0.856,0.247,0.0,0.036,0.144,0.124,0.609,0.416,0.0,0.416,2744,Al Jefferson,UTA,1610612762,39,0.476
7,27.0,5,"201154,1610612744",71,50,19.5,0.582,1.0,0.59,0.94,0.06,0.767,0.275,0.023,0.216,0.21,0.21,0.492,0.418,0.0,0.41,201154,Al Thornton,GSW,1610612744,21,0.296
8,20.0,5,"202329,1610612746",81,50,17.9,0.443,0.978,0.594,0.648,0.352,0.503,0.048,0.295,0.26,0.201,0.201,0.455,0.557,0.022,0.406,202329,Al-Farouq Aminu,LAC,1610612746,31,0.383
9,23.0,5,"201582,1610612761",34,28,10.0,0.66,1.0,0.729,0.744,0.256,0.657,0.308,0.252,0.07,0.091,0.07,0.35,0.34,0.0,0.271,201582,Alexis Ajinca,TOR,1610612761,6,0.176
10,24.0,5,"202087,1610612739",56,40,20.0,0.49,0.941,0.554,0.807,0.193,0.628,0.066,0.154,0.172,0.218,0.193,0.562,0.51,0.059,0.446,202087,Alonzo Gee,CLE,1610612739,16,0.286
11,28.0,5,"2405,1610612752",78,39,36.8,0.523,0.8,0.527,0.984,0.016,0.745,0.232,0.015,0.063,0.24,0.145,0.512,0.477,0.2,0.473,2405,Amar'e Stoudemire,NYK,1610612752,39,0.5
12,24.0,5,"101161,1610612761",72,52,25.7,0.641,0.0,0.641,0.998,0.002,0.817,0.137,0.0,0.246,0.183,0.169,0.68,0.359,0.0,0.359,101161,Amir Johnson,TOR,1610612761,20,0.278
13,28.0,5,"2760,1610612739",31,23,32.1,0.702,0.0,0.702,0.991,0.009,0.809,0.121,0.0,0.096,0.191,0.191,0.688,0.298,0.0,0.298,2760,Anderson Varejao,CLE,1610612739,8,0.258
14,24.0,5,"101154,1610612764",64,43,33.9,0.555,1.0,0.559,0.981,0.019,0.784,0.232,0.011,0.101,0.204,0.191,0.552,0.445,0.0,0.441,101154,Andray Blatche,WAS,1610612764,21,0.328
15,27.0,5,"2738,1610612755",67,31,36.8,0.448,0.836,0.518,0.762,0.238,0.586,0.231,0.194,0.265,0.22,0.203,0.356,0.552,0.164,0.482,2738,Andre Iguodala,PHI,1610612755,36,0.537
16,35.0,5,"1889,1610612757",81,34,32.7,0.359,1.0,0.366,0.956,0.044,0.746,0.274,0.012,0.106,0.242,0.13,0.472,0.641,0.0,0.634,1889,Andre Miller,POR,1610612757,47,0.58
17,25.0,5,"200745,1610612761",66,47,35.7,0.589,0.909,0.636,0.81,0.19,0.634,0.301,0.163,0.083,0.203,0.115,0.332,0.411,0.091,0.364,200745,Andrea Bargnani,TOR,1610612761,19,0.288
18,30.0,5,"1905,1610612762",64,31,31.2,0.696,0.972,0.735,0.819,0.181,0.579,0.131,0.144,0.131,0.277,0.151,0.448,0.304,0.028,0.265,1905,Andrei Kirilenko,UTA,1610612762,33,0.516
19,31.0,5,"2804,1610612755",54,31,17.2,0.645,1.0,0.771,0.574,0.426,0.465,0.11,0.385,0.242,0.15,0.174,0.355,0.355,0.0,0.229,2804,Andres Nocioni,PHI,1610612755,23,0.426
20,26.0,5,"101106,1610612749",65,37,35.3,0.482,0.0,0.482,0.995,0.005,0.884,0.053,0.0,0.019,0.116,0.125,0.831,0.518,0.0,0.518,101106,Andrew Bogut,MIL,1610612749,28,0.431
21,23.0,5,"101115,1610612747",54,18,27.8,0.574,0.0,0.574,1.0,0.0,0.775,0.02,0.0,0.052,0.225,0.127,0.755,0.426,0.0,0.426,101115,Andrew Bynum,LAL,1610612747,36,0.667
22,25.0,5,"2740,1610612744",59,33,23.7,0.676,0.0,0.676,1.0,0.0,0.966,0.034,0.0,0.02,0.034,0.102,0.932,0.324,0.0,0.324,2740,Andris Biedrins,GSW,1610612744,26,0.441
23,24.0,5,"202360,1610612752",5,3,4.8,1.0,1.0,1.0,0.429,0.571,0.5,0.5,0.375,0.0,0.125,0.5,0.0,0.0,0.0,0.0,202360,Andy Rautins,NYK,1610612752,2,0.4
24,35.0,5,"1712,1610612739",56,47,32.9,0.792,0.978,0.837,0.7,0.3,0.56,0.174,0.27,0.096,0.169,0.139,0.386,0.208,0.022,0.163,1712,Antawn Jamison,CLE,1610612739,9,0.161
25,36.0,5,"1853,1610612752",33,13,14.0,0.485,0.833,0.578,0.623,0.377,0.6,0.127,0.327,0.218,0.073,0.309,0.473,0.515,0.167,0.422,1853,Anthony Carter,NYK,1610612752,20,0.606
26,25.0,5,"201627,1610612751",58,41,32.0,0.509,0.945,0.681,0.581,0.419,0.442,0.264,0.432,0.147,0.126,0.143,0.178,0.491,0.055,0.319,201627,Anthony Morrow,NJN,1610612751,17,0.293
27,36.0,5,"1515,1610612739",72,54,29.0,0.56,0.872,0.682,0.589,0.411,0.447,0.317,0.43,0.112,0.123,0.13,0.13,0.44,0.128,0.318,1515,Anthony Parker,CLE,1610612739,18,0.25
28,21.0,5,"201576,1610612750",40,29,14.7,0.598,1.0,0.602,0.985,0.015,0.8,0.243,0.01,0.128,0.19,0.148,0.557,0.402,0.0,0.398,201576,Anthony Randolph,MIN,1610612750,11,0.275
29,26.0,5,"201229,1610612750",65,53,21.0,0.66,1.0,0.773,0.633,0.367,0.433,0.124,0.325,0.076,0.242,0.171,0.309,0.34,0.0,0.227,201229,Anthony Tolliver,MIN,1610612750,12,0.185
30,27.0,5,"101120,1610612758",7,5,4.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,101120,Antoine Wright,SAC,1610612758,2,0.286
31,36.0,5,"1498,1610612755",4,3,8.8,0.0,0.0,0.0,0.6,0.4,0.667,0.0,0.0,0.333,0.333,0.0,0.667,1.0,0.0,1.0,1498,Antonio Daniels,PHI,1610612755,1,0.25
32,36.0,5,"686,1610612759",73,19,19.0,0.888,0.0,0.888,0.997,0.003,0.867,0.528,0.0,0.054,0.133,0.072,0.338,0.112,0.0,0.112,686,Antonio McDyess,SAS,1610612759,54,0.74
33,22.0,5,"202356,1610612757",38,18,7.3,0.122,0.8,0.196,0.881,0.119,0.745,0.182,0.136,0.155,0.118,0.191,0.564,0.878,0.2,0.804,202356,Armon Johnson,POR,1610612757,20,0.526
34,25.0,5,"201167,1610612743",69,29,33.7,0.565,1.0,0.712,0.604,0.396,0.478,0.134,0.363,0.187,0.159,0.166,0.344,0.435,0.0,0.288,201167,Arron Afflalo,DEN,1610612743,40,0.58
35,23.0,5,"201948,1610612765",72,46,20.1,0.565,0.971,0.71,0.635,0.365,0.462,0.212,0.385,0.123,0.153,0.153,0.25,0.435,0.029,0.29,201948,Austin Daye,DET,1610612765,26,0.361
36,20.0,5,"202340,1610612738",31,10,5.2,0.391,0.0,0.391,0.925,0.075,0.885,0.308,0.0,0.231,0.115,0.308,0.577,0.609,0.0,0.609,202340,Avery Bradley,BOS,1610612738,21,0.677
37,32.0,5,"1884,1610612739",58,34,28.4,0.149,0.593,0.273,0.655,0.345,0.547,0.139,0.32,0.134,0.133,0.179,0.408,0.851,0.407,0.727,1884,Baron Davis,CLE,1610612739,24,0.414
38,28.0,5,"2732,1610612765",82,52,26.0,0.487,0.692,0.552,0.655,0.345,0.504,0.306,0.349,0.128,0.148,0.157,0.198,0.513,0.308,0.448,2732,Ben Gordon,DET,1610612765,30,0.366
39,23.0,5,"202386,1610612751",42,36,10.4,0.345,1.0,0.377,0.944,0.056,0.734,0.101,0.057,0.203,0.209,0.222,0.633,0.655,0.0,0.623,202386,Ben Uzoh,NJN,1610612751,6,0.143
40,36.0,5,"1112,1610612765",54,34,22.9,0.5,1.0,0.507,0.987,0.013,0.857,0.039,0.019,0.052,0.123,0.091,0.818,0.5,0.0,0.493,1112,Ben Wallace,DET,1610612765,20,0.37
41,28.0,5,"2757,1610612758",79,55,34.6,0.409,0.908,0.488,0.779,0.221,0.639,0.293,0.18,0.146,0.181,0.178,0.346,0.591,0.092,0.512,2757,Beno Udrih,SAC,1610612758,24,0.304
42,22.0,5,"201933,1610612746",82,50,37.9,0.666,1.0,0.67,0.983,0.017,0.747,0.136,0.011,0.153,0.242,0.174,0.611,0.334,0.0,0.33,201933,Blake Griffin,LAC,1610612746,32,0.39
43,31.0,5,"2250,1610612759",2,0,7.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250,Bobby Simmons,SAS,1610612759,2,1.0
44,29.0,5,"2564,1610612766",82,48,33.9,0.554,0.962,0.638,0.708,0.292,0.656,0.152,0.253,0.075,0.091,0.132,0.504,0.446,0.038,0.362,2564,Boris Diaw,CHA,1610612766,34,0.415
45,35.0,5,"1802,1610612745",60,28,16.9,0.696,1.0,0.788,0.639,0.361,0.482,0.215,0.314,0.029,0.204,0.141,0.267,0.304,0.0,0.212,1802,Brad Miller,HOU,1610612745,32,0.533
46,23.0,5,"201148,1610612751",37,23,10.2,0.717,0.0,0.717,1.0,0.0,0.851,0.099,0.0,0.163,0.149,0.184,0.752,0.283,0.0,0.283,201148,Brandan Wright,NJN,1610612751,14,0.378
47,26.0,5,"101138,1610612753",76,27,26.1,0.657,0.0,0.657,0.997,0.003,0.778,0.358,0.0,0.063,0.222,0.143,0.419,0.343,0.0,0.343,101138,Brandon Bass,ORL,1610612753,49,0.645
48,21.0,5,"201943,1610612749",63,36,34.4,0.24,0.735,0.374,0.673,0.327,0.516,0.167,0.289,0.164,0.195,0.2,0.349,0.76,0.265,0.626,201943,Brandon Jennings,MIL,1610612749,27,0.429
49,26.0,5,"200750,1610612757",47,22,27.9,0.298,0.789,0.388,0.782,0.218,0.597,0.276,0.199,0.079,0.204,0.202,0.321,0.702,0.211,0.612,200750,Brandon Roy,POR,1610612757,25,0.532
50,25.0,5,"201575,1610612754",67,40,26.2,0.492,0.946,0.687,0.567,0.433,0.409,0.165,0.46,0.11,0.132,0.14,0.244,0.508,0.054,0.313,201575,Brandon Rush,IND,1610612754,27,0.403
51,31.0,5,"2217,1610612742",72,22,18.5,0.688,0.0,0.688,0.996,0.004,0.8,0.031,0.0,0.113,0.2,0.147,0.769,0.313,0.0,0.313,2217,Brendan Haywood,DAL,1610612742,50,0.694
52,34.0,5,"2073,1610612742",56,19,11.0,1.0,1.0,1.0,0.13,0.87,0.014,0.0,0.869,0.083,0.117,0.055,0.014,0.0,0.0,0.0,2073,Brian Cardinal,DAL,1610612742,37,0.661
53,30.0,5,"2567,1610612746",40,32,11.2,0.605,0.941,0.764,0.535,0.465,0.394,0.155,0.528,0.057,0.078,0.187,0.238,0.395,0.059,0.236,2567,Brian Cook,LAC,1610612746,8,0.2
54,33.0,5,"2243,1610612741",18,6,4.9,0.8,0.0,0.8,0.737,0.263,1.0,0.8,0.0,0.1,0.0,0.1,0.2,0.2,0.0,0.2,2243,Brian Scalabrine,CHI,1610612741,12,0.667
