,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,28.0,0.254,22.2,3.29,5,"201985,1610612739",106.6,0.096,0.427,137,5.3,51,2.0,0.372,26,15,12.4,-12.2,94.4,0.019,92.17,0.089,201985,A.J. Price,0.055,CLE,1610612739,6.7,0.451,0.226,11,0.423
1,30.0,0.245,19.9,1.66,5,"201166,1610612741",101.7,0.078,0.495,817,10.0,344,4.2,0.421,82,32,23.0,5.2,106.9,0.019,94.65,0.092,201166,Aaron Brooks,0.049,CHI,1610612741,12.0,0.534,0.252,50,0.61
2,19.0,0.064,10.8,0.87,5,"203932,1610612753",104.5,0.171,0.478,208,4.4,93,2.0,0.447,47,33,17.0,-5.6,98.9,0.064,96.63,0.074,203932,Aaron Gordon,0.117,ORL,1610612753,12.4,0.517,0.156,14,0.298
3,24.0,0.067,9.5,0.68,5,"203940,1610612750",116.1,0.186,0.416,220,6.9,91,2.8,0.414,32,25,23.1,-16.9,99.2,0.073,94.41,0.047,203940,Adreian Payne,0.127,MIN,1610612750,14.0,0.443,0.176,7,0.219
4,29.0,0.178,17.8,2.44,5,"201143,1610612737",101.0,0.193,0.544,965,12.7,519,6.8,0.538,76,20,30.5,6.6,107.6,0.068,95.85,0.145,201143,Al Horford,0.134,ATL,1610612737,7.3,0.563,0.225,56,0.737
5,30.0,0.11,8.9,1.66,5,"2744,1610612766",101.9,0.26,0.482,1010,15.5,486,7.5,0.481,65,40,30.6,-3.7,98.2,0.054,95.12,0.142,2744,Al Jefferson,0.154,CHA,1610612766,5.4,0.5,0.267,25,0.385
6,24.0,0.062,11.3,1.07,5,"202329,1610612742",101.4,0.18,0.459,357,4.8,147,2.0,0.412,74,29,18.5,5.7,107.1,0.091,97.48,0.091,202329,Al-Farouq Aminu,0.136,DAL,1610612742,10.5,0.504,0.151,45,0.608
7,32.0,0.074,13.2,1.38,5,"101187,1610612751",101.3,0.109,0.526,440,5.9,195,2.6,0.443,74,39,23.6,-1.4,99.9,0.02,95.68,0.071,101187,Alan Anderson,0.065,BKN,1610612751,9.6,0.563,0.142,35,0.473
8,23.0,0.145,16.7,1.58,5,"202692,1610612762",111.1,0.127,0.447,300,11.1,121,4.5,0.403,27,18,33.3,-7.4,103.7,0.025,92.9,0.083,202692,Alec Burks,0.076,UTA,1610612762,10.6,0.524,0.21,9,0.333
9,23.0,0.125,17.0,0.0,5,"203945,1610612739",141.1,0.0,0.25,4,0.8,1,0.2,0.25,5,3,2.8,-61.8,79.3,0.091,91.44,0.028,203945,Alex Kirk,0.045,CLE,1610612739,0.0,0.41,0.17,2,0.4
10,22.0,0.03,6.3,0.43,5,"203458,1610612756",101.5,0.223,0.508,353,5.1,179,2.6,0.507,69,34,22.0,0.5,102.0,0.102,100.21,0.084,203458,Alex Len,0.163,PHX,1610612756,14.7,0.542,0.135,35,0.507
11,26.0,0.26,19.1,2.21,5,"203144,1610612752",105.1,0.111,0.467,335,8.0,133,3.2,0.397,42,32,18.3,-8.5,96.5,0.031,97.63,0.131,203144,Alexey Shved,0.07,NYK,1610612752,8.6,0.541,0.258,10,0.238
12,27.0,0.084,9.6,0.68,5,"201582,1610612740",104.0,0.248,0.55,329,4.8,181,2.7,0.55,68,27,14.1,-0.6,103.4,0.13,91.9,0.135,201582,Alexis Ajinca,0.191,NOP,1610612740,14.1,0.595,0.214,41,0.603
