,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,34.0,0.165,34.2,1.63,5,"243,1610612747",102.1,0.155,0.647,17,1.7,11,1.1,0.647,10,6,13.1,-4.0,98.2,0.009,93.49,0.073,243,Aaron McKie,0.083,LAL,1610612747,21.1,0.647,0.089,4,0.4
1,35.0,0.03,8.0,0.39,5,"1425,1610612746",99.1,0.187,0.547,53,1.4,29,0.8,0.547,38,23,9.8,-2.4,96.7,0.09,90.7,0.065,1425,Aaron Williams,0.14,LAC,1610612746,20.5,0.606,0.101,15,0.395
2,22.0,0.121,12.4,1.25,5,"200747,1610612766",105.8,0.092,0.422,944,12.1,355,4.6,0.376,78,48,29.8,-7.0,98.7,0.026,95.21,0.051,200747,Adam Morrison,0.058,CHA,1610612766,9.9,0.45,0.22,30,0.385
3,32.0,0.054,13.8,0.83,5,"1502,1610612744",108.2,0.169,0.565,85,1.8,48,1.0,0.565,48,29,9.9,-3.2,105.0,0.116,101.62,0.072,1502,Adonal Foyle,0.143,GSW,1610612744,16.7,0.557,0.106,19,0.396
4,32.0,0.154,25.2,1.55,5,"1559,1610612741",96.0,0.14,0.473,129,2.4,61,1.1,0.473,54,22,10.8,7.4,103.4,0.089,93.37,0.079,1559,Adrian Griffin,0.116,CHI,1610612741,16.2,0.499,0.135,32,0.593
5,27.0,0.097,9.9,0.88,5,"1733,1610612744",103.3,0.157,0.516,1083,13.9,495,6.3,0.457,78,36,32.9,-0.8,102.5,0.064,98.75,0.096,1733,Al Harrington,0.109,GSW,1610612744,11.2,0.54,0.229,42,0.538
6,22.0,0.071,7.1,0.65,5,"2744,1610612738",104.9,0.267,0.514,882,12.8,453,6.6,0.514,69,49,33.6,-4.2,100.8,0.123,92.86,0.139,2744,Al Jefferson,0.195,BOS,1610612738,11.0,0.547,0.228,20,0.29
7,24.0,0.144,15.7,0.95,5,"101187,1610612766",100.8,0.107,0.488,81,4.8,37,2.2,0.457,17,10,15.0,-3.3,97.5,0.052,94.49,0.067,101187,Alan Anderson,0.078,CHA,1610612766,16.4,0.538,0.202,7,0.412
8,34.0,0.036,9.1,0.83,5,"673,1610612755",104.2,0.172,0.642,67,1.8,43,1.1,0.642,38,29,11.0,-1.3,102.9,0.133,92.87,0.09,673,Alan Henderson,0.152,PHI,1610612755,10.9,0.679,0.109,9,0.237
9,24.0,0.033,6.0,0.36,5,"200792,1610612763",111.0,0.216,0.538,169,2.9,91,1.5,0.538,59,44,12.8,-1.9,109.0,0.086,96.31,0.064,200792,Alexander Johnson,0.153,MEM,1610612763,16.5,0.588,0.161,15,0.254
10,23.0,0.105,11.7,1.02,5,"200810,1610612738",102.2,0.096,0.479,259,5.5,100,2.1,0.386,47,38,15.1,-3.2,99.0,0.028,94.55,0.057,200810,Allan Ray,0.059,BOS,1610612738,11.4,0.512,0.202,9,0.191
11,32.0,0.302,20.2,1.75,5,"947,1610612743",102.8,0.069,0.466,1313,20.2,581,8.9,0.442,65,34,42.5,0.6,103.4,0.009,99.4,0.133,947,Allen Iverson,0.039,DEN,1610612743,11.6,0.54,0.291,31,0.477
