,AGE,AST_PCT,AST_RATIO,AST_TO,CFID,CFPARAMS,DEF_RATING,DREB_PCT,EFG_PCT,FGA,FGA_PG,FGM,FGM_PG,FG_PCT,GP,L,MIN,NET_RATING,OFF_RATING,OREB_PCT,PACE,PIE,PLAYER_ID,PLAYER_NAME,REB_PCT,TEAM_ABBREVIATION,TEAM_ID,TM_TOV_PCT,TS_PCT,USG_PCT,W,W_PCT
0,23.0,0.249,23.0,1.98,5,"201166,1610612745",102.6,0.085,0.493,225,4.4,93,1.8,0.413,51,15,11.9,-0.5,102.1,0.026,90.85,0.088,201166,Aaron Brooks,0.055,HOU,1610612745,11.7,0.535,0.224,36,0.706
1,23.0,0.113,11.9,0.72,5,"201189,1610612741",103.7,0.188,0.505,204,3.3,103,1.7,0.505,61,38,10.1,-1.0,102.7,0.127,95.35,0.074,201189,Aaron Gray,0.156,CHI,1610612741,16.5,0.529,0.221,23,0.377
2,36.0,0.052,10.6,0.69,5,"1425,1610612746",109.8,0.186,0.491,55,1.8,27,0.9,0.491,30,21,9.9,-15.9,93.9,0.06,94.95,0.065,1425,Aaron Williams,0.122,LAC,1610612746,15.3,0.54,0.118,9,0.3
3,23.0,0.218,26.5,2.02,5,"201151,1610612737",106.9,0.062,0.416,237,4.2,95,1.7,0.401,56,31,15.5,-7.2,99.7,0.016,93.56,0.054,201151,Acie Law,0.039,ATL,1610612737,13.1,0.455,0.164,25,0.446
4,33.0,0.038,8.3,0.56,5,"1502,1610612753",99.6,0.195,0.458,153,1.9,70,0.9,0.458,82,30,9.4,0.4,100.0,0.107,91.85,0.07,1502,Adonal Foyle,0.152,ORL,1610612753,14.7,0.464,0.123,52,0.634
5,33.0,0.134,21.1,1.29,5,"1559,1610612760",95.9,0.12,0.395,76,2.2,30,0.9,0.395,35,25,8.8,0.4,96.3,0.099,93.78,0.063,1559,Adrian Griffin,0.109,SEA,1610612760,16.4,0.406,0.146,10,0.286
6,28.0,0.089,10.7,1.47,5,"1733,1610612744",106.4,0.175,0.517,923,11.4,401,5.0,0.434,81,33,27.0,3.0,109.5,0.05,101.18,0.093,1733,Al Harrington,0.109,GSW,1610612744,7.3,0.547,0.211,48,0.593
7,22.0,0.078,12.1,0.91,5,"201143,1610612737",106.2,0.247,0.499,668,8.2,333,4.1,0.499,81,44,31.4,-2.4,103.8,0.113,92.77,0.104,201143,Al Horford,0.18,ATL,1610612737,13.4,0.539,0.162,37,0.457
8,23.0,0.075,6.2,0.7,5,"2744,1610612750",112.1,0.251,0.5,1441,17.6,721,8.8,0.5,82,60,35.6,-11.2,100.9,0.118,93.65,0.147,2744,Al Jefferson,0.182,MIN,1610612750,8.8,0.535,0.276,22,0.268
9,24.0,0.084,8.0,0.77,5,"201154,1610612746",108.2,0.141,0.454,871,11.0,374,4.7,0.429,79,56,27.3,-9.2,99.0,0.052,93.8,0.083,201154,Al Thornton,0.096,LAC,1610612746,10.5,0.504,0.242,23,0.291
10,24.0,0.0,0.0,0.0,5,"201169,1610612756",98.4,0.068,0.386,22,3.7,8,1.3,0.364,6,0,8.0,-0.2,98.2,0.089,91.62,0.079,201169,Alando Tucker,0.077,PHX,1610612756,0.0,0.446,0.25,6,1.0
11,25.0,0.045,6.0,0.31,5,"200792,1610612748",111.0,0.152,0.488,125,2.9,61,1.4,0.488,43,39,12.8,-12.3,98.7,0.075,89.83,0.045,200792,Alexander Johnson,0.113,MIA,1610612748,19.4,0.554,0.181,4,0.093
12,33.0,0.271,21.4,2.39,5,"947,1610612743",103.0,0.061,0.488,1556,19.0,712,8.7,0.458,82,32,41.8,5.8,108.7,0.015,102.19,0.136,947,Allen Iverson,0.038,DEN,1610612743,8.9,0.567,0.266,50,0.61
13,38.0,0.032,4.4,0.28,5,"297,1610612748",98.9,0.164,0.547,95,3.8,52,2.1,0.547,25,18,15.6,-0.4,98.5,0.103,95.75,0.088,297,Alonzo Mourning,0.135,MIA,1610612748,15.6,0.58,0.182,7,0.28
14,25.0,0.072,6.5,0.68,5,"2405,1610612756",106.5,0.214,0.592,1211,15.3,714,9.0,0.59,79,26,33.9,8.3,114.7,0.085,99.0,0.168,2405,Amar'e Stoudemire,0.156,PHX,1610612756,9.6,0.656,0.282,53,0.671
15,21.0,0.058,11.3,0.74,5,"101161,1610612765",93.5,0.211,0.558,165,2.7,92,1.5,0.558,62,13,12.3,14.1,107.6,0.136,93.37,0.108,101161,Amir Johnson,0.175,DET,1610612765,15.2,0.584,0.136,49,0.79
16,25.0,0.065,12.0,0.9,5,"2760,1610612739",101.1,0.239,0.461,295,6.1,136,2.8,0.461,48,20,27.5,2.8,103.9,0.112,90.07,0.093,2760,Anderson Varejao,0.173,CLE,1610612739,13.3,0.485,0.136,28,0.583
17,21.0,0.096,11.4,0.82,5,"101154,1610612764",108.6,0.193,0.477,536,6.5,254,3.1,0.474,82,39,20.4,-5.8,102.8,0.114,91.85,0.084,101154,Andray Blatche,0.152,WAS,1610612764,13.9,0.512,0.199,43,0.524
18,26.0,0.583,50.4,7.0,5,"2857,1610612746",120.8,0.048,0.5,5,1.3,2,0.5,0.4,4,4,6.3,-32.1,88.7,0.0,94.97,0.094,2857,Andre Barrett,0.021,LAC,1610612746,7.2,0.51,0.122,0,0.0
19,27.0,0.045,6.6,0.57,5,"2810,1610612763",116.7,0.218,0.5,78,2.4,39,1.2,0.5,33,25,8.7,-12.2,104.5,0.128,97.28,0.069,2810,Andre Brown,0.17,MEM,1610612763,11.5,0.502,0.172,8,0.242
20,24.0,0.207,18.6,1.83,5,"2738,1610612755",103.3,0.134,0.495,1277,15.6,582,7.1,0.456,82,42,39.5,-0.5,102.8,0.031,92.57,0.133,2738,Andre Iguodala,0.082,PHI,1610612755,10.2,0.543,0.24,40,0.488
21,32.0,0.318,27.2,2.74,5,"1889,1610612755",105.0,0.091,0.494,1156,14.1,569,6.9,0.492,82,42,36.8,-1.8,103.2,0.037,92.64,0.13,1889,Andre Miller,0.064,PHI,1610612755,9.9,0.537,0.227,40,0.488
22,27.0,0.18,24.4,1.96,5,"101261,1610612754",100.0,0.093,0.458,107,3.5,40,1.3,0.374,31,19,12.6,-0.4,99.6,0.038,99.12,0.07,101261,Andre Owens,0.067,IND,1610612754,12.4,0.504,0.163,12,0.387
